,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,6118.0,SENGG
1,Other income,12  Mar-15*,41.0,SENGG
2,Total revenues,12  Mar-15*,6159.0,SENGG
3,Gross profit,12  Mar-15*,960.0,SENGG
4,Depreciation,12  Mar-15*,90.0,SENGG
5,Interest,12  Mar-15*,164.0,SENGG
6,Profit before tax,12  Mar-15*,747.0,SENGG
7,Minority Interest,12  Mar-15*,0.0,SENGG
8,Prior Period Items,12  Mar-15*,0.0,SENGG
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,SENGG
10,Tax,12  Mar-15*,245.0,SENGG
11,Profit after tax,12  Mar-15*,503.0,SENGG
12,Gross profit margin,12  Mar-15*,15.7,SENGG
13,Effective tax rate,12  Mar-15*,32.7,SENGG
14,Net profit margin,12  Mar-15*,8.2,SENGG
15,Current assets,12  Mar-15*,3368.0,SENGG
16,Current liabilities,12  Mar-15*,2090.0,SENGG
17,Net working cap to sales,12  Mar-15*,20.9,SENGG
18,Current ratio,12  Mar-15*,1.6,SENGG
19,Inventory Days,12  Mar-15*,48.0,SENGG
20,Debtors Days,12  Mar-15*,75.0,SENGG
21,Net fixed assets,12  Mar-15*,1641.0,SENGG
22,Share capital,12  Mar-15*,120.0,SENGG
23,"""Free"" reserves",12  Mar-15*,2283.0,SENGG
24,Net worth,12  Mar-15*,2403.0,SENGG
25,Long term debt,12  Mar-15*,655.0,SENGG
26,Total assets,12  Mar-15*,5286.0,SENGG
27,Interest coverage,12  Mar-15*,5.6,SENGG
28,Debt to equity ratio,12  Mar-15*,0.3,SENGG
29,Sales to assets ratio,12  Mar-15*,1.2,SENGG
30,Return on assets,12  Mar-15*,12.6,SENGG
31,Return on equity,12  Mar-15*,20.9,SENGG
32,Return on capital,12  Mar-15*,29.8,SENGG
33,Exports to sales,12  Mar-15*,5.6,SENGG
34,Imports to sales,12  Mar-15*,8.8,SENGG
35,Exports (fob),12  Mar-15*,343.0,SENGG
36,Imports (cif),12  Mar-15*,537.0,SENGG
37,Fx inflow,12  Mar-15*,343.0,SENGG
38,Fx outflow,12  Mar-15*,550.0,SENGG
39,Net fx,12  Mar-15*,-207.0,SENGG
40,From Operations,12  Mar-15*,672.0,SENGG
41,From Investments,12  Mar-15*,-758.0,SENGG
42,From Financial Activity,12  Mar-15*,73.0,SENGG
43,Net Cashflow,12  Mar-15*,-13.0,SENGG
44,Net Sales,12  Mar-16*,9525.0,SENGG
45,Other income,12  Mar-16*,155.0,SENGG
46,Total revenues,12  Mar-16*,9680.0,SENGG
47,Gross profit,12  Mar-16*,1543.0,SENGG
48,Depreciation,12  Mar-16*,158.0,SENGG
49,Interest,12  Mar-16*,250.0,SENGG
50,Profit before tax,12  Mar-16*,1291.0,SENGG
51,Minority Interest,12  Mar-16*,0.0,SENGG
52,Prior Period Items,12  Mar-16*,0.0,SENGG
53,Extraordinary Inc (Exp),12  Mar-16*,-57.0,SENGG
54,Tax,12  Mar-16*,431.0,SENGG
55,Profit after tax,12  Mar-16*,803.0,SENGG
56,Gross profit margin,12  Mar-16*,16.2,SENGG
57,Effective tax rate,12  Mar-16*,33.4,SENGG
58,Net profit margin,12  Mar-16*,8.4,SENGG
59,Current assets,12  Mar-16*,5989.0,SENGG
60,Current liabilities,12  Mar-16*,3595.0,SENGG
61,Net working cap to sales,12  Mar-16*,25.1,SENGG
62,Current ratio,12  Mar-16*,1.7,SENGG
63,Inventory Days,12  Mar-16*,64.0,SENGG
64,Debtors Days,12  Mar-16*,80.0,SENGG
65,Net fixed assets,12  Mar-16*,2415.0,SENGG
66,Share capital,12  Mar-16*,140.0,SENGG
67,"""Free"" reserves",12  Mar-16*,4180.0,SENGG
68,Net worth,12  Mar-16*,4320.0,SENGG
69,Long term debt,12  Mar-16*,757.0,SENGG
70,Total assets,12  Mar-16*,8884.0,SENGG
71,Interest coverage,12  Mar-16*,6.2,SENGG
72,Debt to equity ratio,12  Mar-16*,0.2,SENGG
73,Sales to assets ratio,12  Mar-16*,1.1,SENGG
74,Return on assets,12  Mar-16*,11.9,SENGG
75,Return on equity,12  Mar-16*,18.6,SENGG
76,Return on capital,12  Mar-16*,29.2,SENGG
77,Exports to sales,12  Mar-16*,3.4,SENGG
78,Imports to sales,12  Mar-16*,5.2,SENGG
79,Exports (fob),12  Mar-16*,321.0,SENGG
80,Imports (cif),12  Mar-16*,498.0,SENGG
81,Fx inflow,12  Mar-16*,321.0,SENGG
82,Fx outflow,12  Mar-16*,516.0,SENGG
83,Net fx,12  Mar-16*,-195.0,SENGG
84,From Operations,12  Mar-16*,871.0,SENGG
85,From Investments,12  Mar-16*,-2402.0,SENGG
