,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,3264.0,PONA
1,Other income,12  Mar-15*,72.0,PONA
2,Total revenues,12  Mar-15*,3335.0,PONA
3,Gross profit,12  Mar-15*,915.0,PONA
4,Depreciation,12  Mar-15*,231.0,PONA
5,Interest,12  Mar-15*,322.0,PONA
6,Profit before tax,12  Mar-15*,433.0,PONA
7,Minority Interest,12  Mar-15*,0.0,PONA
8,Prior Period Items,12  Mar-15*,0.0,PONA
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,PONA
10,Tax,12  Mar-15*,120.0,PONA
11,Profit after tax,12  Mar-15*,314.0,PONA
12,Gross profit margin,12  Mar-15*,28.0,PONA
13,Effective tax rate,12  Mar-15*,27.6,PONA
14,Net profit margin,12  Mar-15*,9.6,PONA
15,Current assets,12  Mar-15*,1671.0,PONA
16,Current liabilities,12  Mar-15*,1519.0,PONA
17,Net working cap to sales,12  Mar-15*,4.6,PONA
18,Current ratio,12  Mar-15*,1.1,PONA
19,Inventory Days,12  Mar-15*,86.0,PONA
20,Debtors Days,12  Mar-15*,77.0,PONA
21,Net fixed assets,12  Mar-15*,2462.0,PONA
22,Share capital,12  Mar-15*,62.0,PONA
23,"""Free"" reserves",12  Mar-15*,468.0,PONA
24,Net worth,12  Mar-15*,530.0,PONA
25,Long term debt,12  Mar-15*,2008.0,PONA
26,Total assets,12  Mar-15*,4310.0,PONA
27,Interest coverage,12  Mar-15*,2.3,PONA
28,Debt to equity ratio,12  Mar-15*,3.8,PONA
29,Sales to assets ratio,12  Mar-15*,0.8,PONA
30,Return on assets,12  Mar-15*,14.8,PONA
31,Return on equity,12  Mar-15*,59.1,PONA
32,Return on capital,12  Mar-15*,29.8,PONA
33,Exports to sales,12  Mar-15*,42.3,PONA
34,Imports to sales,12  Mar-15*,7.5,PONA
35,Exports (fob),12  Mar-15*,1381.0,PONA
36,Imports (cif),12  Mar-15*,246.0,PONA
37,Fx inflow,12  Mar-15*,1381.0,PONA
38,Fx outflow,12  Mar-15*,294.0,PONA
39,Net fx,12  Mar-15*,1086.0,PONA
