,No. of Mths  Year Ending,variable,value,name
0,Net Sales,6  Mar-15,4592.0,AUAX
1,Other income,6  Mar-15,25.0,AUAX
2,Total revenues,6  Mar-15,4617.0,AUAX
3,Gross profit,6  Mar-15,354.0,AUAX
4,Depreciation,6  Mar-15,173.0,AUAX
5,Interest,6  Mar-15,41.0,AUAX
6,Profit before tax,6  Mar-15,165.0,AUAX
7,Minority Interest,6  Mar-15,0.0,AUAX
8,Prior Period Items,6  Mar-15,0.0,AUAX
9,Extraordinary Inc (Exp),6  Mar-15,0.0,AUAX
10,Tax,6  Mar-15,59.0,AUAX
11,Profit after tax,6  Mar-15,105.0,AUAX
12,Gross profit margin,6  Mar-15,7.7,AUAX
13,Effective tax rate,6  Mar-15,36.0,AUAX
14,Net profit margin,6  Mar-15,2.3,AUAX
15,Current assets,6  Mar-15,3198.0,AUAX
16,Current liabilities,6  Mar-15,2037.0,AUAX
17,Net working cap to sales,6  Mar-15,25.3,AUAX
18,Current ratio,6  Mar-15,1.6,AUAX
19,Inventory Days,6  Mar-15,92.0,AUAX
20,Debtors Days,6  Mar-15,139.0,AUAX
21,Net fixed assets,6  Mar-15,1936.0,AUAX
22,Share capital,6  Mar-15,151.0,AUAX
23,"""Free"" reserves",6  Mar-15,2873.0,AUAX
24,Net worth,6  Mar-15,3024.0,AUAX
25,Long term debt,6  Mar-15,25.0,AUAX
26,Total assets,6  Mar-15,5209.0,AUAX
27,Interest coverage,6  Mar-15,5.0,AUAX
28,Debt to equity ratio,6  Mar-15,0.0,AUAX
29,Sales to assets ratio,6  Mar-15,0.9,AUAX
30,Return on assets,6  Mar-15,2.8,AUAX
31,Return on equity,6  Mar-15,3.5,AUAX
32,Return on capital,6  Mar-15,6.7,AUAX
33,Exports to sales,6  Mar-15,0.0,AUAX
34,Imports to sales,6  Mar-15,4.0,AUAX
35,Exports (fob),6  Mar-15,0.0,AUAX
36,Imports (cif),6  Mar-15,182.0,AUAX
37,Fx inflow,6  Mar-15,0.0,AUAX
38,Fx outflow,6  Mar-15,196.0,AUAX
39,Net fx,6  Mar-15,-196.0,AUAX
40,From Operations,6  Mar-15,917.0,AUAX
41,From Investments,6  Mar-15,-185.0,AUAX
42,From Financial Activity,6  Mar-15,-703.0,AUAX
43,Net Cashflow,6  Mar-15,29.0,AUAX
44,Net Sales,12  Mar-16,10860.0,AUAX
45,Other income,12  Mar-16,16.0,AUAX
46,Total revenues,12  Mar-16,10875.0,AUAX
47,Gross profit,12  Mar-16,947.0,AUAX
48,Depreciation,12  Mar-16,394.0,AUAX
49,Interest,12  Mar-16,54.0,AUAX
50,Profit before tax,12  Mar-16,515.0,AUAX
51,Minority Interest,12  Mar-16,0.0,AUAX
52,Prior Period Items,12  Mar-16,0.0,AUAX
53,Extraordinary Inc (Exp),12  Mar-16,0.0,AUAX
54,Tax,12  Mar-16,168.0,AUAX
55,Profit after tax,12  Mar-16,348.0,AUAX
56,Gross profit margin,12  Mar-16,8.7,AUAX
57,Effective tax rate,12  Mar-16,32.5,AUAX
58,Net profit margin,12  Mar-16,3.2,AUAX
59,Current assets,12  Mar-16,3385.0,AUAX
60,Current liabilities,12  Mar-16,1870.0,AUAX
61,Net working cap to sales,12  Mar-16,14.0,AUAX
62,Current ratio,12  Mar-16,1.8,AUAX
63,Inventory Days,12  Mar-16,37.0,AUAX
64,Debtors Days,12  Mar-16,67.0,AUAX
65,Net fixed assets,12  Mar-16,1773.0,AUAX
66,Share capital,12  Mar-16,151.0,AUAX
67,"""Free"" reserves",12  Mar-16,3121.0,AUAX
68,Net worth,12  Mar-16,3272.0,AUAX
69,Long term debt,12  Mar-16,0.0,AUAX
70,Total assets,12  Mar-16,5243.0,AUAX
71,Interest coverage,12  Mar-16,10.6,AUAX
72,Debt to equity ratio,12  Mar-16,0.0,AUAX
73,Sales to assets ratio,12  Mar-16,2.1,AUAX
74,Return on assets,12  Mar-16,7.7,AUAX
75,Return on equity,12  Mar-16,10.6,AUAX
76,Return on capital,12  Mar-16,17.4,AUAX
77,Exports to sales,12  Mar-16,0.0,AUAX
78,Imports to sales,12  Mar-16,2.1,AUAX
79,Exports (fob),12  Mar-16,0.0,AUAX
80,Imports (cif),12  Mar-16,226.0,AUAX
81,Fx inflow,12  Mar-16,0.0,AUAX
82,Fx outflow,12  Mar-16,232.0,AUAX
83,Net fx,12  Mar-16,-232.0,AUAX
84,From Operations,12  Mar-16,569.0,AUAX
85,From Investments,12  Mar-16,-253.0,AUAX
86,From Financial Activity,12  Mar-16,-349.0,AUAX
87,Net Cashflow,12  Mar-16,-33.0,AUAX
88,Net Sales,12  Mar-17,11723.0,AUAX
89,Other income,12  Mar-17,20.0,AUAX
90,Total revenues,12  Mar-17,11743.0,AUAX
91,Gross profit,12  Mar-17,1136.0,AUAX
92,Depreciation,12  Mar-17,394.0,AUAX
93,Interest,12  Mar-17,12.0,AUAX
94,Profit before tax,12  Mar-17,750.0,AUAX
95,Minority Interest,12  Mar-17,0.0,AUAX
96,Prior Period Items,12  Mar-17,0.0,AUAX
97,Extraordinary Inc (Exp),12  Mar-17,0.0,AUAX
98,Tax,12  Mar-17,256.0,AUAX
99,Profit after tax,12  Mar-17,494.0,AUAX
100,Gross profit margin,12  Mar-17,9.7,AUAX
101,Effective tax rate,12  Mar-17,34.1,AUAX
102,Net profit margin,12  Mar-17,4.2,AUAX
103,Current assets,12  Mar-17,3954.0,AUAX
104,Current liabilities,12  Mar-17,1818.0,AUAX
105,Net working cap to sales,12  Mar-17,18.2,AUAX
106,Current ratio,12  Mar-17,2.2,AUAX
107,Inventory Days,12  Mar-17,31.0,AUAX
108,Debtors Days,12  Mar-17,72.0,AUAX
109,Net fixed assets,12  Mar-17,1626.0,AUAX
110,Share capital,12  Mar-17,151.0,AUAX
111,"""Free"" reserves",12  Mar-17,3615.0,AUAX
112,Net worth,12  Mar-17,3766.0,AUAX
113,Long term debt,12  Mar-17,0.0,AUAX
114,Total assets,12  Mar-17,5636.0,AUAX
115,Interest coverage,12  Mar-17,62.0,AUAX
116,Debt to equity ratio,12  Mar-17,0.0,AUAX
117,Sales to assets ratio,12  Mar-17,2.1,AUAX
118,Return on assets,12  Mar-17,9.0,AUAX
119,Return on equity,12  Mar-17,13.1,AUAX
120,Return on capital,12  Mar-17,20.2,AUAX
121,Exports to sales,12  Mar-17,0.0,AUAX
122,Imports to sales,12  Mar-17,0.0,AUAX
123,Exports (fob),12  Mar-17,0.0,AUAX
124,Imports (cif),12  Mar-17,0.0,AUAX
125,Fx inflow,12  Mar-17,0.0,AUAX
126,Fx outflow,12  Mar-17,337.0,AUAX
127,Net fx,12  Mar-17,-337.0,AUAX
128,From Operations,12  Mar-17,971.0,AUAX
129,From Investments,12  Mar-17,-225.0,AUAX
130,From Financial Activity,12  Mar-17,-398.0,AUAX
131,Net Cashflow,12  Mar-17,348.0,AUAX
132,Net Sales,12  Mar-18,15194.0,AUAX
133,Other income,12  Mar-18,45.0,AUAX
134,Total revenues,12  Mar-18,15239.0,AUAX
135,Gross profit,12  Mar-18,1671.0,AUAX
136,Depreciation,12  Mar-18,432.0,AUAX
137,Interest,12  Mar-18,6.0,AUAX
138,Profit before tax,12  Mar-18,1278.0,AUAX
139,Minority Interest,12  Mar-18,0.0,AUAX
140,Prior Period Items,12  Mar-18,0.0,AUAX
141,Extraordinary Inc (Exp),12  Mar-18,0.0,AUAX
142,Tax,12  Mar-18,439.0,AUAX
143,Profit after tax,12  Mar-18,839.0,AUAX
144,Gross profit margin,12  Mar-18,11.0,AUAX
145,Effective tax rate,12  Mar-18,34.3,AUAX
146,Net profit margin,12  Mar-18,5.5,AUAX
147,Current assets,12  Mar-18,5731.0,AUAX
148,Current liabilities,12  Mar-18,2846.0,AUAX
149,Net working cap to sales,12  Mar-18,19.0,AUAX
150,Current ratio,12  Mar-18,2.0,AUAX
151,Inventory Days,12  Mar-18,33.0,AUAX
152,Debtors Days,12  Mar-18,80.0,AUAX
153,Net fixed assets,12  Mar-18,1343.0,AUAX
154,Share capital,12  Mar-18,151.0,AUAX
155,"""Free"" reserves",12  Mar-18,4292.0,AUAX
156,Net worth,12  Mar-18,4443.0,AUAX
157,Long term debt,12  Mar-18,0.0,AUAX
158,Total assets,12  Mar-18,7342.0,AUAX
159,Interest coverage,12  Mar-18,233.4,AUAX
160,Debt to equity ratio,12  Mar-18,0.0,AUAX
161,Sales to assets ratio,12  Mar-18,2.1,AUAX
162,Return on assets,12  Mar-18,11.5,AUAX
163,Return on equity,12  Mar-18,18.9,AUAX
164,Return on capital,12  Mar-18,28.9,AUAX
165,Exports to sales,12  Mar-18,0.0,AUAX
166,Imports to sales,12  Mar-18,0.0,AUAX
167,Exports (fob),12  Mar-18,0.0,AUAX
168,Imports (cif),12  Mar-18,0.0,AUAX
169,Fx inflow,12  Mar-18,0.0,AUAX
170,Fx outflow,12  Mar-18,53.0,AUAX
171,Net fx,12  Mar-18,-53.0,AUAX
172,From Operations,12  Mar-18,512.0,AUAX
173,From Investments,12  Mar-18,-272.0,AUAX
174,From Financial Activity,12  Mar-18,-146.0,AUAX
175,Net Cashflow,12  Mar-18,94.0,AUAX
176,Net Sales,12  Mar-19,19390.0,AUAX
177,Other income,12  Mar-19,30.0,AUAX
178,Total revenues,12  Mar-19,19420.0,AUAX
179,Gross profit,12  Mar-19,2291.0,AUAX
180,Depreciation,12  Mar-19,462.0,AUAX
181,Interest,12  Mar-19,6.0,AUAX
182,Profit before tax,12  Mar-19,1853.0,AUAX
183,Minority Interest,12  Mar-19,0.0,AUAX
184,Prior Period Items,12  Mar-19,0.0,AUAX
185,Extraordinary Inc (Exp),12  Mar-19,0.0,AUAX
186,Tax,12  Mar-19,638.0,AUAX
187,Profit after tax,12  Mar-19,1216.0,AUAX
188,Gross profit margin,12  Mar-19,11.8,AUAX
189,Effective tax rate,12  Mar-19,34.4,AUAX
190,Net profit margin,12  Mar-19,6.3,AUAX
