,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,13272.0,DENT
1,Other income,12  Mar-15,21.0,DENT
2,Total revenues,12  Mar-15,13292.0,DENT
3,Gross profit,12  Mar-15,1397.0,DENT
4,Depreciation,12  Mar-15,360.0,DENT
5,Interest,12  Mar-15,380.0,DENT
6,Profit before tax,12  Mar-15,677.0,DENT
7,Minority Interest,12  Mar-15,0.0,DENT
8,Prior Period Items,12  Mar-15,0.0,DENT
9,Extraordinary Inc (Exp),12  Mar-15,0.0,DENT
10,Tax,12  Mar-15,143.0,DENT
11,Profit after tax,12  Mar-15,534.0,DENT
12,Gross profit margin,12  Mar-15,10.5,DENT
13,Effective tax rate,12  Mar-15,21.1,DENT
14,Net profit margin,12  Mar-15,4.0,DENT
15,Current assets,12  Mar-15,4784.0,DENT
16,Current liabilities,12  Mar-15,4839.0,DENT
17,Net working cap to sales,12  Mar-15,-0.4,DENT
18,Current ratio,12  Mar-15,1.0,DENT
19,Inventory Days,12  Mar-15,29.0,DENT
20,Debtors Days,12  Mar-15,86.0,DENT
21,Net fixed assets,12  Mar-15,5867.0,DENT
22,Share capital,12  Mar-15,209.0,DENT
23,"""Free"" reserves",12  Mar-15,3259.0,DENT
24,Net worth,12  Mar-15,3468.0,DENT
25,Long term debt,12  Mar-15,2386.0,DENT
26,Total assets,12  Mar-15,11236.0,DENT
27,Interest coverage,12  Mar-15,2.8,DENT
28,Debt to equity ratio,12  Mar-15,0.7,DENT
29,Sales to assets ratio,12  Mar-15,1.2,DENT
30,Return on assets,12  Mar-15,8.1,DENT
31,Return on equity,12  Mar-15,15.4,DENT
32,Return on capital,12  Mar-15,18.1,DENT
33,Exports to sales,12  Mar-15,38.7,DENT
34,Imports to sales,12  Mar-15,19.8,DENT
35,Exports (fob),12  Mar-15,5138.0,DENT
36,Imports (cif),12  Mar-15,2621.0,DENT
37,Fx inflow,12  Mar-15,5138.0,DENT
38,Fx outflow,12  Mar-15,2845.0,DENT
39,Net fx,12  Mar-15,2292.0,DENT
40,From Operations,12  Mar-15,1052.0,DENT
41,From Investments,12  Mar-15,-866.0,DENT
42,From Financial Activity,12  Mar-15,-223.0,DENT
43,Net Cashflow,12  Mar-15,-37.0,DENT
44,Net Sales,12  Mar-16*,13357.0,DENT
45,Other income,12  Mar-16*,15.0,DENT
46,Total revenues,12  Mar-16*,13373.0,DENT
47,Gross profit,12  Mar-16*,1683.0,DENT
48,Depreciation,12  Mar-16*,395.0,DENT
49,Interest,12  Mar-16*,391.0,DENT
50,Profit before tax,12  Mar-16*,913.0,DENT
51,Minority Interest,12  Mar-16*,0.0,DENT
52,Prior Period Items,12  Mar-16*,0.0,DENT
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,DENT
54,Tax,12  Mar-16*,262.0,DENT
55,Profit after tax,12  Mar-16*,652.0,DENT
56,Gross profit margin,12  Mar-16*,12.6,DENT
57,Effective tax rate,12  Mar-16*,28.7,DENT
58,Net profit margin,12  Mar-16*,4.9,DENT
59,Current assets,12  Mar-16*,5948.0,DENT
60,Current liabilities,12  Mar-16*,5971.0,DENT
61,Net working cap to sales,12  Mar-16*,-0.2,DENT
62,Current ratio,12  Mar-16*,1.0,DENT
63,Inventory Days,12  Mar-16*,37.0,DENT
64,Debtors Days,12  Mar-16*,85.0,DENT
65,Net fixed assets,12  Mar-16*,6074.0,DENT
66,Share capital,12  Mar-16*,233.0,DENT
67,"""Free"" reserves",12  Mar-16*,4681.0,DENT
68,Net worth,12  Mar-16*,4913.0,DENT
69,Long term debt,12  Mar-16*,1586.0,DENT
70,Total assets,12  Mar-16*,12856.0,DENT
71,Interest coverage,12  Mar-16*,3.3,DENT
72,Debt to equity ratio,12  Mar-16*,0.3,DENT
73,Sales to assets ratio,12  Mar-16*,1.0,DENT
74,Return on assets,12  Mar-16*,8.1,DENT
75,Return on equity,12  Mar-16*,13.3,DENT
