,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,74550.0,RCAP
1,Other income,12  Mar-14*,890.0,RCAP
2,Total revenues,12  Mar-14*,75440.0,RCAP
3,Gross profit,12  Mar-14*,33200.0,RCAP
4,Depreciation,12  Mar-14*,610.0,RCAP
5,Interest,12  Mar-14*,25010.0,RCAP
6,Profit before tax,12  Mar-14*,8470.0,RCAP
7,Minority Interest,12  Mar-14*,-970.0,RCAP
8,Prior Period Items,12  Mar-14*,1630.0,RCAP
9,Extraordinary Inc (Exp),12  Mar-14*,-20.0,RCAP
10,Tax,12  Mar-14*,1640.0,RCAP
11,Profit after tax,12  Mar-14*,7470.0,RCAP
12,Gross profit margin,12  Mar-14*,44.5,RCAP
13,Effective tax rate,12  Mar-14*,19.4,RCAP
14,Net profit margin,12  Mar-14*,10.0,RCAP
15,Current assets,12  Mar-14*,133610.0,RCAP
16,Current liabilities,12  Mar-14*,182750.0,RCAP
17,Net working cap to sales,12  Mar-14*,-65.9,RCAP
18,Current ratio,12  Mar-14*,0.7,RCAP
19,Inventory Days,12  Mar-14*,8.0,RCAP
20,Debtors Days,12  Mar-14*,46.0,RCAP
21,Net fixed assets,12  Mar-14*,4830.0,RCAP
22,Share capital,12  Mar-14*,2440.0,RCAP
23,"""Free"" reserves",12  Mar-14*,106670.0,RCAP
24,Net worth,12  Mar-14*,123910.0,RCAP
25,Long term debt,12  Mar-14*,141780.0,RCAP
26,Total assets,12  Mar-14*,455280.0,RCAP
27,Interest coverage,12  Mar-14*,1.3,RCAP
28,Debt to equity ratio,12  Mar-14*,1.1,RCAP
29,Sales to assets ratio,12  Mar-14*,0.2,RCAP
30,Return on assets,12  Mar-14*,7.1,RCAP
31,Return on equity,12  Mar-14*,6.0,RCAP
32,Return on capital,12  Mar-14*,12.8,RCAP
33,Exports to sales,12  Mar-14*,0.0,RCAP
34,Imports to sales,12  Mar-14*,0.0,RCAP
35,Exports (fob),12  Mar-14*,0.0,RCAP
36,Imports (cif),12  Mar-14*,0.0,RCAP
37,Fx inflow,12  Mar-14*,0.0,RCAP
38,Fx outflow,12  Mar-14*,20.0,RCAP
39,Net fx,12  Mar-14*,-20.0,RCAP
40,From Operations,12  Mar-14*,14710.0,RCAP
41,From Investments,12  Mar-14*,-2140.0,RCAP
42,From Financial Activity,12  Mar-14*,-2760.0,RCAP
43,Net Cashflow,12  Mar-14*,9810.0,RCAP
44,Net Sales,12  Mar-15*,87870.0,RCAP
45,Other income,12  Mar-15*,740.0,RCAP
46,Total revenues,12  Mar-15*,88610.0,RCAP
47,Gross profit,12  Mar-15*,38670.0,RCAP
48,Depreciation,12  Mar-15*,680.0,RCAP
49,Interest,12  Mar-15*,26420.0,RCAP
50,Profit before tax,12  Mar-15*,12310.0,RCAP
51,Minority Interest,12  Mar-15*,-1300.0,RCAP
52,Prior Period Items,12  Mar-15*,790.0,RCAP
53,Extraordinary Inc (Exp),12  Mar-15*,450.0,RCAP
54,Tax,12  Mar-15*,2240.0,RCAP
55,Profit after tax,12  Mar-15*,10010.0,RCAP
56,Gross profit margin,12  Mar-15*,44.0,RCAP
57,Effective tax rate,12  Mar-15*,18.2,RCAP
58,Net profit margin,12  Mar-15*,11.4,RCAP
59,Current assets,12  Mar-15*,154030.0,RCAP
60,Current liabilities,12  Mar-15*,165550.0,RCAP
61,Net working cap to sales,12  Mar-15*,-13.1,RCAP
62,Current ratio,12  Mar-15*,0.9,RCAP
63,Inventory Days,12  Mar-15*,5.0,RCAP
64,Debtors Days,12  Mar-15*,15.0,RCAP
65,Net fixed assets,12  Mar-15*,5320.0,RCAP
66,Share capital,12  Mar-15*,2530.0,RCAP
67,"""Free"" reserves",12  Mar-15*,114310.0,RCAP
68,Net worth,12  Mar-15*,133240.0,RCAP
69,Long term debt,12  Mar-15*,166970.0,RCAP
70,Total assets,12  Mar-15*,474400.0,RCAP
71,Interest coverage,12  Mar-15*,1.5,RCAP
72,Debt to equity ratio,12  Mar-15*,1.3,RCAP
73,Sales to assets ratio,12  Mar-15*,0.2,RCAP
74,Return on assets,12  Mar-15*,7.7,RCAP
75,Return on equity,12  Mar-15*,7.5,RCAP
76,Return on capital,12  Mar-15*,12.9,RCAP
77,Exports to sales,12  Mar-15*,0.0,RCAP
78,Imports to sales,12  Mar-15*,0.0,RCAP
79,Exports (fob),12  Mar-15*,0.0,RCAP
80,Imports (cif),12  Mar-15*,0.0,RCAP
81,Fx inflow,12  Mar-15*,0.0,RCAP
82,Fx outflow,12  Mar-15*,20.0,RCAP
83,Net fx,12  Mar-15*,-20.0,RCAP
84,From Operations,12  Mar-15*,-29780.0,RCAP
85,From Investments,12  Mar-15*,21440.0,RCAP
86,From Financial Activity,12  Mar-15*,-350.0,RCAP
87,Net Cashflow,12  Mar-15*,-8690.0,RCAP
88,Net Sales,12  Mar-16*,99410.0,RCAP
89,Other income,12  Mar-16*,570.0,RCAP
90,Total revenues,12  Mar-16*,99980.0,RCAP
91,Gross profit,12  Mar-16*,45660.0,RCAP
92,Depreciation,12  Mar-16*,700.0,RCAP
93,Interest,12  Mar-16*,28210.0,RCAP
94,Profit before tax,12  Mar-16*,17320.0,RCAP
95,Minority Interest,12  Mar-16*,0.0,RCAP
96,Prior Period Items,12  Mar-16*,0.0,RCAP
97,Extraordinary Inc (Exp),12  Mar-16*,0.0,RCAP
98,Tax,12  Mar-16*,3790.0,RCAP
99,Profit after tax,12  Mar-16*,13530.0,RCAP
100,Gross profit margin,12  Mar-16*,45.9,RCAP
101,Effective tax rate,12  Mar-16*,21.9,RCAP
102,Net profit margin,12  Mar-16*,13.6,RCAP
