,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,59672.0,NYVL
1,Other income,12  Mar-14*,10248.0,NYVL
2,Total revenues,12  Mar-14*,69920.0,NYVL
3,Gross profit,12  Mar-14*,19562.0,NYVL
4,Depreciation,12  Mar-14*,5173.0,NYVL
5,Interest,12  Mar-14*,1816.0,NYVL
6,Profit before tax,12  Mar-14*,22821.0,NYVL
7,Minority Interest,12  Mar-14*,0.0,NYVL
8,Prior Period Items,12  Mar-14*,0.0,NYVL
9,Extraordinary Inc (Exp),12  Mar-14*,-730.0,NYVL
10,Tax,12  Mar-14*,7073.0,NYVL
11,Profit after tax,12  Mar-14*,15019.0,NYVL
12,Gross profit margin,12  Mar-14*,32.8,NYVL
13,Effective tax rate,12  Mar-14*,31.0,NYVL
14,Net profit margin,12  Mar-14*,25.2,NYVL
15,Current assets,12  Mar-14*,81825.0,NYVL
16,Current liabilities,12  Mar-14*,30687.0,NYVL
17,Net working cap to sales,12  Mar-14*,85.7,NYVL
18,Current ratio,12  Mar-14*,2.7,NYVL
19,Inventory Days,12  Mar-14*,42.0,NYVL
20,Debtors Days,12  Mar-14*,135.0,NYVL
21,Net fixed assets,12  Mar-14*,159194.0,NYVL
22,Share capital,12  Mar-14*,16777.0,NYVL
23,"""Free"" reserves",12  Mar-14*,117981.0,NYVL
24,Net worth,12  Mar-14*,139025.0,NYVL
25,Long term debt,12  Mar-14*,62105.0,NYVL
26,Total assets,12  Mar-14*,247101.0,NYVL
27,Interest coverage,12  Mar-14*,13.6,NYVL
28,Debt to equity ratio,12  Mar-14*,0.4,NYVL
29,Sales to assets ratio,12  Mar-14*,0.2,NYVL
30,Return on assets,12  Mar-14*,6.8,NYVL
31,Return on equity,12  Mar-14*,10.8,NYVL
32,Return on capital,12  Mar-14*,11.9,NYVL
33,Exports to sales,12  Mar-14*,0.0,NYVL
34,Imports to sales,12  Mar-14*,0.4,NYVL
35,Exports (fob),12  Mar-14*,0.0,NYVL
36,Imports (cif),12  Mar-14*,215.0,NYVL
37,Fx inflow,12  Mar-14*,0.0,NYVL
38,Fx outflow,12  Mar-14*,265.0,NYVL
39,Net fx,12  Mar-14*,-265.0,NYVL
40,From Operations,12  Mar-14*,37370.0,NYVL
41,From Investments,12  Mar-14*,-13928.0,NYVL
42,From Financial Activity,12  Mar-14*,-9464.0,NYVL
43,Net Cashflow,12  Mar-14*,13977.0,NYVL
44,Net Sales,12  Mar-15*,60877.0,NYVL
45,Other income,12  Mar-15*,7093.0,NYVL
46,Total revenues,12  Mar-15*,67970.0,NYVL
47,Gross profit,12  Mar-15*,19183.0,NYVL
48,Depreciation,12  Mar-15*,4406.0,NYVL
49,Interest,12  Mar-15*,1496.0,NYVL
50,Profit before tax,12  Mar-15*,20374.0,NYVL
51,Minority Interest,12  Mar-15*,0.0,NYVL
52,Prior Period Items,12  Mar-15*,0.0,NYVL
53,Extraordinary Inc (Exp),12  Mar-15*,3456.0,NYVL
54,Tax,12  Mar-15*,8035.0,NYVL
55,Profit after tax,12  Mar-15*,15794.0,NYVL
