,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,106458.0,BHSN
1,Other income,12  Mar-15*,118.0,BHSN
2,Total revenues,12  Mar-15*,106576.0,BHSN
3,Gross profit,12  Mar-15*,21624.0,BHSN
4,Depreciation,12  Mar-15*,9384.0,BHSN
5,Interest,12  Mar-15*,24940.0,BHSN
6,Profit before tax,12  Mar-15*,-12582.0,BHSN
7,Minority Interest,12  Mar-15*,3.0,BHSN
8,Prior Period Items,12  Mar-15*,0.0,BHSN
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,BHSN
10,Tax,12  Mar-15*,-11.0,BHSN
11,Profit after tax,12  Mar-15*,-12568.0,BHSN
12,Gross profit margin,12  Mar-15*,20.3,BHSN
13,Effective tax rate,12  Mar-15*,0.1,BHSN
14,Net profit margin,12  Mar-15*,-11.8,BHSN
15,Current assets,12  Mar-15*,116690.0,BHSN
16,Current liabilities,12  Mar-15*,120911.0,BHSN
17,Net working cap to sales,12  Mar-15*,-4.0,BHSN
18,Current ratio,12  Mar-15*,1.0,BHSN
19,Inventory Days,12  Mar-15*,251.0,BHSN
20,Debtors Days,12  Mar-15*,82.0,BHSN
21,Net fixed assets,12  Mar-15*,393511.0,BHSN
22,Share capital,12  Mar-15*,1755.0,BHSN
23,"""Free"" reserves",12  Mar-15*,70108.0,BHSN
24,Net worth,12  Mar-15*,78861.0,BHSN
25,Long term debt,12  Mar-15*,309277.0,BHSN
26,Total assets,12  Mar-15*,529518.0,BHSN
27,Interest coverage,12  Mar-15*,0.5,BHSN
28,Debt to equity ratio,12  Mar-15*,3.9,BHSN
29,Sales to assets ratio,12  Mar-15*,0.2,BHSN
30,Return on assets,12  Mar-15*,2.3,BHSN
31,Return on equity,12  Mar-15*,-15.9,BHSN
32,Return on capital,12  Mar-15*,3.2,BHSN
33,Exports to sales,12  Mar-15*,14.4,BHSN
34,Imports to sales,12  Mar-15*,35.3,BHSN
35,Exports (fob),12  Mar-15*,15364.0,BHSN
36,Imports (cif),12  Mar-15*,37575.0,BHSN
37,Fx inflow,12  Mar-15*,15364.0,BHSN
38,Fx outflow,12  Mar-15*,41469.0,BHSN
39,Net fx,12  Mar-15*,-26105.0,BHSN
40,From Operations,12  Mar-15*,21720.0,BHSN
41,From Investments,12  Mar-15*,-14022.0,BHSN
42,From Financial Activity,12  Mar-15*,-7665.0,BHSN
43,Net Cashflow,12  Mar-15*,33.0,BHSN
44,Net Sales,12  Mar-16*,118026.0,BHSN
45,Other income,12  Mar-16*,227.0,BHSN
46,Total revenues,12  Mar-16*,118253.0,BHSN
47,Gross profit,12  Mar-16*,20859.0,BHSN
48,Depreciation,12  Mar-16*,10998.0,BHSN
49,Interest,12  Mar-16*,45823.0,BHSN
50,Profit before tax,12  Mar-16*,-35735.0,BHSN
51,Minority Interest,12  Mar-16*,-1.0,BHSN
52,Prior Period Items,12  Mar-16*,-724.0,BHSN
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,BHSN
54,Tax,12  Mar-16*,-7345.0,BHSN
