,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Dec-14*,12534.0,CRISIL
1,Other income,12  Dec-14*,237.0,CRISIL
2,Total revenues,12  Dec-14*,12771.0,CRISIL
3,Gross profit,12  Dec-14*,3885.0,CRISIL
4,Depreciation,12  Dec-14*,361.0,CRISIL
5,Interest,12  Dec-14*,0.0,CRISIL
6,Profit before tax,12  Dec-14*,3761.0,CRISIL
7,Minority Interest,12  Dec-14*,0.0,CRISIL
8,Prior Period Items,12  Dec-14*,0.0,CRISIL
9,Extraordinary Inc (Exp),12  Dec-14*,0.0,CRISIL
10,Tax,12  Dec-14*,1076.0,CRISIL
11,Profit after tax,12  Dec-14*,2684.0,CRISIL
12,Gross profit margin,12  Dec-14*,31.0,CRISIL
13,Effective tax rate,12  Dec-14*,28.6,CRISIL
14,Net profit margin,12  Dec-14*,21.4,CRISIL
15,Current assets,12  Dec-14*,7466,CRISIL
16,Current liabilities,12  Dec-14*,3812,CRISIL
17,Net working cap to sales,12  Dec-14*,29.2,CRISIL
18,Current ratio,12  Dec-14*,2.0,CRISIL
19,Inventory Days,12  Dec-14*,0,CRISIL
20,Debtors Days,12  Dec-14*,41,CRISIL
21,Net fixed assets,12  Dec-14*,4319,CRISIL
22,Share capital,12  Dec-14*,71,CRISIL
23,"""Free"" reserves",12  Dec-14*,8103,CRISIL
24,Net worth,12  Dec-14*,8484,CRISIL
25,Long term debt,12  Dec-14*,0,CRISIL
26,Total assets,12  Dec-14*,12646,CRISIL
27,Interest coverage,12  Dec-14*,NM,CRISIL
28,Debt to equity ratio,12  Dec-14*,0,CRISIL
29,Sales to assets ratio,12  Dec-14*,1.0,CRISIL
30,Return on assets,12  Dec-14*,21.2,CRISIL
31,Return on equity,12  Dec-14*,31.6,CRISIL
32,Return on capital,12  Dec-14*,44.3,CRISIL
33,Exports to sales,12  Dec-14*,0,CRISIL
34,Imports to sales,12  Dec-14*,0,CRISIL
35,Exports (fob),12  Dec-14*,0,CRISIL
36,Imports (cif),12  Dec-14*,0,CRISIL
37,Fx inflow,12  Dec-14*,5092,CRISIL
38,Fx outflow,12  Dec-14*,1745,CRISIL
39,Net fx,12  Dec-14*,3347,CRISIL
40,From Operations,12  Dec-14*,2647,CRISIL
41,From Investments,12  Dec-14*,-1852,CRISIL
42,From Financial Activity,12  Dec-14*,-1116,CRISIL
43,Net Cashflow,12  Dec-14*,-321,CRISIL
44,Net Sales,12  Dec-15*,13799.0,CRISIL
45,Other income,12  Dec-15*,432.0,CRISIL
46,Total revenues,12  Dec-15*,14232.0,CRISIL
47,Gross profit,12  Dec-15*,3996.0,CRISIL
48,Depreciation,12  Dec-15*,371.0,CRISIL
49,Interest,12  Dec-15*,0.0,CRISIL
50,Profit before tax,12  Dec-15*,4057.0,CRISIL
51,Minority Interest,12  Dec-15*,0.0,CRISIL
52,Prior Period Items,12  Dec-15*,0.0,CRISIL
53,Extraordinary Inc (Exp),12  Dec-15*,0.0,CRISIL
54,Tax,12  Dec-15*,1206.0,CRISIL
55,Profit after tax,12  Dec-15*,2852.0,CRISIL
56,Gross profit margin,12  Dec-15*,29.0,CRISIL
57,Effective tax rate,12  Dec-15*,29.7,CRISIL
58,Net profit margin,12  Dec-15*,20.7,CRISIL
59,Current assets,12  Dec-15*,8279,CRISIL
60,Current liabilities,12  Dec-15*,4427,CRISIL
