,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,3029.0,INET
1,Other income,12  Mar-15*,140.0,INET
2,Total revenues,12  Mar-15*,3169.0,INET
3,Gross profit,12  Mar-15*,1339.0,INET
4,Depreciation,12  Mar-15*,20.0,INET
5,Interest,12  Mar-15*,176.0,INET
6,Profit before tax,12  Mar-15*,1284.0,INET
7,Minority Interest,12  Mar-15*,-132.0,INET
8,Prior Period Items,12  Mar-15*,0.0,INET
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,INET
10,Tax,12  Mar-15*,470.0,INET
11,Profit after tax,12  Mar-15*,682.0,INET
12,Gross profit margin,12  Mar-15*,44.2,INET
13,Effective tax rate,12  Mar-15*,36.6,INET
14,Net profit margin,12  Mar-15*,22.5,INET
15,Current assets,12  Mar-15*,12399.0,INET
16,Current liabilities,12  Mar-15*,26697.0,INET
17,Net working cap to sales,12  Mar-15*,-472.1,INET
18,Current ratio,12  Mar-15*,0.5,INET
19,Inventory Days,12  Mar-15*,3497.0,INET
20,Debtors Days,12  Mar-15*,251.0,INET
21,Net fixed assets,12  Mar-15*,760.0,INET
22,Share capital,12  Mar-15*,120.0,INET
23,"""Free"" reserves",12  Mar-15*,15544.0,INET
24,Net worth,12  Mar-15*,15664.0,INET
25,Long term debt,12  Mar-15*,1.0,INET
26,Total assets,12  Mar-15*,43748.0,INET
27,Interest coverage,12  Mar-15*,8.3,INET
28,Debt to equity ratio,12  Mar-15*,0.0,INET
29,Sales to assets ratio,12  Mar-15*,0.1,INET
30,Return on assets,12  Mar-15*,2.0,INET
31,Return on equity,12  Mar-15*,4.4,INET
32,Return on capital,12  Mar-15*,8.5,INET
33,Exports to sales,12  Mar-15*,0.0,INET
34,Imports to sales,12  Mar-15*,0.7,INET
35,Exports (fob),12  Mar-15*,0.0,INET
36,Imports (cif),12  Mar-15*,21.0,INET
37,Fx inflow,12  Mar-15*,91.0,INET
38,Fx outflow,12  Mar-15*,23.0,INET
39,Net fx,12  Mar-15*,67.0,INET
40,From Operations,12  Mar-15*,-853.0,INET
41,From Investments,12  Mar-15*,-1579.0,INET
42,From Financial Activity,12  Mar-15*,3346.0,INET
43,Net Cashflow,12  Mar-15*,913.0,INET
44,Net Sales,12  Mar-16*,2434.0,INET
45,Other income,12  Mar-16*,179.0,INET
46,Total revenues,12  Mar-16*,2613.0,INET
47,Gross profit,12  Mar-16*,239.0,INET
48,Depreciation,12  Mar-16*,22.0,INET
49,Interest,12  Mar-16*,169.0,INET
50,Profit before tax,12  Mar-16*,227.0,INET
51,Minority Interest,12  Mar-16*,-17.0,INET
52,Prior Period Items,12  Mar-16*,0.0,INET
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,INET
54,Tax,12  Mar-16*,-63.0,INET
55,Profit after tax,12  Mar-16*,273.0,INET
56,Gross profit margin,12  Mar-16*,9.8,INET
57,Effective tax rate,12  Mar-16*,-27.8,INET
58,Net profit margin,12  Mar-16*,11.2,INET
59,Current assets,12  Mar-16*,6683.0,INET
60,Current liabilities,12  Mar-16*,24775.0,INET
61,Net working cap to sales,12  Mar-16*,-743.4,INET
62,Current ratio,12  Mar-16*,0.3,INET
63,Inventory Days,12  Mar-16*,4694.0,INET
64,Debtors Days,12  Mar-16*,238.0,INET
65,Net fixed assets,12  Mar-16*,740.0,INET
66,Share capital,12  Mar-16*,120.0,INET
67,"""Free"" reserves",12  Mar-16*,15865.0,INET
68,Net worth,12  Mar-16*,15985.0,INET
