,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,2180.0,TINV
1,Other income,12  Mar-14*,24.0,TINV
2,Total revenues,12  Mar-14*,2203.0,TINV
3,Gross profit,12  Mar-14*,2021.0,TINV
4,Depreciation,12  Mar-14*,1.0,TINV
5,Interest,12  Mar-14*,0.0,TINV
6,Profit before tax,12  Mar-14*,2044.0,TINV
7,Minority Interest,12  Mar-14*,-1.0,TINV
8,Prior Period Items,12  Mar-14*,112.0,TINV
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,TINV
10,Tax,12  Mar-14*,292.0,TINV
11,Profit after tax,12  Mar-14*,1863.0,TINV
12,Gross profit margin,12  Mar-14*,92.7,TINV
13,Effective tax rate,12  Mar-14*,14.3,TINV
14,Net profit margin,12  Mar-14*,85.5,TINV
15,Current assets,12  Mar-14*,2676,TINV
16,Current liabilities,12  Mar-14*,1188,TINV
17,Net working cap to sales,12  Mar-14*,68.3,TINV
18,Current ratio,12  Mar-14*,2.3,TINV
19,Inventory Days,12  Mar-14*,0,TINV
20,Debtors Days,12  Mar-14*,3,TINV
21,Net fixed assets,12  Mar-14*,136,TINV
22,Share capital,12  Mar-14*,551,TINV
23,"""Free"" reserves",12  Mar-14*,16373,TINV
24,Net worth,12  Mar-14*,21506,TINV
25,Long term debt,12  Mar-14*,0,TINV
26,Total assets,12  Mar-14*,22736,TINV
27,Interest coverage,12  Mar-14*,NM,TINV
28,Debt to equity ratio,12  Mar-14*,0,TINV
29,Sales to assets ratio,12  Mar-14*,0.1,TINV
30,Return on assets,12  Mar-14*,8.2,TINV
31,Return on equity,12  Mar-14*,8.7,TINV
32,Return on capital,12  Mar-14*,10.0,TINV
33,Exports to sales,12  Mar-14*,0,TINV
34,Imports to sales,12  Mar-14*,0,TINV
35,Exports (fob),12  Mar-14*,0,TINV
36,Imports (cif),12  Mar-14*,0,TINV
37,Fx inflow,12  Mar-14*,0,TINV
38,Fx outflow,12  Mar-14*,0,TINV
39,Net fx,12  Mar-14*,0,TINV
40,From Operations,12  Mar-14*,840,TINV
41,From Investments,12  Mar-14*,-451,TINV
42,From Financial Activity,12  Mar-14*,-1032,TINV
43,Net Cashflow,12  Mar-14*,-643,TINV
44,Net Sales,12  Mar-15*,2291.0,TINV
45,Other income,12  Mar-15*,2.0,TINV
46,Total revenues,12  Mar-15*,2292.0,TINV
47,Gross profit,12  Mar-15*,2125.0,TINV
48,Depreciation,12  Mar-15*,0.0,TINV
