,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,3082.0,SHVM
1,Other income,12  Mar-15,74.0,SHVM
2,Total revenues,12  Mar-15,3156.0,SHVM
3,Gross profit,12  Mar-15,1785.0,SHVM
4,Depreciation,12  Mar-15,1200.0,SHVM
5,Interest,12  Mar-15,427.0,SHVM
6,Profit before tax,12  Mar-15,232.0,SHVM
7,Minority Interest,12  Mar-15,0.0,SHVM
8,Prior Period Items,12  Mar-15,0.0,SHVM
9,Extraordinary Inc (Exp),12  Mar-15,0.0,SHVM
10,Tax,12  Mar-15,151.0,SHVM
11,Profit after tax,12  Mar-15,81.0,SHVM
12,Gross profit margin,12  Mar-15,57.9,SHVM
13,Effective tax rate,12  Mar-15,65.3,SHVM
14,Net profit margin,12  Mar-15,2.6,SHVM
15,Current assets,12  Mar-15,1703.0,SHVM
16,Current liabilities,12  Mar-15,887.0,SHVM
17,Net working cap to sales,12  Mar-15,26.5,SHVM
18,Current ratio,12  Mar-15,1.9,SHVM
19,Inventory Days,12  Mar-15,12.0,SHVM
20,Debtors Days,12  Mar-15,146.0,SHVM
21,Net fixed assets,12  Mar-15,9088.0,SHVM
22,Share capital,12  Mar-15,87.0,SHVM
23,"""Free"" reserves",12  Mar-15,6456.0,SHVM
24,Net worth,12  Mar-15,6544.0,SHVM
25,Long term debt,12  Mar-15,2711.0,SHVM
26,Total assets,12  Mar-15,11004.0,SHVM
27,Interest coverage,12  Mar-15,1.5,SHVM
28,Debt to equity ratio,12  Mar-15,0.4,SHVM
29,Sales to assets ratio,12  Mar-15,0.3,SHVM
30,Return on assets,12  Mar-15,4.6,SHVM
31,Return on equity,12  Mar-15,1.2,SHVM
32,Return on capital,12  Mar-15,7.1,SHVM
33,Exports to sales,12  Mar-15,0.0,SHVM
34,Imports to sales,12  Mar-15,8.2,SHVM
35,Exports (fob),12  Mar-15,0.0,SHVM
36,Imports (cif),12  Mar-15,252.0,SHVM
37,Fx inflow,12  Mar-15,0.0,SHVM
38,Fx outflow,12  Mar-15,268.0,SHVM
39,Net fx,12  Mar-15,-268.0,SHVM
40,From Operations,12  Mar-15,2082.0,SHVM
41,From Investments,12  Mar-15,-343.0,SHVM
42,From Financial Activity,12  Mar-15,-1506.0,SHVM
43,Net Cashflow,12  Mar-15,233.0,SHVM
44,Net Sales,12  Mar-16,5315.0,SHVM
45,Other income,12  Mar-16,80.0,SHVM
46,Total revenues,12  Mar-16,5395.0,SHVM
47,Gross profit,12  Mar-16,3544.0,SHVM
48,Depreciation,12  Mar-16,1263.0,SHVM
49,Interest,12  Mar-16,542.0,SHVM
50,Profit before tax,12  Mar-16,1818.0,SHVM
51,Minority Interest,12  Mar-16,0.0,SHVM
52,Prior Period Items,12  Mar-16,0.0,SHVM
53,Extraordinary Inc (Exp),12  Mar-16,0.0,SHVM
54,Tax,12  Mar-16,649.0,SHVM
55,Profit after tax,12  Mar-16,1169.0,SHVM
56,Gross profit margin,12  Mar-16,66.7,SHVM
57,Effective tax rate,12  Mar-16,35.7,SHVM
58,Net profit margin,12  Mar-16,22.0,SHVM
59,Current assets,12  Mar-16,2038.0,SHVM
60,Current liabilities,12  Mar-16,1778.0,SHVM
61,Net working cap to sales,12  Mar-16,4.9,SHVM
62,Current ratio,12  Mar-16,1.1,SHVM
63,Inventory Days,12  Mar-16,7.0,SHVM
64,Debtors Days,12  Mar-16,106.0,SHVM
65,Net fixed assets,12  Mar-16,12556.0,SHVM
66,Share capital,12  Mar-16,87.0,SHVM
67,"""Free"" reserves",12  Mar-16,7411.0,SHVM
68,Net worth,12  Mar-16,7498.0,SHVM
69,Long term debt,12  Mar-16,4692.0,SHVM
70,Total assets,12  Mar-16,14946.0,SHVM
