,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,22172.0,HMNI
1,Other income,12  Mar-15*,964.0,HMNI
2,Total revenues,12  Mar-15*,23137.0,HMNI
3,Gross profit,12  Mar-15*,5355.0,HMNI
4,Depreciation,12  Mar-15*,343.0,HMNI
5,Interest,12  Mar-15*,51.0,HMNI
6,Profit before tax,12  Mar-15*,5924.0,HMNI
7,Minority Interest,12  Mar-15*,2.0,HMNI
8,Prior Period Items,12  Mar-15*,0.0,HMNI
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,HMNI
10,Tax,12  Mar-15*,1070.0,HMNI
11,Profit after tax,12  Mar-15*,4856.0,HMNI
12,Gross profit margin,12  Mar-15*,24.2,HMNI
13,Effective tax rate,12  Mar-15*,18.1,HMNI
14,Net profit margin,12  Mar-15*,21.9,HMNI
15,Current assets,12  Mar-15*,11454.0,HMNI
16,Current liabilities,12  Mar-15*,3212.0,HMNI
17,Net working cap to sales,12  Mar-15*,37.2,HMNI
18,Current ratio,12  Mar-15*,3.6,HMNI
19,Inventory Days,12  Mar-15*,21.0,HMNI
20,Debtors Days,12  Mar-15*,17.0,HMNI
21,Net fixed assets,12  Mar-15*,4425.0,HMNI
22,Share capital,12  Mar-15*,227.0,HMNI
23,"""Free"" reserves",12  Mar-15*,13098.0,HMNI
24,Net worth,12  Mar-15*,13324.0,HMNI
25,Long term debt,12  Mar-15*,17.0,HMNI
26,Total assets,12  Mar-15*,17087.0,HMNI
27,Interest coverage,12  Mar-15*,116.3,HMNI
28,Debt to equity ratio,12  Mar-15*,0.0,HMNI
29,Sales to assets ratio,12  Mar-15*,1.3,HMNI
30,Return on assets,12  Mar-15*,28.7,HMNI
31,Return on equity,12  Mar-15*,36.4,HMNI
32,Return on capital,12  Mar-15*,44.8,HMNI
33,Exports to sales,12  Mar-15*,4.5,HMNI
34,Imports to sales,12  Mar-15*,1.0,HMNI
35,Exports (fob),12  Mar-15*,1005.0,HMNI
36,Imports (cif),12  Mar-15*,212.0,HMNI
37,Fx inflow,12  Mar-15*,1010.0,HMNI
38,Fx outflow,12  Mar-15*,271.0,HMNI
39,Net fx,12  Mar-15*,739.0,HMNI
40,From Operations,12  Mar-15*,5341.0,HMNI
41,From Investments,12  Mar-15*,-2337.0,HMNI
