,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,2480.0,TAJGV
1,Other income,12  Mar-15,20.0,TAJGV
2,Total revenues,12  Mar-15,2500.0,TAJGV
3,Gross profit,12  Mar-15,488.0,TAJGV
4,Depreciation,12  Mar-15,248.0,TAJGV
5,Interest,12  Mar-15,278.0,TAJGV
6,Profit before tax,12  Mar-15,-18.0,TAJGV
7,Minority Interest,12  Mar-15,0.0,TAJGV
8,Prior Period Items,12  Mar-15,0.0,TAJGV
9,Extraordinary Inc (Exp),12  Mar-15,0.0,TAJGV
10,Tax,12  Mar-15,1.0,TAJGV
11,Profit after tax,12  Mar-15,-20.0,TAJGV
12,Gross profit margin,12  Mar-15,19.7,TAJGV
13,Effective tax rate,12  Mar-15,-7.7,TAJGV
14,Net profit margin,12  Mar-15,-0.8,TAJGV
15,Current assets,12  Mar-15,328.0,TAJGV
16,Current liabilities,12  Mar-15,664.0,TAJGV
17,Net working cap to sales,12  Mar-15,-13.6,TAJGV
18,Current ratio,12  Mar-15,0.5,TAJGV
19,Inventory Days,12  Mar-15,12.0,TAJGV
20,Debtors Days,12  Mar-15,19.0,TAJGV
21,Net fixed assets,12  Mar-15,4830.0,TAJGV
22,Share capital,12  Mar-15,125.0,TAJGV
23,"""Free"" reserves",12  Mar-15,2993.0,TAJGV
24,Net worth,12  Mar-15,3465.0,TAJGV
25,Long term debt,12  Mar-15,2694.0,TAJGV
26,Total assets,12  Mar-15,7271.0,TAJGV
27,Interest coverage,12  Mar-15,0.9,TAJGV
28,Debt to equity ratio,12  Mar-15,0.8,TAJGV
29,Sales to assets ratio,12  Mar-15,0.3,TAJGV
30,Return on assets,12  Mar-15,3.5,TAJGV
31,Return on equity,12  Mar-15,-0.6,TAJGV
32,Return on capital,12  Mar-15,4.2,TAJGV
33,Exports to sales,12  Mar-15,0.0,TAJGV
34,Imports to sales,12  Mar-15,0.8,TAJGV
35,Exports (fob),12  Mar-15,0.0,TAJGV
