,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,3219.0,ICRA
1,Other income,12  Mar-15*,262.0,ICRA
2,Total revenues,12  Mar-15*,3481.0,ICRA
3,Gross profit,12  Mar-15*,858.0,ICRA
4,Depreciation,12  Mar-15*,97.0,ICRA
5,Interest,12  Mar-15*,20.0,ICRA
6,Profit before tax,12  Mar-15*,1004.0,ICRA
7,Minority Interest,12  Mar-15*,-1.0,ICRA
8,Prior Period Items,12  Mar-15*,0.0,ICRA
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,ICRA
10,Tax,12  Mar-15*,349.0,ICRA
11,Profit after tax,12  Mar-15*,655.0,ICRA
12,Gross profit margin,12  Mar-15*,26.7,ICRA
13,Effective tax rate,12  Mar-15*,34.7,ICRA
14,Net profit margin,12  Mar-15*,20.3,ICRA
15,Current assets,12  Mar-15*,3013.0,ICRA
16,Current liabilities,12  Mar-15*,1296.0,ICRA
17,Net working cap to sales,12  Mar-15*,53.3,ICRA
18,Current ratio,12  Mar-15*,2.3,ICRA
19,Inventory Days,12  Mar-15*,0.0,ICRA
20,Debtors Days,12  Mar-15*,61.0,ICRA
21,Net fixed assets,12  Mar-15*,490.0,ICRA
22,Share capital,12  Mar-15*,100.0,ICRA
23,"""Free"" reserves",12  Mar-15*,4059.0,ICRA
24,Net worth,12  Mar-15*,4288.0,ICRA
25,Long term debt,12  Mar-15*,96.0,ICRA
26,Total assets,12  Mar-15*,5832.0,ICRA
27,Interest coverage,12  Mar-15*,51.7,ICRA
28,Debt to equity ratio,12  Mar-15*,0.0,ICRA
29,Sales to assets ratio,12  Mar-15*,0.6,ICRA
30,Return on assets,12  Mar-15*,11.6,ICRA
31,Return on equity,12  Mar-15*,15.3,ICRA
32,Return on capital,12  Mar-15*,23.3,ICRA
33,Exports to sales,12  Mar-15*,0.0,ICRA
34,Imports to sales,12  Mar-15*,0.0,ICRA
35,Exports (fob),12  Mar-15*,0.0,ICRA
36,Imports (cif),12  Mar-15*,0.0,ICRA
37,Fx inflow,12  Mar-15*,3.0,ICRA
38,Fx outflow,12  Mar-15*,3.0,ICRA
39,Net fx,12  Mar-15*,0.0,ICRA
40,From Operations,12  Mar-15*,670.0,ICRA
41,From Investments,12  Mar-15*,-322.0,ICRA
42,From Financial Activity,12  Mar-15*,-289.0,ICRA
43,Net Cashflow,12  Mar-15*,67.0,ICRA
44,Net Sales,12  Mar-16*,3412.0,ICRA
45,Other income,12  Mar-16*,271.0,ICRA
46,Total revenues,12  Mar-16*,3682.0,ICRA
47,Gross profit,12  Mar-16*,1011.0,ICRA
48,Depreciation,12  Mar-16*,96.0,ICRA
49,Interest,12  Mar-16*,6.0,ICRA
50,Profit before tax,12  Mar-16*,1180.0,ICRA
51,Minority Interest,12  Mar-16*,-2.0,ICRA
52,Prior Period Items,12  Mar-16*,0.0,ICRA
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,ICRA
54,Tax,12  Mar-16*,416.0,ICRA
55,Profit after tax,12  Mar-16*,762.0,ICRA
56,Gross profit margin,12  Mar-16*,29.6,ICRA
57,Effective tax rate,12  Mar-16*,35.2,ICRA
58,Net profit margin,12  Mar-16*,22.3,ICRA
59,Current assets,12  Mar-16*,3248.0,ICRA
