,No. of Mths  Year Ending,variable,value,name
0,Net Sales,15  Mar-15,5519.0,ESBI
1,Other income,15  Mar-15,115.0,ESBI
2,Total revenues,15  Mar-15,5633.0,ESBI
3,Gross profit,15  Mar-15,505.0,ESBI
4,Depreciation,15  Mar-15,138.0,ESBI
5,Interest,15  Mar-15,0.0,ESBI
6,Profit before tax,15  Mar-15,482.0,ESBI
7,Minority Interest,15  Mar-15,0.0,ESBI
8,Prior Period Items,15  Mar-15,0.0,ESBI
9,Extraordinary Inc (Exp),15  Mar-15,-176.0,ESBI
10,Tax,15  Mar-15,70.0,ESBI
11,Profit after tax,15  Mar-15,236.0,ESBI
12,Gross profit margin,15  Mar-15,9.2,ESBI
13,Effective tax rate,15  Mar-15,14.5,ESBI
14,Net profit margin,15  Mar-15,4.3,ESBI
15,Current assets,15  Mar-15,2658,ESBI
16,Current liabilities,15  Mar-15,759,ESBI
17,Net working cap to sales,15  Mar-15,34.4,ESBI
18,Current ratio,15  Mar-15,3.5,ESBI
19,Inventory Days,15  Mar-15,36,ESBI
20,Debtors Days,15  Mar-15,29,ESBI
21,Net fixed assets,15  Mar-15,843,ESBI
22,Share capital,15  Mar-15,154,ESBI
23,"""Free"" reserves",15  Mar-15,2725,ESBI
24,Net worth,15  Mar-15,2891,ESBI
25,Long term debt,15  Mar-15,0,ESBI
26,Total assets,15  Mar-15,3687,ESBI
27,Interest coverage,15  Mar-15,NM,ESBI
28,Debt to equity ratio,15  Mar-15,0,ESBI
29,Sales to assets ratio,15  Mar-15,1.5,ESBI
30,Return on assets,15  Mar-15,6.4,ESBI
31,Return on equity,15  Mar-15,8.2,ESBI
32,Return on capital,15  Mar-15,10.6,ESBI
33,Exports to sales,15  Mar-15,3.6,ESBI
34,Imports to sales,15  Mar-15,10.2,ESBI
35,Exports (fob),15  Mar-15,200,ESBI
36,Imports (cif),15  Mar-15,564,ESBI
37,Fx inflow,15  Mar-15,269,ESBI
38,Fx outflow,15  Mar-15,694,ESBI
39,Net fx,15  Mar-15,-425,ESBI
40,From Operations,15  Mar-15,164,ESBI
41,From Investments,15  Mar-15,-120,ESBI
42,From Financial Activity,15  Mar-15,-18,ESBI
43,Net Cashflow,15  Mar-15,27,ESBI
44,Net Sales,12  Mar-16,4510.0,ESBI
45,Other income,12  Mar-16,80.0,ESBI
46,Total revenues,12  Mar-16,4590.0,ESBI
47,Gross profit,12  Mar-16,462.0,ESBI
48,Depreciation,12  Mar-16,95.0,ESBI
49,Interest,12  Mar-16,0.0,ESBI
50,Profit before tax,12  Mar-16,446.0,ESBI
51,Minority Interest,12  Mar-16,0.0,ESBI
52,Prior Period Items,12  Mar-16,0.0,ESBI
53,Extraordinary Inc (Exp),12  Mar-16,-35.0,ESBI
54,Tax,12  Mar-16,128.0,ESBI
55,Profit after tax,12  Mar-16,283.0,ESBI
56,Gross profit margin,12  Mar-16,10.2,ESBI
57,Effective tax rate,12  Mar-16,28.6,ESBI
58,Net profit margin,12  Mar-16,6.3,ESBI
59,Current assets,12  Mar-16,2740,ESBI
60,Current liabilities,12  Mar-16,654,ESBI
61,Net working cap to sales,12  Mar-16,46.3,ESBI
62,Current ratio,12  Mar-16,4.2,ESBI
63,Inventory Days,12  Mar-16,47,ESBI
64,Debtors Days,12  Mar-16,36,ESBI
65,Net fixed assets,12  Mar-16,833,ESBI
66,Share capital,12  Mar-16,154,ESBI
67,"""Free"" reserves",12  Mar-16,3028,ESBI
68,Net worth,12  Mar-16,3181,ESBI
69,Long term debt,12  Mar-16,0,ESBI
70,Total assets,12  Mar-16,3864,ESBI
71,Interest coverage,12  Mar-16,NM,ESBI
72,Debt to equity ratio,12  Mar-16,0,ESBI
73,Sales to assets ratio,12  Mar-16,1.2,ESBI
74,Return on assets,12  Mar-16,7.3,ESBI
75,Return on equity,12  Mar-16,8.9,ESBI
76,Return on capital,12  Mar-16,12.9,ESBI
77,Exports to sales,12  Mar-16,3.1,ESBI
78,Imports to sales,12  Mar-16,12.5,ESBI
79,Exports (fob),12  Mar-16,140,ESBI
80,Imports (cif),12  Mar-16,563,ESBI
81,Fx inflow,12  Mar-16,220,ESBI
82,Fx outflow,12  Mar-16,668,ESBI
83,Net fx,12  Mar-16,-448,ESBI
84,From Operations,12  Mar-16,182,ESBI
85,From Investments,12  Mar-16,-93,ESBI
86,From Financial Activity,12  Mar-16,-19,ESBI
87,Net Cashflow,12  Mar-16,71,ESBI
88,Net Sales,12  Mar-17,4664.0,ESBI
89,Other income,12  Mar-17,133.0,ESBI
90,Total revenues,12  Mar-17,4797.0,ESBI
91,Gross profit,12  Mar-17,437.0,ESBI
92,Depreciation,12  Mar-17,103.0,ESBI
93,Interest,12  Mar-17,0.0,ESBI
94,Profit before tax,12  Mar-17,468.0,ESBI
95,Minority Interest,12  Mar-17,0.0,ESBI
96,Prior Period Items,12  Mar-17,0.0,ESBI
97,Extraordinary Inc (Exp),12  Mar-17,-91.0,ESBI
98,Tax,12  Mar-17,108.0,ESBI
99,Profit after tax,12  Mar-17,269.0,ESBI
100,Gross profit margin,12  Mar-17,9.4,ESBI
101,Effective tax rate,12  Mar-17,23.1,ESBI
102,Net profit margin,12  Mar-17,5.8,ESBI
103,Current assets,12  Mar-17,3130,ESBI
104,Current liabilities,12  Mar-17,827,ESBI
105,Net working cap to sales,12  Mar-17,49.4,ESBI
106,Current ratio,12  Mar-17,3.8,ESBI
107,Inventory Days,12  Mar-17,49,ESBI
108,Debtors Days,12  Mar-17,37,ESBI
109,Net fixed assets,12  Mar-17,843,ESBI
110,Share capital,12  Mar-17,154,ESBI
111,"""Free"" reserves",12  Mar-17,3272,ESBI
112,Net worth,12  Mar-17,3426,ESBI
113,Long term debt,12  Mar-17,0,ESBI
114,Total assets,12  Mar-17,4284,ESBI
115,Interest coverage,12  Mar-17,NM,ESBI
116,Debt to equity ratio,12  Mar-17,0,ESBI
117,Sales to assets ratio,12  Mar-17,1.1,ESBI
118,Return on assets,12  Mar-17,6.3,ESBI
119,Return on equity,12  Mar-17,7.8,ESBI
