,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,16181.0,GBTL
1,Other income,12  Mar-14*,838.0,GBTL
2,Total revenues,12  Mar-14*,17019.0,GBTL
3,Gross profit,12  Mar-14*,1447.0,GBTL
4,Depreciation,12  Mar-14*,1267.0,GBTL
5,Interest,12  Mar-14*,5827.0,GBTL
6,Profit before tax,12  Mar-14*,-4809.0,GBTL
7,Minority Interest,12  Mar-14*,3.0,GBTL
8,Prior Period Items,12  Mar-14*,-249.0,GBTL
9,Extraordinary Inc (Exp),12  Mar-14*,-267.0,GBTL
10,Tax,12  Mar-14*,293.0,GBTL
11,Profit after tax,12  Mar-14*,-5614.0,GBTL
12,Gross profit margin,12  Mar-14*,8.9,GBTL
13,Effective tax rate,12  Mar-14*,-6.1,GBTL
14,Net profit margin,12  Mar-14*,-34.7,GBTL
15,Current assets,12  Mar-14*,21127.0,GBTL
16,Current liabilities,12  Mar-14*,42557.0,GBTL
17,Net working cap to sales,12  Mar-14*,-132.4,GBTL
18,Current ratio,12  Mar-14*,0.5,GBTL
19,Inventory Days,12  Mar-14*,28.0,GBTL
20,Debtors Days,12  Mar-14*,206.0,GBTL
21,Net fixed assets,12  Mar-14*,5374.0,GBTL
22,Share capital,12  Mar-14*,8073.0,GBTL
23,"""Free"" reserves",12  Mar-14*,242.0,GBTL
24,Net worth,12  Mar-14*,10800.0,GBTL
25,Long term debt,12  Mar-14*,22561.0,GBTL
26,Total assets,12  Mar-14*,76056.0,GBTL
27,Interest coverage,12  Mar-14*,0.2,GBTL
28,Debt to equity ratio,12  Mar-14*,2.1,GBTL
29,Sales to assets ratio,12  Mar-14*,0.2,GBTL
30,Return on assets,12  Mar-14*,0.3,GBTL
31,Return on equity,12  Mar-14*,-52.0,GBTL
32,Return on capital,12  Mar-14*,1.5,GBTL
33,Exports to sales,12  Mar-14*,0.0,GBTL
34,Imports to sales,12  Mar-14*,0.0,GBTL
35,Exports (fob),12  Mar-14*,0.0,GBTL
36,Imports (cif),12  Mar-14*,7.0,GBTL
37,Fx inflow,12  Mar-14*,19.0,GBTL
