,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14,6973.0,MGLC
1,Other income,12  Mar-14,46.0,MGLC
2,Total revenues,12  Mar-14,7019.0,MGLC
3,Gross profit,12  Mar-14,558.0,MGLC
4,Depreciation,12  Mar-14,277.0,MGLC
5,Interest,12  Mar-14,87.0,MGLC
6,Profit before tax,12  Mar-14,239.0,MGLC
7,Minority Interest,12  Mar-14,0.0,MGLC
8,Prior Period Items,12  Mar-14,0.0,MGLC
9,Extraordinary Inc (Exp),12  Mar-14,0.0,MGLC
10,Tax,12  Mar-14,-57.0,MGLC
11,Profit after tax,12  Mar-14,296.0,MGLC
12,Gross profit margin,12  Mar-14,8.0,MGLC
13,Effective tax rate,12  Mar-14,-23.7,MGLC
14,Net profit margin,12  Mar-14,4.2,MGLC
15,Current assets,12  Mar-14,2857.0,MGLC
16,Current liabilities,12  Mar-14,1452.0,MGLC
17,Net working cap to sales,12  Mar-14,20.1,MGLC
18,Current ratio,12  Mar-14,2.0,MGLC
19,Inventory Days,12  Mar-14,61.0,MGLC
20,Debtors Days,12  Mar-14,12.0,MGLC
21,Net fixed assets,12  Mar-14,7701.0,MGLC
22,Share capital,12  Mar-14,267.0,MGLC
23,"""Free"" reserves",12  Mar-14,4751.0,MGLC
24,Net worth,12  Mar-14,5070.0,MGLC
25,Long term debt,12  Mar-14,3435.0,MGLC
26,Total assets,12  Mar-14,11423.0,MGLC
27,Interest coverage,12  Mar-14,3.7,MGLC
28,Debt to equity ratio,12  Mar-14,0.7,MGLC
29,Sales to assets ratio,12  Mar-14,0.6,MGLC
30,Return on assets,12  Mar-14,3.4,MGLC
31,Return on equity,12  Mar-14,5.8,MGLC
32,Return on capital,12  Mar-14,3.8,MGLC
33,Exports to sales,12  Mar-14,0.0,MGLC
34,Imports to sales,12  Mar-14,0.8,MGLC
35,Exports (fob),12  Mar-14,0.0,MGLC
36,Imports (cif),12  Mar-14,55.0,MGLC
37,Fx inflow,12  Mar-14,0.0,MGLC
38,Fx outflow,12  Mar-14,106.0,MGLC
39,Net fx,12  Mar-14,-106.0,MGLC
40,From Operations,12  Mar-14,630.0,MGLC
41,From Investments,12  Mar-14,-2255.0,MGLC
42,From Financial Activity,12  Mar-14,1165.0,MGLC
43,Net Cashflow,12  Mar-14,-461.0,MGLC
44,Net Sales,12  Mar-15,9219.0,MGLC
45,Other income,12  Mar-15,39.0,MGLC
46,Total revenues,12  Mar-15,9258.0,MGLC
47,Gross profit,12  Mar-15,870.0,MGLC
48,Depreciation,12  Mar-15,336.0,MGLC
49,Interest,12  Mar-15,383.0,MGLC
50,Profit before tax,12  Mar-15,190.0,MGLC
51,Minority Interest,12  Mar-15,0.0,MGLC
52,Prior Period Items,12  Mar-15,0.0,MGLC
53,Extraordinary Inc (Exp),12  Mar-15,0.0,MGLC
54,Tax,12  Mar-15,11.0,MGLC
55,Profit after tax,12  Mar-15,179.0,MGLC
56,Gross profit margin,12  Mar-15,9.4,MGLC
57,Effective tax rate,12  Mar-15,5.6,MGLC
58,Net profit margin,12  Mar-15,1.9,MGLC
59,Current assets,12  Mar-15,3302.0,MGLC
60,Current liabilities,12  Mar-15,2450.0,MGLC
61,Net working cap to sales,12  Mar-15,9.2,MGLC
62,Current ratio,12  Mar-15,1.3,MGLC
63,Inventory Days,12  Mar-15,63.0,MGLC
64,Debtors Days,12  Mar-15,11.0,MGLC
65,Net fixed assets,12  Mar-15,7874.0,MGLC
66,Share capital,12  Mar-15,267.0,MGLC
67,"""Free"" reserves",12  Mar-15,4740.0,MGLC
68,Net worth,12  Mar-15,5007.0,MGLC
69,Long term debt,12  Mar-15,2969.0,MGLC
70,Total assets,12  Mar-15,11613.0,MGLC
71,Interest coverage,12  Mar-15,1.5,MGLC
72,Debt to equity ratio,12  Mar-15,0.6,MGLC
