,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,2609.0,BYNG
1,Other income,12  Mar-14*,67.0,BYNG
2,Total revenues,12  Mar-14*,2676.0,BYNG
3,Gross profit,12  Mar-14*,140.0,BYNG
4,Depreciation,12  Mar-14*,75.0,BYNG
5,Interest,12  Mar-14*,78.0,BYNG
6,Profit before tax,12  Mar-14*,54.0,BYNG
7,Minority Interest,12  Mar-14*,0.0,BYNG
8,Prior Period Items,12  Mar-14*,0.0,BYNG
9,Extraordinary Inc (Exp),12  Mar-14*,-22.0,BYNG
10,Tax,12  Mar-14*,1.0,BYNG
11,Profit after tax,12  Mar-14*,32.0,BYNG
12,Gross profit margin,12  Mar-14*,5.4,BYNG
13,Effective tax rate,12  Mar-14*,1.3,BYNG
14,Net profit margin,12  Mar-14*,1.2,BYNG
15,Current assets,12  Mar-14*,995.0,BYNG
16,Current liabilities,12  Mar-14*,350.0,BYNG
17,Net working cap to sales,12  Mar-14*,24.7,BYNG
18,Current ratio,12  Mar-14*,2.8,BYNG
19,Inventory Days,12  Mar-14*,16.0,BYNG
20,Debtors Days,12  Mar-14*,48.0,BYNG
21,Net fixed assets,12  Mar-14*,2063.0,BYNG
22,Share capital,12  Mar-14*,128.0,BYNG
23,"""Free"" reserves",12  Mar-14*,1946.0,BYNG
24,Net worth,12  Mar-14*,2178.0,BYNG
25,Long term debt,12  Mar-14*,839.0,BYNG
26,Total assets,12  Mar-14*,3379.0,BYNG
27,Interest coverage,12  Mar-14*,1.7,BYNG
28,Debt to equity ratio,12  Mar-14*,0.4,BYNG
29,Sales to assets ratio,12  Mar-14*,0.8,BYNG
30,Return on assets,12  Mar-14*,3.2,BYNG
31,Return on equity,12  Mar-14*,1.5,BYNG
32,Return on capital,12  Mar-14*,3.7,BYNG
33,Exports to sales,12  Mar-14*,0.0,BYNG
34,Imports to sales,12  Mar-14*,12.5,BYNG
35,Exports (fob),12  Mar-14*,0.0,BYNG
36,Imports (cif),12  Mar-14*,325.0,BYNG
37,Fx inflow,12  Mar-14*,0.0,BYNG
38,Fx outflow,12  Mar-14*,448.0,BYNG
