,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,25795.0,INGL
1,Other income,12  Mar-15*,423.0,INGL
2,Total revenues,12  Mar-15*,26218.0,INGL
3,Gross profit,12  Mar-15*,1239.0,INGL
4,Depreciation,12  Mar-15*,888.0,INGL
5,Interest,12  Mar-15*,1634.0,INGL
6,Profit before tax,12  Mar-15*,-860.0,INGL
7,Minority Interest,12  Mar-15*,0.0,INGL
8,Prior Period Items,12  Mar-15*,0.0,INGL
9,Extraordinary Inc (Exp),12  Mar-15*,-580.0,INGL
10,Tax,12  Mar-15*,-553.0,INGL
11,Profit after tax,12  Mar-15*,-887.0,INGL
12,Gross profit margin,12  Mar-15*,4.8,INGL
13,Effective tax rate,12  Mar-15*,64.3,INGL
14,Net profit margin,12  Mar-15*,-3.4,INGL
15,Current assets,12  Mar-15*,17813.0,INGL
16,Current liabilities,12  Mar-15*,23987.0,INGL
17,Net working cap to sales,12  Mar-15*,-23.9,INGL
18,Current ratio,12  Mar-15*,0.7,INGL
19,Inventory Days,12  Mar-15*,69.0,INGL
20,Debtors Days,12  Mar-15*,62.0,INGL
21,Net fixed assets,12  Mar-15*,12769.0,INGL
22,Share capital,12  Mar-15*,310.0,INGL
23,"""Free"" reserves",12  Mar-15*,2661.0,INGL
24,Net worth,12  Mar-15*,2971.0,INGL
25,Long term debt,12  Mar-15*,4007.0,INGL
26,Total assets,12  Mar-15*,31544.0,INGL
27,Interest coverage,12  Mar-15*,0.5,INGL
28,Debt to equity ratio,12  Mar-15*,1.3,INGL
29,Sales to assets ratio,12  Mar-15*,0.8,INGL
30,Return on assets,12  Mar-15*,2.4,INGL
31,Return on equity,12  Mar-15*,-29.8,INGL
32,Return on capital,12  Mar-15*,2.8,INGL
33,Exports to sales,12  Mar-15*,37.3,INGL
34,Imports to sales,12  Mar-15*,29.1,INGL
35,Exports (fob),12  Mar-15*,9615.0,INGL
36,Imports (cif),12  Mar-15*,7495.0,INGL
37,Fx inflow,12  Mar-15*,9615.0,INGL
38,Fx outflow,12  Mar-15*,7619.0,INGL
39,Net fx,12  Mar-15*,1996.0,INGL
40,From Operations,12  Mar-15*,-1710.0,INGL
41,From Investments,12  Mar-15*,1746.0,INGL
42,From Financial Activity,12  Mar-15*,-38.0,INGL
43,Net Cashflow,12  Mar-15*,-2.0,INGL
44,Net Sales,12  Mar-16*,23258.0,INGL
45,Other income,12  Mar-16*,68.0,INGL
46,Total revenues,12  Mar-16*,23325.0,INGL
47,Gross profit,12  Mar-16*,1815.0,INGL
48,Depreciation,12  Mar-16*,576.0,INGL
