,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,6771.0,AUTOL
1,Other income,12  Mar-14*,28.0,AUTOL
2,Total revenues,12  Mar-14*,6799.0,AUTOL
3,Gross profit,12  Mar-14*,219.0,AUTOL
4,Depreciation,12  Mar-14*,247.0,AUTOL
5,Interest,12  Mar-14*,339.0,AUTOL
6,Profit before tax,12  Mar-14*,-338.0,AUTOL
7,Minority Interest,12  Mar-14*,2.0,AUTOL
8,Prior Period Items,12  Mar-14*,0.0,AUTOL
9,Extraordinary Inc (Exp),12  Mar-14*,-43.0,AUTOL
10,Tax,12  Mar-14*,18.0,AUTOL
11,Profit after tax,12  Mar-14*,-398.0,AUTOL
12,Gross profit margin,12  Mar-14*,3.2,AUTOL
13,Effective tax rate,12  Mar-14*,-5.4,AUTOL
14,Net profit margin,12  Mar-14*,-5.9,AUTOL
15,Current assets,12  Mar-14*,3225.0,AUTOL
16,Current liabilities,12  Mar-14*,3020.0,AUTOL
17,Net working cap to sales,12  Mar-14*,3.0,AUTOL
18,Current ratio,12  Mar-14*,1.1,AUTOL
19,Inventory Days,12  Mar-14*,104.0,AUTOL
20,Debtors Days,12  Mar-14*,52.0,AUTOL
21,Net fixed assets,12  Mar-14*,2957.0,AUTOL
22,Share capital,12  Mar-14*,123.0,AUTOL
23,"""Free"" reserves",12  Mar-14*,2126.0,AUTOL
24,Net worth,12  Mar-14*,2815.0,AUTOL
25,Long term debt,12  Mar-14*,570.0,AUTOL
26,Total assets,12  Mar-14*,6691.0,AUTOL
27,Interest coverage,12  Mar-14*,0.0,AUTOL
28,Debt to equity ratio,12  Mar-14*,0.2,AUTOL
29,Sales to assets ratio,12  Mar-14*,1.0,AUTOL
30,Return on assets,12  Mar-14*,-0.9,AUTOL
31,Return on equity,12  Mar-14*,-14.1,AUTOL
32,Return on capital,12  Mar-14*,-1.2,AUTOL
33,Exports to sales,12  Mar-14*,1.4,AUTOL
34,Imports to sales,12  Mar-14*,0.3,AUTOL
35,Exports (fob),12  Mar-14*,95.0,AUTOL
36,Imports (cif),12  Mar-14*,20.0,AUTOL
37,Fx inflow,12  Mar-14*,232.0,AUTOL
38,Fx outflow,12  Mar-14*,21.0,AUTOL
39,Net fx,12  Mar-14*,210.0,AUTOL
40,From Operations,12  Mar-14*,-515.0,AUTOL
41,From Investments,12  Mar-14*,212.0,AUTOL
42,From Financial Activity,12  Mar-14*,207.0,AUTOL
43,Net Cashflow,12  Mar-14*,-97.0,AUTOL
44,Net Sales,12  Mar-15*,5067.0,AUTOL
45,Other income,12  Mar-15*,7.0,AUTOL
46,Total revenues,12  Mar-15*,5075.0,AUTOL
47,Gross profit,12  Mar-15*,-50.0,AUTOL
48,Depreciation,12  Mar-15*,276.0,AUTOL
49,Interest,12  Mar-15*,324.0,AUTOL
50,Profit before tax,12  Mar-15*,-643.0,AUTOL
51,Minority Interest,12  Mar-15*,1.0,AUTOL
52,Prior Period Items,12  Mar-15*,0.0,AUTOL
53,Extraordinary Inc (Exp),12  Mar-15*,82.0,AUTOL
54,Tax,12  Mar-15*,10.0,AUTOL
55,Profit after tax,12  Mar-15*,-569.0,AUTOL
56,Gross profit margin,12  Mar-15*,-1.0,AUTOL
57,Effective tax rate,12  Mar-15*,-1.6,AUTOL
58,Net profit margin,12  Mar-15*,-11.2,AUTOL
59,Current assets,12  Mar-15*,2150.0,AUTOL
60,Current liabilities,12  Mar-15*,1574.0,AUTOL
61,Net working cap to sales,12  Mar-15*,11.4,AUTOL
62,Current ratio,12  Mar-15*,1.4,AUTOL
63,Inventory Days,12  Mar-15*,111.0,AUTOL
64,Debtors Days,12  Mar-15*,19.0,AUTOL
65,Net fixed assets,12  Mar-15*,2523.0,AUTOL
66,Share capital,12  Mar-15*,123.0,AUTOL
67,"""Free"" reserves",12  Mar-15*,1363.0,AUTOL
68,Net worth,12  Mar-15*,1975.0,AUTOL
69,Long term debt,12  Mar-15*,1289.0,AUTOL
70,Total assets,12  Mar-15*,5159.0,AUTOL
71,Interest coverage,12  Mar-15*,-1.0,AUTOL
