,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,36554.0,MDCM
1,Other income,12  Mar-15*,849.0,MDCM
2,Total revenues,12  Mar-15*,37403.0,MDCM
3,Gross profit,12  Mar-15*,7199.0,MDCM
4,Depreciation,12  Mar-15*,2512.0,MDCM
5,Interest,12  Mar-15*,1951.0,MDCM
6,Profit before tax,12  Mar-15*,3584.0,MDCM
7,Minority Interest,12  Mar-15*,-4.0,MDCM
8,Prior Period Items,12  Mar-15*,28.0,MDCM
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,MDCM
10,Tax,12  Mar-15*,1147.0,MDCM
11,Profit after tax,12  Mar-15*,2461.0,MDCM
12,Gross profit margin,12  Mar-15*,19.7,MDCM
13,Effective tax rate,12  Mar-15*,32.0,MDCM
14,Net profit margin,12  Mar-15*,6.7,MDCM
15,Current assets,12  Mar-15*,12750.0,MDCM
16,Current liabilities,12  Mar-15*,17895.0,MDCM
17,Net working cap to sales,12  Mar-15*,-14.1,MDCM
18,Current ratio,12  Mar-15*,0.7,MDCM
19,Inventory Days,12  Mar-15*,52.0,MDCM
20,Debtors Days,12  Mar-15*,38.0,MDCM
21,Net fixed assets,12  Mar-15*,52539.0,MDCM
22,Share capital,12  Mar-15*,238.0,MDCM
23,"""Free"" reserves",12  Mar-15*,26962.0,MDCM
24,Net worth,12  Mar-15*,27200.0,MDCM
25,Long term debt,12  Mar-15*,17259.0,MDCM
26,Total assets,12  Mar-15*,69398.0,MDCM
27,Interest coverage,12  Mar-15*,2.8,MDCM
28,Debt to equity ratio,12  Mar-15*,0.6,MDCM
29,Sales to assets ratio,12  Mar-15*,0.5,MDCM
30,Return on assets,12  Mar-15*,6.4,MDCM
31,Return on equity,12  Mar-15*,9.0,MDCM
32,Return on capital,12  Mar-15*,12.5,MDCM
33,Exports to sales,12  Mar-15*,1.7,MDCM
34,Imports to sales,12  Mar-15*,9.3,MDCM
35,Exports (fob),12  Mar-15*,639.0,MDCM
36,Imports (cif),12  Mar-15*,3383.0,MDCM
37,Fx inflow,12  Mar-15*,639.0,MDCM
38,Fx outflow,12  Mar-15*,3428.0,MDCM
39,Net fx,12  Mar-15*,-2790.0,MDCM
40,From Operations,12  Mar-15*,9316.0,MDCM
41,From Investments,12  Mar-15*,-4771.0,MDCM
42,From Financial Activity,12  Mar-15*,-4363.0,MDCM
43,Net Cashflow,12  Mar-15*,182.0,MDCM
44,Net Sales,12  Mar-16*,35818.0,MDCM
45,Other income,12  Mar-16*,755.0,MDCM
46,Total revenues,12  Mar-16*,36572.0,MDCM
47,Gross profit,12  Mar-16*,10765.0,MDCM
48,Depreciation,12  Mar-16*,3053.0,MDCM
49,Interest,12  Mar-16*,1838.0,MDCM
50,Profit before tax,12  Mar-16*,6629.0,MDCM
51,Minority Interest,12  Mar-16*,141.0,MDCM
52,Prior Period Items,12  Mar-16*,0.0,MDCM
