,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,29037.0,BEML
1,Other income,12  Mar-14*,637.0,BEML
2,Total revenues,12  Mar-14*,29674.0,BEML
3,Gross profit,12  Mar-14*,851.0,BEML
4,Depreciation,12  Mar-14*,543.0,BEML
5,Interest,12  Mar-14*,1107.0,BEML
6,Profit before tax,12  Mar-14*,-162.0,BEML
7,Minority Interest,12  Mar-14*,3.0,BEML
8,Prior Period Items,12  Mar-14*,100.0,BEML
9,Extraordinary Inc (Exp),12  Mar-14*,159.0,BEML
10,Tax,12  Mar-14*,39.0,BEML
11,Profit after tax,12  Mar-14*,61.0,BEML
12,Gross profit margin,12  Mar-14*,2.9,BEML
13,Effective tax rate,12  Mar-14*,-24.2,BEML
14,Net profit margin,12  Mar-14*,0.2,BEML
15,Current assets,12  Mar-14*,36868.0,BEML
16,Current liabilities,12  Mar-14*,17081.0,BEML
17,Net working cap to sales,12  Mar-14*,68.1,BEML
18,Current ratio,12  Mar-14*,2.2,BEML
19,Inventory Days,12  Mar-14*,272.0,BEML
20,Debtors Days,12  Mar-14*,123.0,BEML
21,Net fixed assets,12  Mar-14*,6861.0,BEML
22,Share capital,12  Mar-14*,418.0,BEML
23,"""Free"" reserves",12  Mar-14*,20331.0,BEML
24,Net worth,12  Mar-14*,20810.0,BEML
25,Long term debt,12  Mar-14*,4652.0,BEML
26,Total assets,12  Mar-14*,47697.0,BEML
27,Interest coverage,12  Mar-14*,0.9,BEML
28,Debt to equity ratio,12  Mar-14*,0.2,BEML
29,Sales to assets ratio,12  Mar-14*,0.6,BEML
30,Return on assets,12  Mar-14*,2.4,BEML
31,Return on equity,12  Mar-14*,0.3,BEML
32,Return on capital,12  Mar-14*,4.7,BEML
33,Exports to sales,12  Mar-14*,0.0,BEML
34,Imports to sales,12  Mar-14*,0.0,BEML
35,Exports (fob),12  Mar-14*,0.0,BEML
36,Imports (cif),12  Mar-14*,0.0,BEML
37,Fx inflow,12  Mar-14*,0.0,BEML
38,Fx outflow,12  Mar-14*,0.0,BEML
39,Net fx,12  Mar-14*,0.0,BEML
40,From Operations,12  Mar-14*,3935.0,BEML
41,From Investments,12  Mar-14*,-279.0,BEML
42,From Financial Activity,12  Mar-14*,-4266.0,BEML
43,Net Cashflow,12  Mar-14*,-610.0,BEML
44,Net Sales,12  Mar-15*,28021.0,BEML
45,Other income,12  Mar-15*,597.0,BEML
46,Total revenues,12  Mar-15*,28618.0,BEML
47,Gross profit,12  Mar-15*,699.0,BEML
48,Depreciation,12  Mar-15*,530.0,BEML
49,Interest,12  Mar-15*,708.0,BEML
50,Profit before tax,12  Mar-15*,59.0,BEML
51,Minority Interest,12  Mar-15*,1.0,BEML
52,Prior Period Items,12  Mar-15*,-7.0,BEML
53,Extraordinary Inc (Exp),12  Mar-15*,2.0,BEML
