,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,82980.0,DLFL
1,Other income,12  Mar-14*,14915.0,DLFL
2,Total revenues,12  Mar-14*,97896.0,DLFL
3,Gross profit,12  Mar-14*,24852.0,DLFL
4,Depreciation,12  Mar-14*,6629.0,DLFL
5,Interest,12  Mar-14*,24633.0,DLFL
6,Profit before tax,12  Mar-14*,8506.0,DLFL
7,Minority Interest,12  Mar-14*,565.0,DLFL
8,Prior Period Items,12  Mar-14*,-147.0,DLFL
9,Extraordinary Inc (Exp),12  Mar-14*,-3299.0,DLFL
10,Tax,12  Mar-14*,-836.0,DLFL
11,Profit after tax,12  Mar-14*,6462.0,DLFL
12,Gross profit margin,12  Mar-14*,29.9,DLFL
13,Effective tax rate,12  Mar-14*,-9.8,DLFL
14,Net profit margin,12  Mar-14*,7.8,DLFL
15,Current assets,12  Mar-14*,344230.0,DLFL
16,Current liabilities,12  Mar-14*,192568.0,DLFL
17,Net working cap to sales,12  Mar-14*,182.8,DLFL
18,Current ratio,12  Mar-14*,1.8,DLFL
19,Inventory Days,12  Mar-14*,813.0,DLFL
20,Debtors Days,12  Mar-14*,69.0,DLFL
21,Net fixed assets,12  Mar-14*,236165.0,DLFL
22,Share capital,12  Mar-14*,3563.0,DLFL
23,"""Free"" reserves",12  Mar-14*,242993.0,DLFL
24,Net worth,12  Mar-14*,273949.0,DLFL
25,Long term debt,12  Mar-14*,135793.0,DLFL
26,Total assets,12  Mar-14*,645024.0,DLFL
27,Interest coverage,12  Mar-14*,1.3,DLFL
28,Debt to equity ratio,12  Mar-14*,0.5,DLFL
29,Sales to assets ratio,12  Mar-14*,0.1,DLFL
30,Return on assets,12  Mar-14*,4.8,DLFL
31,Return on equity,12  Mar-14*,2.4,DLFL
32,Return on capital,12  Mar-14*,7.4,DLFL
33,Exports to sales,12  Mar-14*,1.6,DLFL
34,Imports to sales,12  Mar-14*,0.2,DLFL
35,Exports (fob),12  Mar-14*,1293.0,DLFL
36,Imports (cif),12  Mar-14*,144.0,DLFL
37,Fx inflow,12  Mar-14*,1304.0,DLFL
38,Fx outflow,12  Mar-14*,1632.0,DLFL
39,Net fx,12  Mar-14*,-328.0,DLFL
40,From Operations,12  Mar-14*,14676.0,DLFL
41,From Investments,12  Mar-14*,39244.0,DLFL
42,From Financial Activity,12  Mar-14*,-45318.0,DLFL
43,Net Cashflow,12  Mar-14*,8601.0,DLFL
44,Net Sales,12  Mar-15*,76487.0,DLFL
45,Other income,12  Mar-15*,5194.0,DLFL
46,Total revenues,12  Mar-15*,81682.0,DLFL
47,Gross profit,12  Mar-15*,30243.0,DLFL
48,Depreciation,12  Mar-15*,5448.0,DLFL
49,Interest,12  Mar-15*,23039.0,DLFL
50,Profit before tax,12  Mar-15*,6951.0,DLFL
51,Minority Interest,12  Mar-15*,333.0,DLFL
52,Prior Period Items,12  Mar-15*,379.0,DLFL
53,Extraordinary Inc (Exp),12  Mar-15*,-679.0,DLFL
54,Tax,12  Mar-15*,1581.0,DLFL
55,Profit after tax,12  Mar-15*,5402.0,DLFL
56,Gross profit margin,12  Mar-15*,39.5,DLFL
57,Effective tax rate,12  Mar-15*,22.7,DLFL
58,Net profit margin,12  Mar-15*,7.1,DLFL
59,Current assets,12  Mar-15*,339490.0,DLFL
60,Current liabilities,12  Mar-15*,167257.0,DLFL
61,Net working cap to sales,12  Mar-15*,225.2,DLFL
62,Current ratio,12  Mar-15*,2.0,DLFL
63,Inventory Days,12  Mar-15*,840.0,DLFL
64,Debtors Days,12  Mar-15*,76.0,DLFL
65,Net fixed assets,12  Mar-15*,243138.0,DLFL
66,Share capital,12  Mar-15*,3564.0,DLFL
67,"""Free"" reserves",12  Mar-15*,241921.0,DLFL
68,Net worth,12  Mar-15*,273689.0,DLFL
69,Long term debt,12  Mar-15*,176296.0,DLFL
70,Total assets,12  Mar-15*,664643.0,DLFL
71,Interest coverage,12  Mar-15*,1.3,DLFL
72,Debt to equity ratio,12  Mar-15*,0.6,DLFL
73,Sales to assets ratio,12  Mar-15*,0.1,DLFL
74,Return on assets,12  Mar-15*,4.3,DLFL
75,Return on equity,12  Mar-15*,2.0,DLFL
76,Return on capital,12  Mar-15*,6.7,DLFL
77,Exports to sales,12  Mar-15*,0.2,DLFL
78,Imports to sales,12  Mar-15*,0.3,DLFL
79,Exports (fob),12  Mar-15*,129.0,DLFL
80,Imports (cif),12  Mar-15*,212.0,DLFL
81,Fx inflow,12  Mar-15*,129.0,DLFL
