,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,10111.0,KSCL
1,Other income,12  Mar-14*,98.0,KSCL
2,Total revenues,12  Mar-14*,10209.0,KSCL
3,Gross profit,12  Mar-14*,2212.0,KSCL
4,Depreciation,12  Mar-14*,164.0,KSCL
5,Interest,12  Mar-14*,2.0,KSCL
6,Profit before tax,12  Mar-14*,2143.0,KSCL
7,Minority Interest,12  Mar-14*,-2.0,KSCL
8,Prior Period Items,12  Mar-14*,0.0,KSCL
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,KSCL
10,Tax,12  Mar-14*,52.0,KSCL
11,Profit after tax,12  Mar-14*,2090.0,KSCL
12,Gross profit margin,12  Mar-14*,21.9,KSCL
13,Effective tax rate,12  Mar-14*,2.4,KSCL
14,Net profit margin,12  Mar-14*,20.7,KSCL
15,Current assets,12  Mar-14*,8575.0,KSCL
16,Current liabilities,12  Mar-14*,5064.0,KSCL
17,Net working cap to sales,12  Mar-14*,34.7,KSCL
18,Current ratio,12  Mar-14*,1.7,KSCL
19,Inventory Days,12  Mar-14*,179.0,KSCL
20,Debtors Days,12  Mar-14*,24.0,KSCL
21,Net fixed assets,12  Mar-14*,1553.0,KSCL
22,Share capital,12  Mar-14*,138.0,KSCL
23,"""Free"" reserves",12  Mar-14*,5048.0,KSCL
24,Net worth,12  Mar-14*,5155.0,KSCL
25,Long term debt,12  Mar-14*,9.0,KSCL
26,Total assets,12  Mar-14*,10283.0,KSCL
27,Interest coverage,12  Mar-14*,894.0,KSCL
28,Debt to equity ratio,12  Mar-14*,0.0,KSCL
29,Sales to assets ratio,12  Mar-14*,1.0,KSCL
30,Return on assets,12  Mar-14*,20.3,KSCL
31,Return on equity,12  Mar-14*,40.5,KSCL
32,Return on capital,12  Mar-14*,41.5,KSCL
33,Exports to sales,12  Mar-14*,0.4,KSCL
34,Imports to sales,12  Mar-14*,0.4,KSCL
35,Exports (fob),12  Mar-14*,39.0,KSCL
36,Imports (cif),12  Mar-14*,45.0,KSCL
37,Fx inflow,12  Mar-14*,39.0,KSCL
38,Fx outflow,12  Mar-14*,48.0,KSCL
39,Net fx,12  Mar-14*,-9.0,KSCL
40,From Operations,12  Mar-14*,1932.0,KSCL
41,From Investments,12  Mar-14*,-1624.0,KSCL
42,From Financial Activity,12  Mar-14*,-384.0,KSCL
43,Net Cashflow,12  Mar-14*,-76.0,KSCL
44,Net Sales,12  Mar-15*,11609.0,KSCL
45,Other income,12  Mar-15*,158.0,KSCL
46,Total revenues,12  Mar-15*,11767.0,KSCL
47,Gross profit,12  Mar-15*,3090.0,KSCL
48,Depreciation,12  Mar-15*,149.0,KSCL
49,Interest,12  Mar-15*,2.0,KSCL
50,Profit before tax,12  Mar-15*,3097.0,KSCL
51,Minority Interest,12  Mar-15*,2.0,KSCL
52,Prior Period Items,12  Mar-15*,0.0,KSCL
53,Extraordinary Inc (Exp),12  Mar-15*,3.0,KSCL
54,Tax,12  Mar-15*,92.0,KSCL
55,Profit after tax,12  Mar-15*,3010.0,KSCL
56,Gross profit margin,12  Mar-15*,26.6,KSCL
57,Effective tax rate,12  Mar-15*,3.0,KSCL
58,Net profit margin,12  Mar-15*,25.9,KSCL
59,Current assets,12  Mar-15*,10048.0,KSCL
60,Current liabilities,12  Mar-15*,4325.0,KSCL
61,Net working cap to sales,12  Mar-15*,49.3,KSCL
62,Current ratio,12  Mar-15*,2.3,KSCL
63,Inventory Days,12  Mar-15*,155.0,KSCL
64,Debtors Days,12  Mar-15*,37.0,KSCL
65,Net fixed assets,12  Mar-15*,2220.0,KSCL
66,Share capital,12  Mar-15*,138.0,KSCL
67,"""Free"" reserves",12  Mar-15*,7746.0,KSCL
68,Net worth,12  Mar-15*,7884.0,KSCL
69,Long term debt,12  Mar-15*,14.0,KSCL
70,Total assets,12  Mar-15*,12311.0,KSCL
71,Interest coverage,12  Mar-15*,1822.6,KSCL
72,Debt to equity ratio,12  Mar-15*,0.0,KSCL
73,Sales to assets ratio,12  Mar-15*,0.9,KSCL
74,Return on assets,12  Mar-15*,24.5,KSCL
75,Return on equity,12  Mar-15*,38.2,KSCL
76,Return on capital,12  Mar-15*,39.3,KSCL
77,Exports to sales,12  Mar-15*,0.6,KSCL
78,Imports to sales,12  Mar-15*,0.7,KSCL
79,Exports (fob),12  Mar-15*,73.0,KSCL
80,Imports (cif),12  Mar-15*,85.0,KSCL
81,Fx inflow,12  Mar-15*,73.0,KSCL
82,Fx outflow,12  Mar-15*,91.0,KSCL
83,Net fx,12  Mar-15*,-18.0,KSCL
84,From Operations,12  Mar-15*,1449.0,KSCL
85,From Investments,12  Mar-15*,-837.0,KSCL
86,From Financial Activity,12  Mar-15*,-612.0,KSCL
87,Net Cashflow,12  Mar-15*,0.0,KSCL
88,Net Sales,12  Mar-16*,7449.0,KSCL
89,Other income,12  Mar-16*,131.0,KSCL
90,Total revenues,12  Mar-16*,7580.0,KSCL
91,Gross profit,12  Mar-16*,1875.0,KSCL
92,Depreciation,12  Mar-16*,274.0,KSCL
93,Interest,12  Mar-16*,2.0,KSCL
94,Profit before tax,12  Mar-16*,1729.0,KSCL
95,Minority Interest,12  Mar-16*,0.0,KSCL
96,Prior Period Items,12  Mar-16*,0.0,KSCL
97,Extraordinary Inc (Exp),12  Mar-16*,0.0,KSCL
98,Tax,12  Mar-16*,55.0,KSCL
99,Profit after tax,12  Mar-16*,1675.0,KSCL
100,Gross profit margin,12  Mar-16*,25.2,KSCL
101,Effective tax rate,12  Mar-16*,3.2,KSCL
102,Net profit margin,12  Mar-16*,22.5,KSCL
103,Current assets,12  Mar-16*,11347.0,KSCL
104,Current liabilities,12  Mar-16*,4235.0,KSCL
105,Net working cap to sales,12  Mar-16*,95.5,KSCL
106,Current ratio,12  Mar-16*,2.7,KSCL
107,Inventory Days,12  Mar-16*,247.0,KSCL
108,Debtors Days,12  Mar-16*,39.0,KSCL
109,Net fixed assets,12  Mar-16*,2206.0,KSCL
110,Share capital,12  Mar-16*,138.0,KSCL
111,"""Free"" reserves",12  Mar-16*,9134.0,KSCL
112,Net worth,12  Mar-16*,9272.0,KSCL
113,Long term debt,12  Mar-16*,16.0,KSCL
114,Total assets,12  Mar-16*,13607.0,KSCL
115,Interest coverage,12  Mar-16*,721.6,KSCL
116,Debt to equity ratio,12  Mar-16*,0.0,KSCL
117,Sales to assets ratio,12  Mar-16*,0.5,KSCL
118,Return on assets,12  Mar-16*,12.3,KSCL
119,Return on equity,12  Mar-16*,18.1,KSCL
120,Return on capital,12  Mar-16*,18.6,KSCL
121,Exports to sales,12  Mar-16*,1.3,KSCL
122,Imports to sales,12  Mar-16*,0.0,KSCL
123,Exports (fob),12  Mar-16*,99.0,KSCL
124,Imports (cif),12  Mar-16*,0.0,KSCL
125,Fx inflow,12  Mar-16*,99.0,KSCL
126,Fx outflow,12  Mar-16*,6.0,KSCL
127,Net fx,12  Mar-16*,93.0,KSCL
128,From Operations,12  Mar-16*,2463.0,KSCL
129,From Investments,12  Mar-16*,-2020.0,KSCL
130,From Financial Activity,12  Mar-16*,-416.0,KSCL
131,Net Cashflow,12  Mar-16*,28.0,KSCL
132,Net Sales,12  Mar-17*,7050.0,KSCL
133,Other income,12  Mar-17*,344.0,KSCL
134,Total revenues,12  Mar-17*,7394.0,KSCL
135,Gross profit,12  Mar-17*,803.0,KSCL
136,Depreciation,12  Mar-17*,302.0,KSCL
137,Interest,12  Mar-17*,2.0,KSCL
138,Profit before tax,12  Mar-17*,843.0,KSCL
139,Minority Interest,12  Mar-17*,0.0,KSCL
140,Prior Period Items,12  Mar-17*,0.0,KSCL
141,Extraordinary Inc (Exp),12  Mar-17*,0.0,KSCL
142,Tax,12  Mar-17*,70.0,KSCL
143,Profit after tax,12  Mar-17*,773.0,KSCL
144,Gross profit margin,12  Mar-17*,11.4,KSCL
145,Effective tax rate,12  Mar-17*,8.3,KSCL
146,Net profit margin,12  Mar-17*,11.0,KSCL
147,Current assets,12  Mar-17*,12837.0,KSCL
148,Current liabilities,12  Mar-17*,5009.0,KSCL
149,Net working cap to sales,12  Mar-17*,111.0,KSCL
150,Current ratio,12  Mar-17*,2.6,KSCL
151,Inventory Days,12  Mar-17*,232.0,KSCL
152,Debtors Days,12  Mar-17*,44.0,KSCL
153,Net fixed assets,12  Mar-17*,2322.0,KSCL
154,Share capital,12  Mar-17*,138.0,KSCL
155,"""Free"" reserves",12  Mar-17*,10005.0,KSCL
156,Net worth,12  Mar-17*,10143.0,KSCL
157,Long term debt,12  Mar-17*,46.0,KSCL
158,Total assets,12  Mar-17*,15278.0,KSCL
159,Interest coverage,12  Mar-17*,352.0,KSCL
160,Debt to equity ratio,12  Mar-17*,0.0,KSCL
161,Sales to assets ratio,12  Mar-17*,0.5,KSCL
162,Return on assets,12  Mar-17*,5.1,KSCL
163,Return on equity,12  Mar-17*,7.6,KSCL
164,Return on capital,12  Mar-17*,8.3,KSCL
165,Exports to sales,12  Mar-17*,0.0,KSCL
166,Imports to sales,12  Mar-17*,0.0,KSCL
167,Exports (fob),12  Mar-17*,0.0,KSCL
168,Imports (cif),12  Mar-17*,0.0,KSCL
169,Fx inflow,12  Mar-17*,146.0,KSCL
170,Fx outflow,12  Mar-17*,14.0,KSCL
171,Net fx,12  Mar-17*,132.0,KSCL
172,From Operations,12  Mar-17*,2182.0,KSCL
173,From Investments,12  Mar-17*,-1503.0,KSCL
174,From Financial Activity,12  Mar-17*,28.0,KSCL
175,Net Cashflow,12  Mar-17*,115.0,KSCL
176,Net Sales,12  Mar-18*,8192.0,KSCL
177,Other income,12  Mar-18*,237.0,KSCL
178,Total revenues,12  Mar-18*,8429.0,KSCL
179,Gross profit,12  Mar-18*,2218.0,KSCL
180,Depreciation,12  Mar-18*,251.0,KSCL
181,Interest,12  Mar-18*,6.0,KSCL
182,Profit before tax,12  Mar-18*,2198.0,KSCL
183,Minority Interest,12  Mar-18*,0.0,KSCL
184,Prior Period Items,12  Mar-18*,0.0,KSCL
185,Extraordinary Inc (Exp),12  Mar-18*,0.0,KSCL
186,Tax,12  Mar-18*,84.0,KSCL
187,Profit after tax,12  Mar-18*,2114.0,KSCL
188,Gross profit margin,12  Mar-18*,27.1,KSCL
189,Effective tax rate,12  Mar-18*,3.8,KSCL
190,Net profit margin,12  Mar-18*,25.8,KSCL
191,Current assets,12  Mar-18*,11824.0,KSCL
192,Current liabilities,12  Mar-18*,4199.0,KSCL
193,Net working cap to sales,12  Mar-18*,93.1,KSCL
194,Current ratio,12  Mar-18*,2.8,KSCL
195,Inventory Days,12  Mar-18*,197.0,KSCL
196,Debtors Days,12  Mar-18*,38.0,KSCL
197,Net fixed assets,12  Mar-18*,2234.0,KSCL
198,Share capital,12  Mar-18*,132.0,KSCL
199,"""Free"" reserves",12  Mar-18*,9992.0,KSCL
200,Net worth,12  Mar-18*,10124.0,KSCL
201,Long term debt,12  Mar-18*,29.0,KSCL
202,Total assets,12  Mar-18*,14487.0,KSCL
203,Interest coverage,12  Mar-18*,367.4,KSCL
204,Debt to equity ratio,12  Mar-18*,0.0,KSCL
205,Sales to assets ratio,12  Mar-18*,0.6,KSCL
206,Return on assets,12  Mar-18*,14.6,KSCL
207,Return on equity,12  Mar-18*,20.9,KSCL
208,Return on capital,12  Mar-18*,21.7,KSCL
209,Exports to sales,12  Mar-18*,0.0,KSCL
210,Imports to sales,12  Mar-18*,0.0,KSCL
211,Exports (fob),12  Mar-18*,0.0,KSCL
212,Imports (cif),12  Mar-18*,0.0,KSCL
213,Fx inflow,12  Mar-18*,131.0,KSCL
214,Fx outflow,12  Mar-18*,14.0,KSCL
215,Net fx,12  Mar-18*,117.0,KSCL
216,From Operations,12  Mar-18*,1508.0,KSCL
217,From Investments,12  Mar-18*,683.0,KSCL
218,From Financial Activity,12  Mar-18*,-2262.0,KSCL
219,Net Cashflow,12  Mar-18*,-71.0,KSCL
