,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,23298.0,HNGL
1,Other income,12  Mar-15*,672.0,HNGL
2,Total revenues,12  Mar-15*,23971.0,HNGL
3,Gross profit,12  Mar-15*,2772.0,HNGL
4,Depreciation,12  Mar-15*,2959.0,HNGL
5,Interest,12  Mar-15*,2857.0,HNGL
6,Profit before tax,12  Mar-15*,-2372.0,HNGL
7,Minority Interest,12  Mar-15*,0.0,HNGL
8,Prior Period Items,12  Mar-15*,0.0,HNGL
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,HNGL
10,Tax,12  Mar-15*,9.0,HNGL
11,Profit after tax,12  Mar-15*,-2381.0,HNGL
12,Gross profit margin,12  Mar-15*,11.9,HNGL
13,Effective tax rate,12  Mar-15*,-0.4,HNGL
14,Net profit margin,12  Mar-15*,-10.2,HNGL
15,Current assets,12  Mar-15*,14045.0,HNGL
16,Current liabilities,12  Mar-15*,16435.0,HNGL
17,Net working cap to sales,12  Mar-15*,-10.3,HNGL
18,Current ratio,12  Mar-15*,0.9,HNGL
19,Inventory Days,12  Mar-15*,99.0,HNGL
20,Debtors Days,12  Mar-15*,73.0,HNGL
21,Net fixed assets,12  Mar-15*,26980.0,HNGL
22,Share capital,12  Mar-15*,175.0,HNGL
23,"""Free"" reserves",12  Mar-15*,4577.0,HNGL
24,Net worth,12  Mar-15*,4751.0,HNGL
25,Long term debt,12  Mar-15*,20321.0,HNGL
26,Total assets,12  Mar-15*,41782.0,HNGL
27,Interest coverage,12  Mar-15*,0.2,HNGL
28,Debt to equity ratio,12  Mar-15*,4.3,HNGL
29,Sales to assets ratio,12  Mar-15*,0.6,HNGL
30,Return on assets,12  Mar-15*,1.1,HNGL
31,Return on equity,12  Mar-15*,-50.1,HNGL
32,Return on capital,12  Mar-15*,1.9,HNGL
33,Exports to sales,12  Mar-15*,2.0,HNGL
34,Imports to sales,12  Mar-15*,10.1,HNGL
35,Exports (fob),12  Mar-15*,470.0,HNGL
36,Imports (cif),12  Mar-15*,2354.0,HNGL
37,Fx inflow,12  Mar-15*,470.0,HNGL
38,Fx outflow,12  Mar-15*,2601.0,HNGL
39,Net fx,12  Mar-15*,-2131.0,HNGL
40,From Operations,12  Mar-15*,2494.0,HNGL
41,From Investments,12  Mar-15*,-324.0,HNGL
42,From Financial Activity,12  Mar-15*,-2350.0,HNGL
43,Net Cashflow,12  Mar-15*,-197.0,HNGL
44,Net Sales,12  Mar-16*,23141.0,HNGL
45,Other income,12  Mar-16*,145.0,HNGL
46,Total revenues,12  Mar-16*,23286.0,HNGL
47,Gross profit,12  Mar-16*,3442.0,HNGL
48,Depreciation,12  Mar-16*,2390.0,HNGL
49,Interest,12  Mar-16*,2717.0,HNGL
50,Profit before tax,12  Mar-16*,-1520.0,HNGL
51,Minority Interest,12  Mar-16*,0.0,HNGL
52,Prior Period Items,12  Mar-16*,0.0,HNGL
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,HNGL
54,Tax,12  Mar-16*,114.0,HNGL
55,Profit after tax,12  Mar-16*,-1634.0,HNGL
56,Gross profit margin,12  Mar-16*,14.9,HNGL
57,Effective tax rate,12  Mar-16*,-7.5,HNGL
58,Net profit margin,12  Mar-16*,-7.1,HNGL
59,Current assets,12  Mar-16*,12319.0,HNGL
60,Current liabilities,12  Mar-16*,13133.0,HNGL
