,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,258934.0,IRYN
1,Other income,12  Mar-14*,3389.0,IRYN
2,Total revenues,12  Mar-14*,262323.0,IRYN
3,Gross profit,12  Mar-14*,155155.0,IRYN
4,Depreciation,12  Mar-14*,16089.0,IRYN
5,Interest,12  Mar-14*,15613.0,IRYN
6,Profit before tax,12  Mar-14*,126842.0,IRYN
7,Minority Interest,12  Mar-14*,789.0,IRYN
8,Prior Period Items,12  Mar-14*,0.0,IRYN
9,Extraordinary Inc (Exp),12  Mar-14*,54.0,IRYN
10,Tax,12  Mar-14*,5505.0,IRYN
11,Profit after tax,12  Mar-14*,122180.0,IRYN
12,Gross profit margin,12  Mar-14*,59.9,IRYN
13,Effective tax rate,12  Mar-14*,4.3,IRYN
14,Net profit margin,12  Mar-14*,47.2,IRYN
15,Current assets,12  Mar-14*,175728.0,IRYN
16,Current liabilities,12  Mar-14*,14516.0,IRYN
17,Net working cap to sales,12  Mar-14*,62.3,IRYN
18,Current ratio,12  Mar-14*,12.1,IRYN
19,Inventory Days,12  Mar-14*,22.0,IRYN
20,Debtors Days,12  Mar-14*,37.0,IRYN
21,Net fixed assets,12  Mar-14*,179990.0,IRYN
22,Share capital,12  Mar-14*,1302.0,IRYN
23,"""Free"" reserves",12  Mar-14*,105208.0,IRYN
24,Net worth,12  Mar-14*,111886.0,IRYN
25,Long term debt,12  Mar-14*,118956.0,IRYN
26,Total assets,12  Mar-14*,630311.0,IRYN
27,Interest coverage,12  Mar-14*,9.1,IRYN
28,Debt to equity ratio,12  Mar-14*,1.1,IRYN
29,Sales to assets ratio,12  Mar-14*,0.4,IRYN
30,Return on assets,12  Mar-14*,21.9,IRYN
31,Return on equity,12  Mar-14*,109.2,IRYN
32,Return on capital,12  Mar-14*,62.1,IRYN
33,Exports to sales,12  Mar-14*,2.9,IRYN
34,Imports to sales,12  Mar-14*,5.5,IRYN
35,Exports (fob),12  Mar-14*,7515.0,IRYN
36,Imports (cif),12  Mar-14*,14316.0,IRYN
37,Fx inflow,12  Mar-14*,7515.0,IRYN
38,Fx outflow,12  Mar-14*,14979.0,IRYN
39,Net fx,12  Mar-14*,-7464.0,IRYN
40,From Operations,12  Mar-14*,355.0,IRYN
41,From Investments,12  Mar-14*,-26249.0,IRYN
42,From Financial Activity,12  Mar-14*,25615.0,IRYN
43,Net Cashflow,12  Mar-14*,-279.0,IRYN
44,Net Sales,12  Mar-15*,265155.0,IRYN
45,Other income,12  Mar-15*,4011.0,IRYN
46,Total revenues,12  Mar-15*,269166.0,IRYN
47,Gross profit,12  Mar-15*,53215.0,IRYN
48,Depreciation,12  Mar-15*,17028.0,IRYN
49,Interest,12  Mar-15*,17576.0,IRYN
50,Profit before tax,12  Mar-15*,22623.0,IRYN
51,Minority Interest,12  Mar-15*,756.0,IRYN
52,Prior Period Items,12  Mar-15*,0.0,IRYN
53,Extraordinary Inc (Exp),12  Mar-15*,-133.0,IRYN
54,Tax,12  Mar-15*,8335.0,IRYN
55,Profit after tax,12  Mar-15*,14911.0,IRYN
56,Gross profit margin,12  Mar-15*,20.1,IRYN
57,Effective tax rate,12  Mar-15*,36.8,IRYN
58,Net profit margin,12  Mar-15*,5.6,IRYN
59,Current assets,12  Mar-15*,211744.0,IRYN
60,Current liabilities,12  Mar-15*,178662.0,IRYN
61,Net working cap to sales,12  Mar-15*,12.5,IRYN
62,Current ratio,12  Mar-15*,1.2,IRYN
63,Inventory Days,12  Mar-15*,24.0,IRYN
64,Debtors Days,12  Mar-15*,33.0,IRYN
65,Net fixed assets,12  Mar-15*,158379.0,IRYN
