,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,22007.0,HTMA
1,Other income,12  Mar-14*,1623.0,HTMA
2,Total revenues,12  Mar-14*,23630.0,HTMA
3,Gross profit,12  Mar-14*,3125.0,HTMA
4,Depreciation,12  Mar-14*,858.0,HTMA
5,Interest,12  Mar-14*,649.0,HTMA
6,Profit before tax,12  Mar-14*,3241.0,HTMA
7,Minority Interest,12  Mar-14*,-239.0,HTMA
8,Prior Period Items,12  Mar-14*,-9.0,HTMA
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,HTMA
10,Tax,12  Mar-14*,917.0,HTMA
11,Profit after tax,12  Mar-14*,2075.0,HTMA
12,Gross profit margin,12  Mar-14*,14.2,HTMA
13,Effective tax rate,12  Mar-14*,28.3,HTMA
14,Net profit margin,12  Mar-14*,9.4,HTMA
15,Current assets,12  Mar-14*,17552.0,HTMA
16,Current liabilities,12  Mar-14*,11384.0,HTMA
17,Net working cap to sales,12  Mar-14*,28.0,HTMA
18,Current ratio,12  Mar-14*,1.5,HTMA
19,Inventory Days,12  Mar-14*,37.0,HTMA
20,Debtors Days,12  Mar-14*,48.0,HTMA
21,Net fixed assets,12  Mar-14*,7847.0,HTMA
22,Share capital,12  Mar-14*,461.0,HTMA
23,"""Free"" reserves",12  Mar-14*,16229.0,HTMA
24,Net worth,12  Mar-14*,17453.0,HTMA
25,Long term debt,12  Mar-14*,468.0,HTMA
26,Total assets,12  Mar-14*,31636.0,HTMA
27,Interest coverage,12  Mar-14*,6.0,HTMA
28,Debt to equity ratio,12  Mar-14*,0.0,HTMA
29,Sales to assets ratio,12  Mar-14*,0.7,HTMA
30,Return on assets,12  Mar-14*,8.6,HTMA
31,Return on equity,12  Mar-14*,11.9,HTMA
32,Return on capital,12  Mar-14*,20.3,HTMA
33,Exports to sales,12  Mar-14*,0.0,HTMA
34,Imports to sales,12  Mar-14*,18.4,HTMA
35,Exports (fob),12  Mar-14*,0.0,HTMA
36,Imports (cif),12  Mar-14*,4058.0,HTMA
37,Fx inflow,12  Mar-14*,436.0,HTMA
38,Fx outflow,12  Mar-14*,4363.0,HTMA
39,Net fx,12  Mar-14*,-3927.0,HTMA
40,From Operations,12  Mar-14*,2705.0,HTMA
41,From Investments,12  Mar-14*,-3018.0,HTMA
42,From Financial Activity,12  Mar-14*,-13.0,HTMA
43,Net Cashflow,12  Mar-14*,-325.0,HTMA
44,Net Sales,12  Mar-15*,22815.0,HTMA
45,Other income,12  Mar-15*,1757.0,HTMA
46,Total revenues,12  Mar-15*,24573.0,HTMA
47,Gross profit,12  Mar-15*,2464.0,HTMA
48,Depreciation,12  Mar-15*,1003.0,HTMA
49,Interest,12  Mar-15*,467.0,HTMA
50,Profit before tax,12  Mar-15*,2752.0,HTMA
51,Minority Interest,12  Mar-15*,-362.0,HTMA
52,Prior Period Items,12  Mar-15*,-18.0,HTMA
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,HTMA
54,Tax,12  Mar-15*,574.0,HTMA
55,Profit after tax,12  Mar-15*,1798.0,HTMA
56,Gross profit margin,12  Mar-15*,10.8,HTMA
57,Effective tax rate,12  Mar-15*,20.8,HTMA
