,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-16*,142715.0,ASPN
1,Other income,12  Mar-16*,2134.0,ASPN
2,Total revenues,12  Mar-16*,144849.0,ASPN
3,Gross profit,12  Mar-16*,27692.0,ASPN
4,Depreciation,12  Mar-16*,2756.0,ASPN
5,Interest,12  Mar-16*,407.0,ASPN
6,Profit before tax,12  Mar-16*,26663.0,ASPN
7,Minority Interest,12  Mar-16*,334.0,ASPN
8,Prior Period Items,12  Mar-16*,0.0,ASPN
9,Extraordinary Inc (Exp),12  Mar-16*,-525.0,ASPN
10,Tax,12  Mar-16*,8445.0,ASPN
11,Profit after tax,12  Mar-16*,18028.0,ASPN
12,Gross profit margin,12  Mar-16*,19.4,ASPN
13,Effective tax rate,12  Mar-16*,31.7,ASPN
14,Net profit margin,12  Mar-16*,12.6,ASPN
15,Current assets,12  Mar-16*,57350.0,ASPN
16,Current liabilities,12  Mar-16*,31491.0,ASPN
17,Net working cap to sales,12  Mar-16*,18.1,ASPN
18,Current ratio,12  Mar-16*,1.8,ASPN
19,Inventory Days,12  Mar-16*,51.0,ASPN
20,Debtors Days,12  Mar-16*,30.0,ASPN
21,Net fixed assets,12  Mar-16*,35229.0,ASPN
22,Share capital,12  Mar-16*,959.0,ASPN
23,"""Free"" reserves",12  Mar-16*,64289.0,ASPN
24,Net worth,12  Mar-16*,65248.0,ASPN
25,Long term debt,12  Mar-16*,726.0,ASPN
26,Total assets,12  Mar-16*,105609.0,ASPN
27,Interest coverage,12  Mar-16*,66.6,ASPN
28,Debt to equity ratio,12  Mar-16*,0.0,ASPN
29,Sales to assets ratio,12  Mar-16*,1.4,ASPN
30,Return on assets,12  Mar-16*,17.5,ASPN
31,Return on equity,12  Mar-16*,27.6,ASPN
32,Return on capital,12  Mar-16*,40.7,ASPN
33,Exports to sales,12  Mar-16*,0.3,ASPN
34,Imports to sales,12  Mar-16*,13.0,ASPN
35,Exports (fob),12  Mar-16*,357.0,ASPN
36,Imports (cif),12  Mar-16*,18499.0,ASPN
37,Fx inflow,12  Mar-16*,802.0,ASPN
38,Fx outflow,12  Mar-16*,19554.0,ASPN
39,Net fx,12  Mar-16*,-18752.0,ASPN
40,From Operations,12  Mar-16*,22430.0,ASPN
41,From Investments,12  Mar-16*,-8663.0,ASPN
42,From Financial Activity,12  Mar-16*,-8490.0,ASPN
43,Net Cashflow,12  Mar-16*,5277.0,ASPN
44,Net Sales,12  Mar-17*,150620.0,ASPN
45,Other income,12  Mar-17*,2624.0,ASPN
46,Total revenues,12  Mar-17*,153244.0,ASPN
47,Gross profit,12  Mar-17*,29864.0,ASPN
48,Depreciation,12  Mar-17*,3348.0,ASPN
49,Interest,12  Mar-17*,300.0,ASPN
50,Profit before tax,12  Mar-17*,28841.0,ASPN
51,Minority Interest,12  Mar-17*,496.0,ASPN
52,Prior Period Items,12  Mar-17*,0.0,ASPN
53,Extraordinary Inc (Exp),12  Mar-17*,0.0,ASPN
54,Tax,12  Mar-17*,9433.0,ASPN
