,No. of Mths  Year Ending,variable,value,name
0,Net Sales,15  Mar-14*,138973.0,PNTR
1,Other income,15  Mar-14*,3075.0,PNTR
2,Total revenues,15  Mar-14*,142048.0,PNTR
3,Gross profit,15  Mar-14*,9436.0,PNTR
4,Depreciation,15  Mar-14*,4519.0,PNTR
5,Interest,15  Mar-14*,7260.0,PNTR
6,Profit before tax,15  Mar-14*,734.0,PNTR
7,Minority Interest,15  Mar-14*,-147.0,PNTR
8,Prior Period Items,15  Mar-14*,2.0,PNTR
9,Extraordinary Inc (Exp),15  Mar-14*,258.0,PNTR
10,Tax,15  Mar-14*,44.0,PNTR
11,Profit after tax,15  Mar-14*,803.0,PNTR
12,Gross profit margin,15  Mar-14*,6.8,PNTR
13,Effective tax rate,15  Mar-14*,6.0,PNTR
14,Net profit margin,15  Mar-14*,0.6,PNTR
15,Current assets,15  Mar-14*,53508.0,PNTR
16,Current liabilities,15  Mar-14*,43097.0,PNTR
17,Net working cap to sales,15  Mar-14*,7.5,PNTR
18,Current ratio,15  Mar-14*,1.2,PNTR
19,Inventory Days,15  Mar-14*,82.0,PNTR
20,Debtors Days,15  Mar-14*,12.0,PNTR
21,Net fixed assets,15  Mar-14*,49138.0,PNTR
22,Share capital,15  Mar-14*,431.0,PNTR
23,"""Free"" reserves",15  Mar-14*,21054.0,PNTR
24,Net worth,15  Mar-14*,32592.0,PNTR
25,Long term debt,15  Mar-14*,38101.0,PNTR
26,Total assets,15  Mar-14*,121488.0,PNTR
27,Interest coverage,15  Mar-14*,1.1,PNTR
28,Debt to equity ratio,15  Mar-14*,1.2,PNTR
29,Sales to assets ratio,15  Mar-14*,1.1,PNTR
30,Return on assets,15  Mar-14*,6.6,PNTR
31,Return on equity,15  Mar-14*,2.5,PNTR
32,Return on capital,15  Mar-14*,11.5,PNTR
33,Exports to sales,15  Mar-14*,0.6,PNTR
34,Imports to sales,15  Mar-14*,1.2,PNTR
35,Exports (fob),15  Mar-14*,884.0,PNTR
36,Imports (cif),15  Mar-14*,1650.0,PNTR
37,Fx inflow,15  Mar-14*,884.0,PNTR
38,Fx outflow,15  Mar-14*,1742.0,PNTR
39,Net fx,15  Mar-14*,-857.0,PNTR
40,From Operations,15  Mar-14*,22340.0,PNTR
41,From Investments,15  Mar-14*,-2439.0,PNTR
42,From Financial Activity,15  Mar-14*,-19021.0,PNTR
43,Net Cashflow,15  Mar-14*,881.0,PNTR
44,Net Sales,12  Mar-15*,110572.0,PNTR
45,Other income,12  Mar-15*,926.0,PNTR
46,Total revenues,12  Mar-15*,111499.0,PNTR
47,Gross profit,12  Mar-15*,11246.0,PNTR
48,Depreciation,12  Mar-15*,5417.0,PNTR
49,Interest,12  Mar-15*,6792.0,PNTR
50,Profit before tax,12  Mar-15*,-36.0,PNTR
51,Minority Interest,12  Mar-15*,-73.0,PNTR
52,Prior Period Items,12  Mar-15*,20.0,PNTR
53,Extraordinary Inc (Exp),12  Mar-15*,1640.0,PNTR
54,Tax,12  Mar-15*,21.0,PNTR
55,Profit after tax,12  Mar-15*,1530.0,PNTR
56,Gross profit margin,12  Mar-15*,10.2,PNTR
57,Effective tax rate,12  Mar-15*,-58.6,PNTR
58,Net profit margin,12  Mar-15*,1.4,PNTR
59,Current assets,12  Mar-15*,60069.0,PNTR
60,Current liabilities,12  Mar-15*,42165.0,PNTR
61,Net working cap to sales,12  Mar-15*,16.2,PNTR
62,Current ratio,12  Mar-15*,1.4,PNTR
63,Inventory Days,12  Mar-15*,117.0,PNTR
64,Debtors Days,12  Mar-15*,18.0,PNTR
65,Net fixed assets,12  Mar-15*,52747.0,PNTR
66,Share capital,12  Mar-15*,1316.0,PNTR
