,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,2088.0,IFVN
1,Other income,12  Mar-14*,140.0,IFVN
2,Total revenues,12  Mar-14*,2229.0,IFVN
3,Gross profit,12  Mar-14*,1064.0,IFVN
4,Depreciation,12  Mar-14*,190.0,IFVN
5,Interest,12  Mar-14*,8.0,IFVN
6,Profit before tax,12  Mar-14*,1007.0,IFVN
7,Minority Interest,12  Mar-14*,-4.0,IFVN
8,Prior Period Items,12  Mar-14*,0.0,IFVN
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,IFVN
10,Tax,12  Mar-14*,279.0,IFVN
11,Profit after tax,12  Mar-14*,725.0,IFVN
12,Gross profit margin,12  Mar-14*,51.0,IFVN
13,Effective tax rate,12  Mar-14*,27.7,IFVN
14,Net profit margin,12  Mar-14*,34.7,IFVN
15,Current assets,12  Mar-14*,2237.0,IFVN
16,Current liabilities,12  Mar-14*,920.0,IFVN
17,Net working cap to sales,12  Mar-14*,63.1,IFVN
18,Current ratio,12  Mar-14*,2.4,IFVN
19,Inventory Days,12  Mar-14*,0.0,IFVN
20,Debtors Days,12  Mar-14*,205.0,IFVN
21,Net fixed assets,12  Mar-14*,1521.0,IFVN
22,Share capital,12  Mar-14*,627.0,IFVN
23,"""Free"" reserves",12  Mar-14*,2210.0,IFVN
24,Net worth,12  Mar-14*,3263.0,IFVN
25,Long term debt,12  Mar-14*,0.0,IFVN
26,Total assets,12  Mar-14*,4281.0,IFVN
27,Interest coverage,12  Mar-14*,130.2,IFVN
28,Debt to equity ratio,12  Mar-14*,0.0,IFVN
29,Sales to assets ratio,12  Mar-14*,0.5,IFVN
30,Return on assets,12  Mar-14*,17.1,IFVN
31,Return on equity,12  Mar-14*,22.2,IFVN
32,Return on capital,12  Mar-14*,31.0,IFVN
33,Exports to sales,12  Mar-14*,0.0,IFVN
34,Imports to sales,12  Mar-14*,0.0,IFVN
35,Exports (fob),12  Mar-14*,0.0,IFVN
36,Imports (cif),12  Mar-14*,0.0,IFVN
37,Fx inflow,12  Mar-14*,893.0,IFVN
38,Fx outflow,12  Mar-14*,21.0,IFVN
39,Net fx,12  Mar-14*,872.0,IFVN
40,From Operations,12  Mar-14*,396.0,IFVN
41,From Investments,12  Mar-14*,111.0,IFVN
42,From Financial Activity,12  Mar-14*,-675.0,IFVN
43,Net Cashflow,12  Mar-14*,-169.0,IFVN
44,Net Sales,12  Mar-15*,1919.0,IFVN
45,Other income,12  Mar-15*,167.0,IFVN
46,Total revenues,12  Mar-15*,2087.0,IFVN
47,Gross profit,12  Mar-15*,990.0,IFVN
48,Depreciation,12  Mar-15*,193.0,IFVN
49,Interest,12  Mar-15*,0.0,IFVN
50,Profit before tax,12  Mar-15*,965.0,IFVN
51,Minority Interest,12  Mar-15*,-1.0,IFVN
52,Prior Period Items,12  Mar-15*,0.0,IFVN
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,IFVN
54,Tax,12  Mar-15*,234.0,IFVN
55,Profit after tax,12  Mar-15*,730.0,IFVN
56,Gross profit margin,12  Mar-15*,51.6,IFVN
57,Effective tax rate,12  Mar-15*,24.3,IFVN
58,Net profit margin,12  Mar-15*,38.0,IFVN
59,Current assets,12  Mar-15*,2670,IFVN
60,Current liabilities,12  Mar-15*,823,IFVN
61,Net working cap to sales,12  Mar-15*,96.3,IFVN
62,Current ratio,12  Mar-15*,3.2,IFVN
63,Inventory Days,12  Mar-15*,0,IFVN
64,Debtors Days,12  Mar-15*,193,IFVN
65,Net fixed assets,12  Mar-15*,1418,IFVN
66,Share capital,12  Mar-15*,628,IFVN
67,"""Free"" reserves",12  Mar-15*,2476,IFVN
68,Net worth,12  Mar-15*,3645,IFVN
69,Long term debt,12  Mar-15*,0,IFVN
70,Total assets,12  Mar-15*,4575,IFVN
71,Interest coverage,12  Mar-15*,NM,IFVN
72,Debt to equity ratio,12  Mar-15*,0,IFVN
73,Sales to assets ratio,12  Mar-15*,0.4,IFVN
74,Return on assets,12  Mar-15*,16.0,IFVN
75,Return on equity,12  Mar-15*,20.0,IFVN
76,Return on capital,12  Mar-15*,26.5,IFVN
77,Exports to sales,12  Mar-15*,0,IFVN
78,Imports to sales,12  Mar-15*,0,IFVN
79,Exports (fob),12  Mar-15*,0,IFVN
80,Imports (cif),12  Mar-15*,0,IFVN
81,Fx inflow,12  Mar-15*,799,IFVN
82,Fx outflow,12  Mar-15*,11,IFVN
83,Net fx,12  Mar-15*,787,IFVN
84,From Operations,12  Mar-15*,989,IFVN
85,From Investments,12  Mar-15*,-384,IFVN
86,From Financial Activity,12  Mar-15*,-461,IFVN
87,Net Cashflow,12  Mar-15*,143,IFVN
88,Net Sales,12  Mar-16*,1828.0,IFVN
89,Other income,12  Mar-16*,80.0,IFVN
90,Total revenues,12  Mar-16*,1908.0,IFVN
91,Gross profit,12  Mar-16*,872.0,IFVN
92,Depreciation,12  Mar-16*,204.0,IFVN
93,Interest,12  Mar-16*,0.0,IFVN
94,Profit before tax,12  Mar-16*,748.0,IFVN
95,Minority Interest,12  Mar-16*,0.0,IFVN
96,Prior Period Items,12  Mar-16*,0.0,IFVN
97,Extraordinary Inc (Exp),12  Mar-16*,0.0,IFVN
98,Tax,12  Mar-16*,187.0,IFVN
99,Profit after tax,12  Mar-16*,561.0,IFVN
