,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,21357.0,TLNP
1,Other income,12  Mar-15,166.0,TLNP
2,Total revenues,12  Mar-15,21524.0,TLNP
3,Gross profit,12  Mar-15,5057.0,TLNP
4,Depreciation,12  Mar-15,1373.0,TLNP
5,Interest,12  Mar-15,1549.0,TLNP
6,Profit before tax,12  Mar-15,2301.0,TLNP
7,Minority Interest,12  Mar-15,0.0,TLNP
8,Prior Period Items,12  Mar-15,0.0,TLNP
9,Extraordinary Inc (Exp),12  Mar-15,0.0,TLNP
10,Tax,12  Mar-15,634.0,TLNP
11,Profit after tax,12  Mar-15,1667.0,TLNP
12,Gross profit margin,12  Mar-15,23.7,TLNP
13,Effective tax rate,12  Mar-15,27.6,TLNP
14,Net profit margin,12  Mar-15,7.8,TLNP
15,Current assets,12  Mar-15,12335.0,TLNP
16,Current liabilities,12  Mar-15,16658.0,TLNP
17,Net working cap to sales,12  Mar-15,-20.2,TLNP
18,Current ratio,12  Mar-15,0.7,TLNP
19,Inventory Days,12  Mar-15,74.0,TLNP
20,Debtors Days,12  Mar-15,86.0,TLNP
21,Net fixed assets,12  Mar-15,30408.0,TLNP
22,Share capital,12  Mar-15,694.0,TLNP
23,"""Free"" reserves",12  Mar-15,11323.0,TLNP
24,Net worth,12  Mar-15,12016.0,TLNP
25,Long term debt,12  Mar-15,13692.0,TLNP
26,Total assets,12  Mar-15,46975.0,TLNP
27,Interest coverage,12  Mar-15,2.5,TLNP
28,Debt to equity ratio,12  Mar-15,1.1,TLNP
29,Sales to assets ratio,12  Mar-15,0.5,TLNP
30,Return on assets,12  Mar-15,6.8,TLNP
31,Return on equity,12  Mar-15,13.9,TLNP
32,Return on capital,12  Mar-15,15.0,TLNP
33,Exports to sales,12  Mar-15,17.1,TLNP
34,Imports to sales,12  Mar-15,33.2,TLNP
35,Exports (fob),12  Mar-15,3657.0,TLNP
36,Imports (cif),12  Mar-15,7082.0,TLNP
37,Fx inflow,12  Mar-15,3886.0,TLNP
38,Fx outflow,12  Mar-15,8942.0,TLNP
39,Net fx,12  Mar-15,-5056.0,TLNP
40,From Operations,12  Mar-15,4040.0,TLNP
41,From Investments,12  Mar-15,-7407.0,TLNP
42,From Financial Activity,12  Mar-15,3447.0,TLNP
43,Net Cashflow,12  Mar-15,81.0,TLNP
44,Net Sales,12  Mar-16,24175.0,TLNP
45,Other income,12  Mar-16,168.0,TLNP
46,Total revenues,12  Mar-16,24343.0,TLNP
47,Gross profit,12  Mar-16,5792.0,TLNP
48,Depreciation,12  Mar-16,1395.0,TLNP
49,Interest,12  Mar-16,1393.0,TLNP
50,Profit before tax,12  Mar-16,3172.0,TLNP
51,Minority Interest,12  Mar-16,0.0,TLNP
52,Prior Period Items,12  Mar-16,0.0,TLNP
53,Extraordinary Inc (Exp),12  Mar-16,0.0,TLNP
54,Tax,12  Mar-16,633.0,TLNP
55,Profit after tax,12  Mar-16,2539.0,TLNP
56,Gross profit margin,12  Mar-16,24.0,TLNP
57,Effective tax rate,12  Mar-16,20.0,TLNP
58,Net profit margin,12  Mar-16,10.5,TLNP
59,Current assets,12  Mar-16,11370.0,TLNP
60,Current liabilities,12  Mar-16,16286.0,TLNP
61,Net working cap to sales,12  Mar-16,-20.3,TLNP
62,Current ratio,12  Mar-16,0.7,TLNP
63,Inventory Days,12  Mar-16,58.0,TLNP
64,Debtors Days,12  Mar-16,63.0,TLNP
65,Net fixed assets,12  Mar-16,42221.0,TLNP
66,Share capital,12  Mar-16,694.0,TLNP
67,"""Free"" reserves",12  Mar-16,13762.0,TLNP
68,Net worth,12  Mar-16,14455.0,TLNP
69,Long term debt,12  Mar-16,19387.0,TLNP
70,Total assets,12  Mar-16,54882.0,TLNP
71,Interest coverage,12  Mar-16,3.3,TLNP
72,Debt to equity ratio,12  Mar-16,1.3,TLNP
73,Sales to assets ratio,12  Mar-16,0.4,TLNP
74,Return on assets,12  Mar-16,7.2,TLNP
75,Return on equity,12  Mar-16,17.6,TLNP
76,Return on capital,12  Mar-16,13.5,TLNP
77,Exports to sales,12  Mar-16,14.9,TLNP
78,Imports to sales,12  Mar-16,30.8,TLNP
79,Exports (fob),12  Mar-16,3590.0,TLNP
80,Imports (cif),12  Mar-16,7449.0,TLNP
81,Fx inflow,12  Mar-16,3731.0,TLNP
82,Fx outflow,12  Mar-16,8372.0,TLNP
