,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14,5342.0,REHF
1,Other income,12  Mar-14,12.0,REHF
2,Total revenues,12  Mar-14,5354.0,REHF
3,Gross profit,12  Mar-14,4751.0,REHF
4,Depreciation,12  Mar-14,24.0,REHF
5,Interest,12  Mar-14,3248.0,REHF
6,Profit before tax,12  Mar-14,1491.0,REHF
7,Minority Interest,12  Mar-14,0.0,REHF
8,Prior Period Items,12  Mar-14,0.0,REHF
9,Extraordinary Inc (Exp),12  Mar-14,0.0,REHF
10,Tax,12  Mar-14,390.0,REHF
11,Profit after tax,12  Mar-14,1101.0,REHF
12,Gross profit margin,12  Mar-14,88.9,REHF
13,Effective tax rate,12  Mar-14,26.2,REHF
14,Net profit margin,12  Mar-14,20.6,REHF
15,Current assets,12  Mar-14,3393.0,REHF
16,Current liabilities,12  Mar-14,10314.0,REHF
17,Net working cap to sales,12  Mar-14,-129.6,REHF
18,Current ratio,12  Mar-14,0.3,REHF
19,Inventory Days,12  Mar-14,0.0,REHF
20,Debtors Days,12  Mar-14,0.0,REHF
21,Net fixed assets,12  Mar-14,50.0,REHF
22,Share capital,12  Mar-14,622.0,REHF
23,"""Free"" reserves",12  Mar-14,5036.0,REHF
24,Net worth,12  Mar-14,7411.0,REHF
25,Long term debt,12  Mar-14,29108.0,REHF
26,Total assets,12  Mar-14,47390.0,REHF
27,Interest coverage,12  Mar-14,1.5,REHF
28,Debt to equity ratio,12  Mar-14,3.9,REHF
29,Sales to assets ratio,12  Mar-14,0.1,REHF
30,Return on assets,12  Mar-14,9.2,REHF
31,Return on equity,12  Mar-14,14.9,REHF
32,Return on capital,12  Mar-14,13.0,REHF
33,Exports to sales,12  Mar-14,0.0,REHF
34,Imports to sales,12  Mar-14,0.0,REHF
35,Exports (fob),12  Mar-14,0.0,REHF
36,Imports (cif),12  Mar-14,0.0,REHF
37,Fx inflow,12  Mar-14,0.0,REHF
38,Fx outflow,12  Mar-14,0.0,REHF
39,Net fx,12  Mar-14,0.0,REHF
40,From Operations,12  Mar-14,1058.0,REHF
41,From Investments,12  Mar-14,-66.0,REHF
42,From Financial Activity,12  Mar-14,-2874.0,REHF
43,Net Cashflow,12  Mar-14,-1883.0,REHF
44,Net Sales,12  Mar-15,6922.0,REHF
45,Other income,12  Mar-15,8.0,REHF
