,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,12185.0,CENKA
1,Other income,12  Mar-15,70.0,CENKA
2,Total revenues,12  Mar-15,12256.0,CENKA
3,Gross profit,12  Mar-15,1157.0,CENKA
4,Depreciation,12  Mar-15,428.0,CENKA
5,Interest,12  Mar-15,173.0,CENKA
6,Profit before tax,12  Mar-15,626.0,CENKA
7,Minority Interest,12  Mar-15,0.0,CENKA
8,Prior Period Items,12  Mar-15,0.0,CENKA
9,Extraordinary Inc (Exp),12  Mar-15,0.0,CENKA
10,Tax,12  Mar-15,261.0,CENKA
11,Profit after tax,12  Mar-15,366.0,CENKA
12,Gross profit margin,12  Mar-15,9.5,CENKA
13,Effective tax rate,12  Mar-15,41.6,CENKA
14,Net profit margin,12  Mar-15,3.0,CENKA
15,Current assets,12  Mar-15,3934.0,CENKA
16,Current liabilities,12  Mar-15,1479.0,CENKA
17,Net working cap to sales,12  Mar-15,20.1,CENKA
18,Current ratio,12  Mar-15,2.7,CENKA
19,Inventory Days,12  Mar-15,61.0,CENKA
20,Debtors Days,12  Mar-15,49.0,CENKA
21,Net fixed assets,12  Mar-15,6238.0,CENKA
22,Share capital,12  Mar-15,219.0,CENKA
23,"""Free"" reserves",12  Mar-15,6776.0,CENKA
24,Net worth,12  Mar-15,7161.0,CENKA
25,Long term debt,12  Mar-15,658.0,CENKA
26,Total assets,12  Mar-15,10486.0,CENKA
27,Interest coverage,12  Mar-15,4.6,CENKA
28,Debt to equity ratio,12  Mar-15,0.1,CENKA
29,Sales to assets ratio,12  Mar-15,1.2,CENKA
30,Return on assets,12  Mar-15,5.1,CENKA
31,Return on equity,12  Mar-15,5.1,CENKA
32,Return on capital,12  Mar-15,10.2,CENKA
33,Exports to sales,12  Mar-15,1.6,CENKA
34,Imports to sales,12  Mar-15,28.1,CENKA
35,Exports (fob),12  Mar-15,191.0,CENKA
36,Imports (cif),12  Mar-15,3429.0,CENKA
37,Fx inflow,12  Mar-15,198.0,CENKA
38,Fx outflow,12  Mar-15,3456.0,CENKA
39,Net fx,12  Mar-15,-3258.0,CENKA
