,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,32938.0,WHRP
1,Other income,12  Mar-15,380.0,WHRP
2,Total revenues,12  Mar-15,33318.0,WHRP
3,Gross profit,12  Mar-15,3313.0,WHRP
4,Depreciation,12  Mar-15,681.0,WHRP
5,Interest,12  Mar-15,6.0,WHRP
6,Profit before tax,12  Mar-15,3005.0,WHRP
7,Minority Interest,12  Mar-15,0.0,WHRP
8,Prior Period Items,12  Mar-15,0.0,WHRP
9,Extraordinary Inc (Exp),12  Mar-15,0.0,WHRP
10,Tax,12  Mar-15,900.0,WHRP
11,Profit after tax,12  Mar-15,2105.0,WHRP
12,Gross profit margin,12  Mar-15,10.1,WHRP
13,Effective tax rate,12  Mar-15,30.0,WHRP
14,Net profit margin,12  Mar-15,6.4,WHRP
15,Current assets,12  Mar-15,13982.0,WHRP
16,Current liabilities,12  Mar-15,8433.0,WHRP
17,Net working cap to sales,12  Mar-15,16.8,WHRP
18,Current ratio,12  Mar-15,1.7,WHRP
19,Inventory Days,12  Mar-15,73.0,WHRP
20,Debtors Days,12  Mar-15,17.0,WHRP
21,Net fixed assets,12  Mar-15,3959.0,WHRP
22,Share capital,12  Mar-15,1269.0,WHRP
23,"""Free"" reserves",12  Mar-15,7918.0,WHRP
24,Net worth,12  Mar-15,9187.0,WHRP
25,Long term debt,12  Mar-15,0.0,WHRP
26,Total assets,12  Mar-15,18538.0,WHRP
27,Interest coverage,12  Mar-15,470.6,WHRP
28,Debt to equity ratio,12  Mar-15,0.0,WHRP
29,Sales to assets ratio,12  Mar-15,1.8,WHRP
30,Return on assets,12  Mar-15,11.4,WHRP
31,Return on equity,12  Mar-15,22.9,WHRP
32,Return on capital,12  Mar-15,32.8,WHRP
33,Exports to sales,12  Mar-15,3.4,WHRP
34,Imports to sales,12  Mar-15,22.7,WHRP
35,Exports (fob),12  Mar-15,1117.0,WHRP
36,Imports (cif),12  Mar-15,7468.0,WHRP
37,Fx inflow,12  Mar-15,2201.0,WHRP
38,Fx outflow,12  Mar-15,8034.0,WHRP
39,Net fx,12  Mar-15,-5833.0,WHRP
40,From Operations,12  Mar-15,2999.0,WHRP
41,From Investments,12  Mar-15,-553.0,WHRP
42,From Financial Activity,12  Mar-15,-6.0,WHRP
43,Net Cashflow,12  Mar-15,2440.0,WHRP
