,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,46881.0,UDBS
1,Other income,12  Mar-15*,377.0,UDBS
2,Total revenues,12  Mar-15*,47258.0,UDBS
3,Gross profit,12  Mar-15*,6217.0,UDBS
4,Depreciation,12  Mar-15*,2075.0,UDBS
5,Interest,12  Mar-15*,728.0,UDBS
6,Profit before tax,12  Mar-15*,3790.0,UDBS
7,Minority Interest,12  Mar-15*,-4.0,UDBS
8,Prior Period Items,12  Mar-15*,0.0,UDBS
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,UDBS
10,Tax,12  Mar-15*,1188.0,UDBS
11,Profit after tax,12  Mar-15*,2598.0,UDBS
12,Gross profit margin,12  Mar-15*,13.3,UDBS
13,Effective tax rate,12  Mar-15*,31.3,UDBS
14,Net profit margin,12  Mar-15*,5.5,UDBS
15,Current assets,12  Mar-15*,18685.0,UDBS
16,Current liabilities,12  Mar-15*,15246.0,UDBS
17,Net working cap to sales,12  Mar-15*,7.3,UDBS
18,Current ratio,12  Mar-15*,1.2,UDBS
19,Inventory Days,12  Mar-15*,48.0,UDBS
20,Debtors Days,12  Mar-15*,73.0,UDBS
21,Net fixed assets,12  Mar-15*,19018.0,UDBS
22,Share capital,12  Mar-15*,264.0,UDBS
23,"""Free"" reserves",12  Mar-15*,18587.0,UDBS
24,Net worth,12  Mar-15*,18851.0,UDBS
25,Long term debt,12  Mar-15*,5981.0,UDBS
26,Total assets,12  Mar-15*,40829.0,UDBS
27,Interest coverage,12  Mar-15*,6.2,UDBS
28,Debt to equity ratio,12  Mar-15*,0.3,UDBS
29,Sales to assets ratio,12  Mar-15*,1.1,UDBS
30,Return on assets,12  Mar-15*,8.1,UDBS
31,Return on equity,12  Mar-15*,13.8,UDBS
32,Return on capital,12  Mar-15*,18.2,UDBS
33,Exports to sales,12  Mar-15*,0.0,UDBS
34,Imports to sales,12  Mar-15*,2.0,UDBS
35,Exports (fob),12  Mar-15*,0.0,UDBS
36,Imports (cif),12  Mar-15*,960.0,UDBS
37,Fx inflow,12  Mar-15*,47.0,UDBS
38,Fx outflow,12  Mar-15*,1681.0,UDBS
39,Net fx,12  Mar-15*,-1634.0,UDBS
40,From Operations,12  Mar-15*,8408.0,UDBS
41,From Investments,12  Mar-15*,-3295.0,UDBS
42,From Financial Activity,12  Mar-15*,-5717.0,UDBS
43,Net Cashflow,12  Mar-15*,-604.0,UDBS
44,Net Sales,12  Mar-16*,48331.0,UDBS
45,Other income,12  Mar-16*,864.0,UDBS
46,Total revenues,12  Mar-16*,49195.0,UDBS
47,Gross profit,12  Mar-16*,6930.0,UDBS
48,Depreciation,12  Mar-16*,2436.0,UDBS
49,Interest,12  Mar-16*,811.0,UDBS
50,Profit before tax,12  Mar-16*,4547.0,UDBS
51,Minority Interest,12  Mar-16*,0.0,UDBS
52,Prior Period Items,12  Mar-16*,0.0,UDBS
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,UDBS
54,Tax,12  Mar-16*,1560.0,UDBS
55,Profit after tax,12  Mar-16*,2987.0,UDBS
56,Gross profit margin,12  Mar-16*,14.3,UDBS
