,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,144940.0,STCI
1,Other income,12  Mar-15,2425.0,STCI
2,Total revenues,12  Mar-15,147365.0,STCI
3,Gross profit,12  Mar-15,-323.0,STCI
4,Depreciation,12  Mar-15,206.0,STCI
5,Interest,12  Mar-15,5669.0,STCI
6,Profit before tax,12  Mar-15,-3773.0,STCI
7,Minority Interest,12  Mar-15,0.0,STCI
8,Prior Period Items,12  Mar-15,11.0,STCI
9,Extraordinary Inc (Exp),12  Mar-15,-50.0,STCI
10,Tax,12  Mar-15,52.0,STCI
11,Profit after tax,12  Mar-15,-3864.0,STCI
12,Gross profit margin,12  Mar-15,-0.2,STCI
13,Effective tax rate,12  Mar-15,-1.4,STCI
14,Net profit margin,12  Mar-15,-2.7,STCI
15,Current assets,12  Mar-15,25022.0,STCI
16,Current liabilities,12  Mar-15,50534.0,STCI
17,Net working cap to sales,12  Mar-15,-17.6,STCI
18,Current ratio,12  Mar-15,0.5,STCI
19,Inventory Days,12  Mar-15,0.0,STCI
20,Debtors Days,12  Mar-15,61.0,STCI
21,Net fixed assets,12  Mar-15,9599.0,STCI
22,Share capital,12  Mar-15,600.0,STCI
23,"""Free"" reserves",12  Mar-15,-18827.0,STCI
24,Net worth,12  Mar-15,-18227.0,STCI
25,Long term debt,12  Mar-15,1763.0,STCI
26,Total assets,12  Mar-15,46755.0,STCI
27,Interest coverage,12  Mar-15,0.3,STCI
28,Debt to equity ratio,12  Mar-15,-0.1,STCI
29,Sales to assets ratio,12  Mar-15,3.1,STCI
30,Return on assets,12  Mar-15,3.9,STCI
31,Return on equity,12  Mar-15,21.2,STCI
32,Return on capital,12  Mar-15,-11.3,STCI
33,Exports to sales,12  Mar-15,0.9,STCI
34,Imports to sales,12  Mar-15,77.2,STCI
35,Exports (fob),12  Mar-15,1264.0,STCI
36,Imports (cif),12  Mar-15,111860.0,STCI
37,Fx inflow,12  Mar-15,1264.0,STCI
38,Fx outflow,12  Mar-15,111912.0,STCI
39,Net fx,12  Mar-15,-110648.0,STCI
40,From Operations,12  Mar-15,238.0,STCI
41,From Investments,12  Mar-15,259.0,STCI
