,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14,433.0,JSWH
1,Other income,12  Mar-14,0.0,JSWH
2,Total revenues,12  Mar-14,433.0,JSWH
3,Gross profit,12  Mar-14,410.0,JSWH
4,Depreciation,12  Mar-14,0.0,JSWH
5,Interest,12  Mar-14,0.0,JSWH
6,Profit before tax,12  Mar-14,410.0,JSWH
7,Minority Interest,12  Mar-14,0.0,JSWH
8,Prior Period Items,12  Mar-14,0.0,JSWH
9,Extraordinary Inc (Exp),12  Mar-14,0.0,JSWH
10,Tax,12  Mar-14,80.0,JSWH
11,Profit after tax,12  Mar-14,330.0,JSWH
12,Gross profit margin,12  Mar-14,94.6,JSWH
13,Effective tax rate,12  Mar-14,19.5,JSWH
14,Net profit margin,12  Mar-14,76.1,JSWH
15,Current assets,12  Mar-14,105,JSWH
16,Current liabilities,12  Mar-14,8,JSWH
17,Net working cap to sales,12  Mar-14,22.4,JSWH
18,Current ratio,12  Mar-14,13.8,JSWH
19,Inventory Days,12  Mar-14,0,JSWH
20,Debtors Days,12  Mar-14,46,JSWH
21,Net fixed assets,12  Mar-14,1,JSWH
22,Share capital,12  Mar-14,111,JSWH
23,"""Free"" reserves",12  Mar-14,6737,JSWH
24,Net worth,12  Mar-14,7242,JSWH
25,Long term debt,12  Mar-14,0,JSWH
26,Total assets,12  Mar-14,7259,JSWH
27,Interest coverage,12  Mar-14,NM,JSWH
28,Debt to equity ratio,12  Mar-14,0,JSWH
29,Sales to assets ratio,12  Mar-14,0.1,JSWH
30,Return on assets,12  Mar-14,4.5,JSWH
31,Return on equity,12  Mar-14,4.6,JSWH
32,Return on capital,12  Mar-14,5.7,JSWH
33,Exports to sales,12  Mar-14,0,JSWH
34,Imports to sales,12  Mar-14,0,JSWH
35,Exports (fob),12  Mar-14,0,JSWH
36,Imports (cif),12  Mar-14,0,JSWH
37,Fx inflow,12  Mar-14,0,JSWH
38,Fx outflow,12  Mar-14,0,JSWH
39,Net fx,12  Mar-14,0,JSWH
40,From Operations,12  Mar-14,300,JSWH
41,From Investments,12  Mar-14,-301,JSWH
42,From Financial Activity,12  Mar-14,0,JSWH
43,Net Cashflow,12  Mar-14,-1,JSWH
44,Net Sales,12  Mar-15,494.0,JSWH
45,Other income,12  Mar-15,0.0,JSWH
46,Total revenues,12  Mar-15,494.0,JSWH
47,Gross profit,12  Mar-15,463.0,JSWH
48,Depreciation,12  Mar-15,0.0,JSWH
49,Interest,12  Mar-15,0.0,JSWH
50,Profit before tax,12  Mar-15,463.0,JSWH
51,Minority Interest,12  Mar-15,0.0,JSWH
52,Prior Period Items,12  Mar-15,0.0,JSWH
53,Extraordinary Inc (Exp),12  Mar-15,0.0,JSWH
54,Tax,12  Mar-15,96.0,JSWH
55,Profit after tax,12  Mar-15,367.0,JSWH
56,Gross profit margin,12  Mar-15,93.8,JSWH
57,Effective tax rate,12  Mar-15,20.7,JSWH
58,Net profit margin,12  Mar-15,74.4,JSWH
59,Current assets,12  Mar-15,1675,JSWH
60,Current liabilities,12  Mar-15,8,JSWH
61,Net working cap to sales,12  Mar-15,337.8,JSWH
62,Current ratio,12  Mar-15,211.0,JSWH
63,Inventory Days,12  Mar-15,0,JSWH
64,Debtors Days,12  Mar-15,2,JSWH
65,Net fixed assets,12  Mar-15,1,JSWH
66,Share capital,12  Mar-15,111,JSWH
67,"""Free"" reserves",12  Mar-15,7498,JSWH
68,Net worth,12  Mar-15,7609,JSWH
69,Long term debt,12  Mar-15,0,JSWH
70,Total assets,12  Mar-15,7627,JSWH
71,Interest coverage,12  Mar-15,NM,JSWH
