,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,346731.0,MHSS
1,Other income,12  Mar-15*,3764.0,MHSS
2,Total revenues,12  Mar-15*,350495.0,MHSS
3,Gross profit,12  Mar-15*,25143.0,MHSS
4,Depreciation,12  Mar-15*,9206.0,MHSS
5,Interest,12  Mar-15*,3178.0,MHSS
6,Profit before tax,12  Mar-15*,16523.0,MHSS
7,Minority Interest,12  Mar-15*,-4294.0,MHSS
8,Prior Period Items,12  Mar-15*,4.0,MHSS
9,Extraordinary Inc (Exp),12  Mar-15*,1648.0,MHSS
10,Tax,12  Mar-15*,5256.0,MHSS
11,Profit after tax,12  Mar-15*,8625.0,MHSS
12,Gross profit margin,12  Mar-15*,7.3,MHSS
13,Effective tax rate,12  Mar-15*,31.8,MHSS
14,Net profit margin,12  Mar-15*,2.5,MHSS
15,Current assets,12  Mar-15*,87022.0,MHSS
16,Current liabilities,12  Mar-15*,75858.0,MHSS
17,Net working cap to sales,12  Mar-15*,3.2,MHSS
18,Current ratio,12  Mar-15*,1.1,MHSS
19,Inventory Days,12  Mar-15*,21.0,MHSS
20,Debtors Days,12  Mar-15*,40.0,MHSS
21,Net fixed assets,12  Mar-15*,66355.0,MHSS
22,Share capital,12  Mar-15*,882.0,MHSS
23,"""Free"" reserves",12  Mar-15*,13438.0,MHSS
24,Net worth,12  Mar-15*,14320.0,MHSS
25,Long term debt,12  Mar-15*,38663.0,MHSS
26,Total assets,12  Mar-15*,169870.0,MHSS
27,Interest coverage,12  Mar-15*,6.2,MHSS
28,Debt to equity ratio,12  Mar-15*,2.7,MHSS
29,Sales to assets ratio,12  Mar-15*,2.0,MHSS
30,Return on assets,12  Mar-15*,6.9,MHSS
31,Return on equity,12  Mar-15*,60.2,MHSS
32,Return on capital,12  Mar-15*,32.2,MHSS
33,Exports to sales,12  Mar-15*,2.3,MHSS
34,Imports to sales,12  Mar-15*,5.0,MHSS
35,Exports (fob),12  Mar-15*,7923.0,MHSS
36,Imports (cif),12  Mar-15*,17336.0,MHSS
37,Fx inflow,12  Mar-15*,8193.0,MHSS
38,Fx outflow,12  Mar-15*,18333.0,MHSS
39,Net fx,12  Mar-15*,-10140.0,MHSS
40,From Operations,12  Mar-15*,33897.0,MHSS
41,From Investments,12  Mar-15*,-28529.0,MHSS
42,From Financial Activity,12  Mar-15*,4945.0,MHSS
43,Net Cashflow,12  Mar-15*,10313.0,MHSS
44,Net Sales,12  Mar-16*,372163.0,MHSS
45,Other income,12  Mar-16*,392.0,MHSS
46,Total revenues,12  Mar-16*,372555.0,MHSS
47,Gross profit,12  Mar-16*,35482.0,MHSS
48,Depreciation,12  Mar-16*,10872.0,MHSS
49,Interest,12  Mar-16*,3450.0,MHSS
50,Profit before tax,12  Mar-16*,21552.0,MHSS
51,Minority Interest,12  Mar-16*,1377.0,MHSS
52,Prior Period Items,12  Mar-16*,0.0,MHSS
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,MHSS
54,Tax,12  Mar-16*,5192.0,MHSS
55,Profit after tax,12  Mar-16*,17737.0,MHSS
56,Gross profit margin,12  Mar-16*,9.5,MHSS
57,Effective tax rate,12  Mar-16*,24.1,MHSS
58,Net profit margin,12  Mar-16*,4.8,MHSS
59,Current assets,12  Mar-16*,97766.0,MHSS
60,Current liabilities,12  Mar-16*,85772.0,MHSS
61,Net working cap to sales,12  Mar-16*,3.2,MHSS
62,Current ratio,12  Mar-16*,1.1,MHSS
63,Inventory Days,12  Mar-16*,22.0,MHSS
64,Debtors Days,12  Mar-16*,46.0,MHSS
65,Net fixed assets,12  Mar-16*,82627.0,MHSS
66,Share capital,12  Mar-16*,1323.0,MHSS
67,"""Free"" reserves",12  Mar-16*,42648.0,MHSS
68,Net worth,12  Mar-16*,43971.0,MHSS
69,Long term debt,12  Mar-16*,47858.0,MHSS
70,Total assets,12  Mar-16*,199040.0,MHSS
