,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,10832.0,ASHAP
1,Other income,12  Mar-14*,57.0,ASHAP
2,Total revenues,12  Mar-14*,10889.0,ASHAP
3,Gross profit,12  Mar-14*,1781.0,ASHAP
4,Depreciation,12  Mar-14*,257.0,ASHAP
5,Interest,12  Mar-14*,285.0,ASHAP
6,Profit before tax,12  Mar-14*,1295.0,ASHAP
7,Minority Interest,12  Mar-14*,0.0,ASHAP
8,Prior Period Items,12  Mar-14*,1.0,ASHAP
9,Extraordinary Inc (Exp),12  Mar-14*,545.0,ASHAP
10,Tax,12  Mar-14*,99.0,ASHAP
11,Profit after tax,12  Mar-14*,1742.0,ASHAP
12,Gross profit margin,12  Mar-14*,16.4,ASHAP
13,Effective tax rate,12  Mar-14*,7.6,ASHAP
14,Net profit margin,12  Mar-14*,16.1,ASHAP
15,Current assets,12  Mar-14*,5538.0,ASHAP
16,Current liabilities,12  Mar-14*,10037.0,ASHAP
17,Net working cap to sales,12  Mar-14*,-41.5,ASHAP
18,Current ratio,12  Mar-14*,0.6,ASHAP
19,Inventory Days,12  Mar-14*,72.0,ASHAP
20,Debtors Days,12  Mar-14*,73.0,ASHAP
21,Net fixed assets,12  Mar-14*,3078.0,ASHAP
22,Share capital,12  Mar-14*,174.0,ASHAP
23,"""Free"" reserves",12  Mar-14*,-1211.0,ASHAP
24,Net worth,12  Mar-14*,-1000.0,ASHAP
25,Long term debt,12  Mar-14*,512.0,ASHAP
26,Total assets,12  Mar-14*,9726.0,ASHAP
27,Interest coverage,12  Mar-14*,5.5,ASHAP
28,Debt to equity ratio,12  Mar-14*,-0.5,ASHAP
29,Sales to assets ratio,12  Mar-14*,1.1,ASHAP
30,Return on assets,12  Mar-14*,20.8,ASHAP
31,Return on equity,12  Mar-14*,-174.3,ASHAP
32,Return on capital,12  Mar-14*,-435.8,ASHAP
33,Exports to sales,12  Mar-14*,40.3,ASHAP
34,Imports to sales,12  Mar-14*,0.6,ASHAP
35,Exports (fob),12  Mar-14*,4360.0,ASHAP
36,Imports (cif),12  Mar-14*,68.0,ASHAP
37,Fx inflow,12  Mar-14*,4360.0,ASHAP
38,Fx outflow,12  Mar-14*,527.0,ASHAP
39,Net fx,12  Mar-14*,3833.0,ASHAP
40,From Operations,12  Mar-14*,2100.0,ASHAP
41,From Investments,12  Mar-14*,-914.0,ASHAP
42,From Financial Activity,12  Mar-14*,-1170.0,ASHAP
43,Net Cashflow,12  Mar-14*,17.0,ASHAP
44,Net Sales,12  Mar-15*,17528.0,ASHAP
45,Other income,12  Mar-15*,72.0,ASHAP
46,Total revenues,12  Mar-15*,17600.0,ASHAP
47,Gross profit,12  Mar-15*,2685.0,ASHAP
48,Depreciation,12  Mar-15*,349.0,ASHAP
49,Interest,12  Mar-15*,189.0,ASHAP
50,Profit before tax,12  Mar-15*,2219.0,ASHAP
51,Minority Interest,12  Mar-15*,0.0,ASHAP
52,Prior Period Items,12  Mar-15*,26.0,ASHAP
53,Extraordinary Inc (Exp),12  Mar-15*,-2313.0,ASHAP
54,Tax,12  Mar-15*,297.0,ASHAP
55,Profit after tax,12  Mar-15*,-365.0,ASHAP
56,Gross profit margin,12  Mar-15*,15.3,ASHAP
57,Effective tax rate,12  Mar-15*,13.4,ASHAP
58,Net profit margin,12  Mar-15*,-2.1,ASHAP
59,Current assets,12  Mar-15*,6716.0,ASHAP
60,Current liabilities,12  Mar-15*,12132.0,ASHAP
61,Net working cap to sales,12  Mar-15*,-30.9,ASHAP
62,Current ratio,12  Mar-15*,0.6,ASHAP
63,Inventory Days,12  Mar-15*,43.0,ASHAP
64,Debtors Days,12  Mar-15*,56.0,ASHAP
65,Net fixed assets,12  Mar-15*,3517.0,ASHAP
66,Share capital,12  Mar-15*,174.0,ASHAP
67,"""Free"" reserves",12  Mar-15*,-1655.0,ASHAP
68,Net worth,12  Mar-15*,-1442.0,ASHAP
69,Long term debt,12  Mar-15*,477.0,ASHAP
70,Total assets,12  Mar-15*,11358.0,ASHAP
71,Interest coverage,12  Mar-15*,12.7,ASHAP
72,Debt to equity ratio,12  Mar-15*,-0.3,ASHAP
73,Sales to assets ratio,12  Mar-15*,1.5,ASHAP
74,Return on assets,12  Mar-15*,-1.5,ASHAP
75,Return on equity,12  Mar-15*,25.3,ASHAP
76,Return on capital,12  Mar-15*,-12.5,ASHAP
77,Exports to sales,12  Mar-15*,30.6,ASHAP
78,Imports to sales,12  Mar-15*,0.6,ASHAP
79,Exports (fob),12  Mar-15*,5370.0,ASHAP
80,Imports (cif),12  Mar-15*,101.0,ASHAP
81,Fx inflow,12  Mar-15*,5370.0,ASHAP
82,Fx outflow,12  Mar-15*,1032.0,ASHAP
83,Net fx,12  Mar-15*,4338.0,ASHAP
84,From Operations,12  Mar-15*,1864.0,ASHAP
85,From Investments,12  Mar-15*,-984.0,ASHAP
86,From Financial Activity,12  Mar-15*,-701.0,ASHAP
87,Net Cashflow,12  Mar-15*,179.0,ASHAP
88,Net Sales,12  Mar-16*,17753.0,ASHAP
89,Other income,12  Mar-16*,90.0,ASHAP
90,Total revenues,12  Mar-16*,17843.0,ASHAP
91,Gross profit,12  Mar-16*,2382.0,ASHAP
92,Depreciation,12  Mar-16*,439.0,ASHAP
93,Interest,12  Mar-16*,208.0,ASHAP
94,Profit before tax,12  Mar-16*,1825.0,ASHAP
95,Minority Interest,12  Mar-16*,0.0,ASHAP
