,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,25154.0,REIND
1,Other income,12  Mar-14*,149.0,REIND
2,Total revenues,12  Mar-14*,25303.0,REIND
3,Gross profit,12  Mar-14*,2581.0,REIND
4,Depreciation,12  Mar-14*,1455.0,REIND
5,Interest,12  Mar-14*,311.0,REIND
6,Profit before tax,12  Mar-14*,964.0,REIND
7,Minority Interest,12  Mar-14*,-95.0,REIND
8,Prior Period Items,12  Mar-14*,0.0,REIND
9,Extraordinary Inc (Exp),12  Mar-14*,120.0,REIND
10,Tax,12  Mar-14*,263.0,REIND
11,Profit after tax,12  Mar-14*,726.0,REIND
12,Gross profit margin,12  Mar-14*,10.3,REIND
13,Effective tax rate,12  Mar-14*,27.3,REIND
14,Net profit margin,12  Mar-14*,2.9,REIND
15,Current assets,12  Mar-14*,6518.0,REIND
16,Current liabilities,12  Mar-14*,5149.0,REIND
17,Net working cap to sales,12  Mar-14*,5.4,REIND
18,Current ratio,12  Mar-14*,1.3,REIND
19,Inventory Days,12  Mar-14*,8.0,REIND
20,Debtors Days,12  Mar-14*,47.0,REIND
21,Net fixed assets,12  Mar-14*,11499.0,REIND
22,Share capital,12  Mar-14*,263.0,REIND
23,"""Free"" reserves",12  Mar-14*,7329.0,REIND
24,Net worth,12  Mar-14*,7649.0,REIND
25,Long term debt,12  Mar-14*,3435.0,REIND
26,Total assets,12  Mar-14*,18431.0,REIND
27,Interest coverage,12  Mar-14*,4.1,REIND
28,Debt to equity ratio,12  Mar-14*,0.4,REIND
29,Sales to assets ratio,12  Mar-14*,1.4,REIND
30,Return on assets,12  Mar-14*,5.6,REIND
31,Return on equity,12  Mar-14*,9.5,REIND
32,Return on capital,12  Mar-14*,11.7,REIND
33,Exports to sales,12  Mar-14*,42.3,REIND
34,Imports to sales,12  Mar-14*,31.4,REIND
35,Exports (fob),12  Mar-14*,10652.0,REIND
36,Imports (cif),12  Mar-14*,7908.0,REIND
37,Fx inflow,12  Mar-14*,10652.0,REIND
38,Fx outflow,12  Mar-14*,8168.0,REIND
39,Net fx,12  Mar-14*,2484.0,REIND
40,From Operations,12  Mar-14*,1044.0,REIND
41,From Investments,12  Mar-14*,-386.0,REIND
42,From Financial Activity,12  Mar-14*,897.0,REIND
43,Net Cashflow,12  Mar-14*,1554.0,REIND
44,Net Sales,12  Mar-15*,21065.0,REIND
45,Other income,12  Mar-15*,324.0,REIND
46,Total revenues,12  Mar-15*,21389.0,REIND
