,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,1670.0,MRJE
1,Other income,12  Mar-15*,1359.0,MRJE
2,Total revenues,12  Mar-15*,3029.0,MRJE
3,Gross profit,12  Mar-15*,-174.0,MRJE
4,Depreciation,12  Mar-15*,107.0,MRJE
5,Interest,12  Mar-15*,1406.0,MRJE
6,Profit before tax,12  Mar-15*,-327.0,MRJE
7,Minority Interest,12  Mar-15*,29.0,MRJE
8,Prior Period Items,12  Mar-15*,2.0,MRJE
9,Extraordinary Inc (Exp),12  Mar-15*,99.0,MRJE
10,Tax,12  Mar-15*,-111.0,MRJE
11,Profit after tax,12  Mar-15*,-86.0,MRJE
12,Gross profit margin,12  Mar-15*,-10.4,MRJE
13,Effective tax rate,12  Mar-15*,34.0,MRJE
14,Net profit margin,12  Mar-15*,-5.1,MRJE
15,Current assets,12  Mar-15*,29805.0,MRJE
16,Current liabilities,12  Mar-15*,11764.0,MRJE
17,Net working cap to sales,12  Mar-15*,1080.3,MRJE
18,Current ratio,12  Mar-15*,2.5,MRJE
19,Inventory Days,12  Mar-15*,4753.0,MRJE
20,Debtors Days,12  Mar-15*,278.0,MRJE
21,Net fixed assets,12  Mar-15*,889.0,MRJE
22,Share capital,12  Mar-15*,559.0,MRJE
23,"""Free"" reserves",12  Mar-15*,12940.0,MRJE
24,Net worth,12  Mar-15*,14740.0,MRJE
25,Long term debt,12  Mar-15*,14296.0,MRJE
26,Total assets,12  Mar-15*,42166.0,MRJE
27,Interest coverage,12  Mar-15*,0.8,MRJE
28,Debt to equity ratio,12  Mar-15*,1.0,MRJE
29,Sales to assets ratio,12  Mar-15*,0.0,MRJE
30,Return on assets,12  Mar-15*,3.1,MRJE
31,Return on equity,12  Mar-15*,-0.6,MRJE
32,Return on capital,12  Mar-15*,4.2,MRJE
33,Exports to sales,12  Mar-15*,0.0,MRJE
34,Imports to sales,12  Mar-15*,0.0,MRJE
35,Exports (fob),12  Mar-15*,0.0,MRJE
36,Imports (cif),12  Mar-15*,0.0,MRJE
37,Fx inflow,12  Mar-15*,0.0,MRJE
38,Fx outflow,12  Mar-15*,11.0,MRJE
39,Net fx,12  Mar-15*,-11.0,MRJE
40,From Operations,12  Mar-15*,-6909.0,MRJE
41,From Investments,12  Mar-15*,1421.0,MRJE
42,From Financial Activity,12  Mar-15*,6147.0,MRJE
43,Net Cashflow,12  Mar-15*,658.0,MRJE
44,Net Sales,12  Mar-16*,3113.0,MRJE
