,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,3000.0,ARWEB
1,Other income,12  Mar-15*,74.0,ARWEB
2,Total revenues,12  Mar-15*,3074.0,ARWEB
3,Gross profit,12  Mar-15*,665.0,ARWEB
4,Depreciation,12  Mar-15*,347.0,ARWEB
5,Interest,12  Mar-15*,513.0,ARWEB
6,Profit before tax,12  Mar-15*,-121.0,ARWEB
7,Minority Interest,12  Mar-15*,50.0,ARWEB
8,Prior Period Items,12  Mar-15*,-3.0,ARWEB
9,Extraordinary Inc (Exp),12  Mar-15*,-45.0,ARWEB
10,Tax,12  Mar-15*,108.0,ARWEB
11,Profit after tax,12  Mar-15*,-228.0,ARWEB
12,Gross profit margin,12  Mar-15*,22.2,ARWEB
13,Effective tax rate,12  Mar-15*,-89.9,ARWEB
14,Net profit margin,12  Mar-15*,-7.6,ARWEB
15,Current assets,12  Mar-15*,2840.0,ARWEB
16,Current liabilities,12  Mar-15*,1954.0,ARWEB
17,Net working cap to sales,12  Mar-15*,29.5,ARWEB
18,Current ratio,12  Mar-15*,1.5,ARWEB
19,Inventory Days,12  Mar-15*,85.0,ARWEB
20,Debtors Days,12  Mar-15*,28.0,ARWEB
21,Net fixed assets,12  Mar-15*,8015.0,ARWEB
22,Share capital,12  Mar-15*,231.0,ARWEB
23,"""Free"" reserves",12  Mar-15*,7259.0,ARWEB
24,Net worth,12  Mar-15*,7651.0,ARWEB
25,Long term debt,12  Mar-15*,2239.0,ARWEB
26,Total assets,12  Mar-15*,12177.0,ARWEB
27,Interest coverage,12  Mar-15*,0.8,ARWEB
28,Debt to equity ratio,12  Mar-15*,0.3,ARWEB
29,Sales to assets ratio,12  Mar-15*,0.2,ARWEB
30,Return on assets,12  Mar-15*,2.3,ARWEB
31,Return on equity,12  Mar-15*,-3.0,ARWEB
32,Return on capital,12  Mar-15*,4.0,ARWEB
33,Exports to sales,12  Mar-15*,0.0,ARWEB
34,Imports to sales,12  Mar-15*,0.0,ARWEB
35,Exports (fob),12  Mar-15*,0.0,ARWEB
36,Imports (cif),12  Mar-15*,0.0,ARWEB
37,Fx inflow,12  Mar-15*,137.0,ARWEB
38,Fx outflow,12  Mar-15*,20.0,ARWEB
39,Net fx,12  Mar-15*,117.0,ARWEB
40,From Operations,12  Mar-15*,838.0,ARWEB
41,From Investments,12  Mar-15*,-250.0,ARWEB
42,From Financial Activity,12  Mar-15*,-929.0,ARWEB
43,Net Cashflow,12  Mar-15*,-341.0,ARWEB
44,Net Sales,12  Mar-16*,3752.0,ARWEB
45,Other income,12  Mar-16*,70.0,ARWEB
46,Total revenues,12  Mar-16*,3822.0,ARWEB
47,Gross profit,12  Mar-16*,1207.0,ARWEB
48,Depreciation,12  Mar-16*,360.0,ARWEB
49,Interest,12  Mar-16*,414.0,ARWEB
50,Profit before tax,12  Mar-16*,504.0,ARWEB
51,Minority Interest,12  Mar-16*,-50.0,ARWEB
52,Prior Period Items,12  Mar-16*,-1.0,ARWEB
53,Extraordinary Inc (Exp),12  Mar-16*,105.0,ARWEB
54,Tax,12  Mar-16*,202.0,ARWEB
55,Profit after tax,12  Mar-16*,355.0,ARWEB
56,Gross profit margin,12  Mar-16*,32.2,ARWEB
57,Effective tax rate,12  Mar-16*,40.1,ARWEB
58,Net profit margin,12  Mar-16*,9.5,ARWEB
59,Current assets,12  Mar-16*,2654.0,ARWEB
60,Current liabilities,12  Mar-16*,1361.0,ARWEB
61,Net working cap to sales,12  Mar-16*,34.5,ARWEB
62,Current ratio,12  Mar-16*,1.9,ARWEB
63,Inventory Days,12  Mar-16*,69.0,ARWEB
64,Debtors Days,12  Mar-16*,14.0,ARWEB
65,Net fixed assets,12  Mar-16*,8634.0,ARWEB
66,Share capital,12  Mar-16*,231.0,ARWEB
