,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14,23590.0,FNCB
1,Other income,12  Mar-14,484.0,FNCB
2,Total revenues,12  Mar-14,24074.0,FNCB
3,Gross profit,12  Mar-14,2482.0,FNCB
4,Depreciation,12  Mar-14,484.0,FNCB
5,Interest,12  Mar-14,145.0,FNCB
6,Profit before tax,12  Mar-14,2336.0,FNCB
7,Minority Interest,12  Mar-14,0.0,FNCB
8,Prior Period Items,12  Mar-14,0.0,FNCB
9,Extraordinary Inc (Exp),12  Mar-14,104.0,FNCB
10,Tax,12  Mar-14,363.0,FNCB
11,Profit after tax,12  Mar-14,2077.0,FNCB
12,Gross profit margin,12  Mar-14,10.5,FNCB
13,Effective tax rate,12  Mar-14,15.6,FNCB
14,Net profit margin,12  Mar-14,8.8,FNCB
15,Current assets,12  Mar-14,8001.0,FNCB
16,Current liabilities,12  Mar-14,2991.0,FNCB
17,Net working cap to sales,12  Mar-14,21.2,FNCB
18,Current ratio,12  Mar-14,2.7,FNCB
19,Inventory Days,12  Mar-14,55.0,FNCB
20,Debtors Days,12  Mar-14,22.0,FNCB
21,Net fixed assets,12  Mar-14,5065.0,FNCB
22,Share capital,12  Mar-14,306.0,FNCB
23,"""Free"" reserves",12  Mar-14,10394.0,FNCB
24,Net worth,12  Mar-14,11034.0,FNCB
25,Long term debt,12  Mar-14,1267.0,FNCB
26,Total assets,12  Mar-14,15640.0,FNCB
27,Interest coverage,12  Mar-14,17.1,FNCB
28,Debt to equity ratio,12  Mar-14,0.1,FNCB
29,Sales to assets ratio,12  Mar-14,1.5,FNCB
30,Return on assets,12  Mar-14,14.2,FNCB
31,Return on equity,12  Mar-14,18.8,FNCB
32,Return on capital,12  Mar-14,21.0,FNCB
33,Exports to sales,12  Mar-14,2.1,FNCB
34,Imports to sales,12  Mar-14,9.9,FNCB
35,Exports (fob),12  Mar-14,494.0,FNCB
36,Imports (cif),12  Mar-14,2338.0,FNCB
37,Fx inflow,12  Mar-14,494.0,FNCB
38,Fx outflow,12  Mar-14,2385.0,FNCB
39,Net fx,12  Mar-14,-1890.0,FNCB
40,From Operations,12  Mar-14,2244.0,FNCB
41,From Investments,12  Mar-14,-672.0,FNCB
42,From Financial Activity,12  Mar-14,-611.0,FNCB
43,Net Cashflow,12  Mar-14,962.0,FNCB
44,Net Sales,12  Mar-15,24491.0,FNCB
45,Other income,12  Mar-15,585.0,FNCB
46,Total revenues,12  Mar-15,25076.0,FNCB
47,Gross profit,12  Mar-15,2598.0,FNCB
48,Depreciation,12  Mar-15,640.0,FNCB
49,Interest,12  Mar-15,137.0,FNCB
50,Profit before tax,12  Mar-15,2406.0,FNCB
51,Minority Interest,12  Mar-15,0.0,FNCB
52,Prior Period Items,12  Mar-15,0.0,FNCB
53,Extraordinary Inc (Exp),12  Mar-15,225.0,FNCB
54,Tax,12  Mar-15,645.0,FNCB
55,Profit after tax,12  Mar-15,1987.0,FNCB
56,Gross profit margin,12  Mar-15,10.6,FNCB
57,Effective tax rate,12  Mar-15,26.8,FNCB
58,Net profit margin,12  Mar-15,8.1,FNCB
59,Current assets,12  Mar-15,9375.0,FNCB
60,Current liabilities,12  Mar-15,2599.0,FNCB
61,Net working cap to sales,12  Mar-15,27.7,FNCB
62,Current ratio,12  Mar-15,3.6,FNCB
63,Inventory Days,12  Mar-15,46.0,FNCB
64,Debtors Days,12  Mar-15,18.0,FNCB
65,Net fixed assets,12  Mar-15,4786.0,FNCB
66,Share capital,12  Mar-15,306.0,FNCB
67,"""Free"" reserves",12  Mar-15,14588.0,FNCB
68,Net worth,12  Mar-15,14894.0,FNCB
69,Long term debt,12  Mar-15,512.0,FNCB
70,Total assets,12  Mar-15,18373.0,FNCB
71,Interest coverage,12  Mar-15,18.6,FNCB
72,Debt to equity ratio,12  Mar-15,0.0,FNCB
73,Sales to assets ratio,12  Mar-15,1.3,FNCB
74,Return on assets,12  Mar-15,11.6,FNCB
75,Return on equity,12  Mar-15,13.3,FNCB
76,Return on capital,12  Mar-15,18.0,FNCB
77,Exports to sales,12  Mar-15,2.2,FNCB
78,Imports to sales,12  Mar-15,6.3,FNCB
79,Exports (fob),12  Mar-15,540.0,FNCB
80,Imports (cif),12  Mar-15,1541.0,FNCB
81,Fx inflow,12  Mar-15,540.0,FNCB
82,Fx outflow,12  Mar-15,1561.0,FNCB
83,Net fx,12  Mar-15,-1022.0,FNCB
84,From Operations,12  Mar-15,1831.0,FNCB
85,From Investments,12  Mar-15,312.0,FNCB
86,From Financial Activity,12  Mar-15,-401.0,FNCB
87,Net Cashflow,12  Mar-15,1743.0,FNCB
88,Net Sales,12  Mar-16*,23603.0,FNCB
89,Other income,12  Mar-16*,561.0,FNCB
90,Total revenues,12  Mar-16*,24165.0,FNCB
91,Gross profit,12  Mar-16*,3583.0,FNCB
92,Depreciation,12  Mar-16*,580.0,FNCB
93,Interest,12  Mar-16*,90.0,FNCB
94,Profit before tax,12  Mar-16*,3475.0,FNCB
95,Minority Interest,12  Mar-16*,687.0,FNCB
96,Prior Period Items,12  Mar-16*,0.0,FNCB
97,Extraordinary Inc (Exp),12  Mar-16*,0.0,FNCB
98,Tax,12  Mar-16*,875.0,FNCB
99,Profit after tax,12  Mar-16*,3287.0,FNCB
100,Gross profit margin,12  Mar-16*,15.2,FNCB
101,Effective tax rate,12  Mar-16*,25.2,FNCB
102,Net profit margin,12  Mar-16*,13.9,FNCB
103,Current assets,12  Mar-16*,11826.0,FNCB
104,Current liabilities,12  Mar-16*,2673.0,FNCB
105,Net working cap to sales,12  Mar-16*,38.8,FNCB
106,Current ratio,12  Mar-16*,4.4,FNCB
107,Inventory Days,12  Mar-16*,51.0,FNCB
108,Debtors Days,12  Mar-16*,19.0,FNCB
109,Net fixed assets,12  Mar-16*,4353.0,FNCB
110,Share capital,12  Mar-16*,306.0,FNCB
111,"""Free"" reserves",12  Mar-16*,17454.0,FNCB
112,Net worth,12  Mar-16*,17760.0,FNCB
