,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,45611.0,USBN
1,Other income,12  Mar-15*,370.0,USBN
2,Total revenues,12  Mar-15*,45981.0,USBN
3,Gross profit,12  Mar-15*,6163.0,USBN
4,Depreciation,12  Mar-15*,4184.0,USBN
5,Interest,12  Mar-15*,5219.0,USBN
6,Profit before tax,12  Mar-15*,-2870.0,USBN
7,Minority Interest,12  Mar-15*,-17.0,USBN
8,Prior Period Items,12  Mar-15*,0.0,USBN
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,USBN
10,Tax,12  Mar-15*,-356.0,USBN
11,Profit after tax,12  Mar-15*,-2531.0,USBN
12,Gross profit margin,12  Mar-15*,13.5,USBN
13,Effective tax rate,12  Mar-15*,12.4,USBN
14,Net profit margin,12  Mar-15*,-5.5,USBN
15,Current assets,12  Mar-15*,27631.0,USBN
16,Current liabilities,12  Mar-15*,37224.0,USBN
17,Net working cap to sales,12  Mar-15*,-21.0,USBN
18,Current ratio,12  Mar-15*,0.7,USBN
19,Inventory Days,12  Mar-15*,133.0,USBN
20,Debtors Days,12  Mar-15*,52.0,USBN
21,Net fixed assets,12  Mar-15*,55077.0,USBN
22,Share capital,12  Mar-15*,305.0,USBN
23,"""Free"" reserves",12  Mar-15*,17326.0,USBN
24,Net worth,12  Mar-15*,17631.0,USBN
25,Long term debt,12  Mar-15*,27050.0,USBN
26,Total assets,12  Mar-15*,85134.0,USBN
27,Interest coverage,12  Mar-15*,0.5,USBN
28,Debt to equity ratio,12  Mar-15*,1.5,USBN
29,Sales to assets ratio,12  Mar-15*,0.5,USBN
30,Return on assets,12  Mar-15*,3.2,USBN
31,Return on equity,12  Mar-15*,-14.4,USBN
32,Return on capital,12  Mar-15*,5.2,USBN
33,Exports to sales,12  Mar-15*,14.7,USBN
34,Imports to sales,12  Mar-15*,19.1,USBN
35,Exports (fob),12  Mar-15*,6712.0,USBN
36,Imports (cif),12  Mar-15*,8729.0,USBN
37,Fx inflow,12  Mar-15*,6767.0,USBN
38,Fx outflow,12  Mar-15*,9270.0,USBN
39,Net fx,12  Mar-15*,-2503.0,USBN
40,From Operations,12  Mar-15*,7289.0,USBN
41,From Investments,12  Mar-15*,-5623.0,USBN
42,From Financial Activity,12  Mar-15*,-2661.0,USBN
43,Net Cashflow,12  Mar-15*,-1003.0,USBN
44,Net Sales,12  Mar-16*,41122.0,USBN
45,Other income,12  Mar-16*,325.0,USBN
46,Total revenues,12  Mar-16*,41447.0,USBN
47,Gross profit,12  Mar-16*,3409.0,USBN
48,Depreciation,12  Mar-16*,3079.0,USBN
49,Interest,12  Mar-16*,5466.0,USBN
50,Profit before tax,12  Mar-16*,-4811.0,USBN
51,Minority Interest,12  Mar-16*,-19.0,USBN
52,Prior Period Items,12  Mar-16*,0.0,USBN
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,USBN
54,Tax,12  Mar-16*,-547.0,USBN
55,Profit after tax,12  Mar-16*,-4284.0,USBN
56,Gross profit margin,12  Mar-16*,8.3,USBN
57,Effective tax rate,12  Mar-16*,11.4,USBN
58,Net profit margin,12  Mar-16*,-10.4,USBN
59,Current assets,12  Mar-16*,22978.0,USBN
60,Current liabilities,12  Mar-16*,34326.0,USBN
61,Net working cap to sales,12  Mar-16*,-27.6,USBN
62,Current ratio,12  Mar-16*,0.7,USBN
63,Inventory Days,12  Mar-16*,115.0,USBN
64,Debtors Days,12  Mar-16*,55.0,USBN
65,Net fixed assets,12  Mar-16*,53547.0,USBN
66,Share capital,12  Mar-16*,305.0,USBN
67,"""Free"" reserves",12  Mar-16*,13229.0,USBN
68,Net worth,12  Mar-16*,13534.0,USBN
69,Long term debt,12  Mar-16*,29975.0,USBN
70,Total assets,12  Mar-16*,79502.0,USBN
71,Interest coverage,12  Mar-16*,0.1,USBN
72,Debt to equity ratio,12  Mar-16*,2.2,USBN
73,Sales to assets ratio,12  Mar-16*,0.5,USBN
74,Return on assets,12  Mar-16*,1.5,USBN
75,Return on equity,12  Mar-16*,-31.6,USBN
76,Return on capital,12  Mar-16*,1.5,USBN
77,Exports to sales,12  Mar-16*,9.0,USBN
