,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,3059.0,MGRI
1,Other income,12  Mar-14*,46.0,MGRI
2,Total revenues,12  Mar-14*,3104.0,MGRI
3,Gross profit,12  Mar-14*,-26.0,MGRI
4,Depreciation,12  Mar-14*,118.0,MGRI
5,Interest,12  Mar-14*,20.0,MGRI
6,Profit before tax,12  Mar-14*,-118.0,MGRI
7,Minority Interest,12  Mar-14*,0.0,MGRI
8,Prior Period Items,12  Mar-14*,0.0,MGRI
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,MGRI
10,Tax,12  Mar-14*,-38.0,MGRI
11,Profit after tax,12  Mar-14*,-80.0,MGRI
12,Gross profit margin,12  Mar-14*,-0.9,MGRI
13,Effective tax rate,12  Mar-14*,31.9,MGRI
14,Net profit margin,12  Mar-14*,-2.6,MGRI
15,Current assets,12  Mar-14*,1830.0,MGRI
16,Current liabilities,12  Mar-14*,1153.0,MGRI
17,Net working cap to sales,12  Mar-14*,22.1,MGRI
18,Current ratio,12  Mar-14*,1.6,MGRI
19,Inventory Days,12  Mar-14*,112.0,MGRI
20,Debtors Days,12  Mar-14*,26.0,MGRI
21,Net fixed assets,12  Mar-14*,611.0,MGRI
22,Share capital,12  Mar-14*,61.0,MGRI
23,"""Free"" reserves",12  Mar-14*,1841.0,MGRI
24,Net worth,12  Mar-14*,2051.0,MGRI
25,Long term debt,12  Mar-14*,0.0,MGRI
26,Total assets,12  Mar-14*,3229.0,MGRI
27,Interest coverage,12  Mar-14*,-4.9,MGRI
28,Debt to equity ratio,12  Mar-14*,0.0,MGRI
29,Sales to assets ratio,12  Mar-14*,0.9,MGRI
30,Return on assets,12  Mar-14*,-1.9,MGRI
31,Return on equity,12  Mar-14*,-3.9,MGRI
32,Return on capital,12  Mar-14*,-4.8,MGRI
33,Exports to sales,12  Mar-14*,27.2,MGRI
34,Imports to sales,12  Mar-14*,7.8,MGRI
35,Exports (fob),12  Mar-14*,832.0,MGRI
36,Imports (cif),12  Mar-14*,238.0,MGRI
37,Fx inflow,12  Mar-14*,866.0,MGRI
38,Fx outflow,12  Mar-14*,283.0,MGRI
39,Net fx,12  Mar-14*,583.0,MGRI
40,From Operations,12  Mar-14*,174.0,MGRI
41,From Investments,12  Mar-14*,22.0,MGRI
42,From Financial Activity,12  Mar-14*,-105.0,MGRI
43,Net Cashflow,12  Mar-14*,91.0,MGRI
44,Net Sales,12  Mar-15*,2593.0,MGRI
45,Other income,12  Mar-15*,64.0,MGRI
46,Total revenues,12  Mar-15*,2656.0,MGRI
47,Gross profit,12  Mar-15*,-57.0,MGRI
48,Depreciation,12  Mar-15*,82.0,MGRI
49,Interest,12  Mar-15*,21.0,MGRI
50,Profit before tax,12  Mar-15*,-95.0,MGRI
51,Minority Interest,12  Mar-15*,0.0,MGRI
52,Prior Period Items,12  Mar-15*,0.0,MGRI
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,MGRI
54,Tax,12  Mar-15*,4.0,MGRI
55,Profit after tax,12  Mar-15*,-99.0,MGRI
56,Gross profit margin,12  Mar-15*,-2.2,MGRI
57,Effective tax rate,12  Mar-15*,-4.1,MGRI
58,Net profit margin,12  Mar-15*,-3.8,MGRI
59,Current assets,12  Mar-15*,1639.0,MGRI
