,No. of Mths  Year Ending,variable,value,name
0,Interest income,12  Mar-15,85886.0,PSB
1,Other income,12  Mar-15,4288.0,PSB
2,Interest expense,12  Mar-15,69094.0,PSB
3,Net interest income,12  Mar-15,16792.0,PSB
4,Operating expense,12  Mar-15,13325.0,PSB
5,Provisions/contingencies,12  Mar-15,6273.0,PSB
6,Profit before tax,12  Mar-15,1481.0,PSB
7,Extraordinary Inc (Exp),12  Mar-15,0.0,PSB
8,Minority Interest,12  Mar-15,0.0,PSB
9,Prior Period Items,12  Mar-15,0.0,PSB
10,Tax,12  Mar-15,268.0,PSB
11,Profit after tax,12  Mar-15,1214.0,PSB
12,Net profit margin,12  Mar-15,1.4,PSB
13,Advances,12  Mar-15,638702.0,PSB
14,Deposits,12  Mar-15,867147.0,PSB
15,Credit/Deposit ratio,12  Mar-15,73.7,PSB
16,Yield on advances,12  Mar-15,10.0,PSB
17,Cost of deposits,12  Mar-15,7.7,PSB
18,Net Interest Margin,12  Mar-15,1.8,PSB
19,Net fixed assets,12  Mar-15,9948.0,PSB
20,Share capital,12  Mar-15,4004.0,PSB
21,Free reserves,12  Mar-15,31061.0,PSB
22,Net worth,12  Mar-15,55962.0,PSB
23,Borrowings,12  Mar-15,30482.0,PSB
24,Investments,12  Mar-15,240066.0,PSB
25,Total assets,12  Mar-15,977534.0,PSB
26,Debt/equity ratio,12  Mar-15,16.0,PSB
27,Return on assets,12  Mar-15,0.1,PSB
28,Return on equity,12  Mar-15,2.2,PSB
29,Capital adequacy ratio,12  Mar-15,11.2,PSB
30,Net NPAs,12  Mar-15,3.6,PSB
31,From Operations,12  Mar-15,-19816.0,PSB
32,From Investments,12  Mar-15,-845.0,PSB
33,From Financial Activity,12  Mar-15,-392.0,PSB
34,Net Cashflow,12  Mar-15,-21053.0,PSB
35,Interest income,12  Mar-16,87443.0,PSB
36,Other income,12  Mar-16,4785.0,PSB
37,Interest expense,12  Mar-16,65686.0,PSB
38,Net interest income,12  Mar-16,21758.0,PSB
39,Operating expense,12  Mar-16,13844.0,PSB
40,Provisions/contingencies,12  Mar-16,7715.0,PSB
41,Profit before tax,12  Mar-16,4984.0,PSB
42,Extraordinary Inc (Exp),12  Mar-16,0.0,PSB
43,Minority Interest,12  Mar-16,0.0,PSB
44,Prior Period Items,12  Mar-16,0.0,PSB
45,Tax,12  Mar-16,1624.0,PSB
46,Profit after tax,12  Mar-16,3360.0,PSB
47,Net profit margin,12  Mar-16,3.8,PSB
48,Advances,12  Mar-16,639161.0,PSB
49,Deposits,12  Mar-16,912500.0,PSB
50,Credit/Deposit ratio,12  Mar-16,70.0,PSB
51,Yield on advances,12  Mar-16,10.4,PSB
52,Cost of deposits,12  Mar-16,6.9,PSB
53,Net Interest Margin,12  Mar-16,2.3,PSB
54,Net fixed assets,12  Mar-16,11334.0,PSB
55,Share capital,12  Mar-16,4004.0,PSB
