,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,2387.0,AKSHO
1,Other income,12  Mar-14*,22.0,AKSHO
2,Total revenues,12  Mar-14*,2409.0,AKSHO
3,Gross profit,12  Mar-14*,345.0,AKSHO
4,Depreciation,12  Mar-14*,150.0,AKSHO
5,Interest,12  Mar-14*,71.0,AKSHO
6,Profit before tax,12  Mar-14*,146.0,AKSHO
7,Minority Interest,12  Mar-14*,0.0,AKSHO
8,Prior Period Items,12  Mar-14*,0.0,AKSHO
9,Extraordinary Inc (Exp),12  Mar-14*,71.0,AKSHO
10,Tax,12  Mar-14*,0.0,AKSHO
11,Profit after tax,12  Mar-14*,217.0,AKSHO
12,Gross profit margin,12  Mar-14*,14.5,AKSHO
13,Effective tax rate,12  Mar-14*,0.0,AKSHO
14,Net profit margin,12  Mar-14*,9.1,AKSHO
15,Current assets,12  Mar-14*,2924.0,AKSHO
16,Current liabilities,12  Mar-14*,1135.0,AKSHO
17,Net working cap to sales,12  Mar-14*,74.9,AKSHO
18,Current ratio,12  Mar-14*,2.6,AKSHO
19,Inventory Days,12  Mar-14*,38.0,AKSHO
20,Debtors Days,12  Mar-14*,140.0,AKSHO
21,Net fixed assets,12  Mar-14*,2589.0,AKSHO
22,Share capital,12  Mar-14*,964.0,AKSHO
23,"""Free"" reserves",12  Mar-14*,2787.0,AKSHO
24,Net worth,12  Mar-14*,3753.0,AKSHO
25,Long term debt,12  Mar-14*,876.0,AKSHO
26,Total assets,12  Mar-14*,5809.0,AKSHO
27,Interest coverage,12  Mar-14*,3.1,AKSHO
28,Debt to equity ratio,12  Mar-14*,0.2,AKSHO
29,Sales to assets ratio,12  Mar-14*,0.4,AKSHO
30,Return on assets,12  Mar-14*,5.0,AKSHO
31,Return on equity,12  Mar-14*,5.8,AKSHO
32,Return on capital,12  Mar-14*,6.2,AKSHO
33,Exports to sales,12  Mar-14*,55.7,AKSHO
34,Imports to sales,12  Mar-14*,32.8,AKSHO
35,Exports (fob),12  Mar-14*,1329.0,AKSHO
36,Imports (cif),12  Mar-14*,784.0,AKSHO
37,Fx inflow,12  Mar-14*,1329.0,AKSHO
38,Fx outflow,12  Mar-14*,811.0,AKSHO
39,Net fx,12  Mar-14*,518.0,AKSHO
40,From Operations,12  Mar-14*,43.0,AKSHO
41,From Investments,12  Mar-14*,-163.0,AKSHO
42,From Financial Activity,12  Mar-14*,107.0,AKSHO
43,Net Cashflow,12  Mar-14*,-13.0,AKSHO
44,Net Sales,12  Mar-15*,3561.0,AKSHO
45,Other income,12  Mar-15*,42.0,AKSHO
46,Total revenues,12  Mar-15*,3603.0,AKSHO
47,Gross profit,12  Mar-15*,491.0,AKSHO
48,Depreciation,12  Mar-15*,172.0,AKSHO
49,Interest,12  Mar-15*,112.0,AKSHO
50,Profit before tax,12  Mar-15*,249.0,AKSHO
51,Minority Interest,12  Mar-15*,0.0,AKSHO
52,Prior Period Items,12  Mar-15*,0.0,AKSHO
53,Extraordinary Inc (Exp),12  Mar-15*,12.0,AKSHO
54,Tax,12  Mar-15*,7.0,AKSHO
55,Profit after tax,12  Mar-15*,253.0,AKSHO
56,Gross profit margin,12  Mar-15*,13.8,AKSHO
57,Effective tax rate,12  Mar-15*,2.9,AKSHO
58,Net profit margin,12  Mar-15*,7.1,AKSHO
59,Current assets,12  Mar-15*,3629.0,AKSHO
60,Current liabilities,12  Mar-15*,1550.0,AKSHO
61,Net working cap to sales,12  Mar-15*,58.4,AKSHO
62,Current ratio,12  Mar-15*,2.3,AKSHO
63,Inventory Days,12  Mar-15*,30.0,AKSHO
64,Debtors Days,12  Mar-15*,153.0,AKSHO
65,Net fixed assets,12  Mar-15*,2695.0,AKSHO
66,Share capital,12  Mar-15*,979.0,AKSHO
67,"""Free"" reserves",12  Mar-15*,3105.0,AKSHO
68,Net worth,12  Mar-15*,4085.0,AKSHO
69,Long term debt,12  Mar-15*,737.0,AKSHO
70,Total assets,12  Mar-15*,6492.0,AKSHO
71,Interest coverage,12  Mar-15*,3.2,AKSHO
72,Debt to equity ratio,12  Mar-15*,0.2,AKSHO
73,Sales to assets ratio,12  Mar-15*,0.5,AKSHO
74,Return on assets,12  Mar-15*,5.6,AKSHO
75,Return on equity,12  Mar-15*,6.2,AKSHO
76,Return on capital,12  Mar-15*,7.7,AKSHO
77,Exports to sales,12  Mar-15*,33.6,AKSHO
78,Imports to sales,12  Mar-15*,26.5,AKSHO
79,Exports (fob),12  Mar-15*,1195.0,AKSHO
80,Imports (cif),12  Mar-15*,945.0,AKSHO
81,Fx inflow,12  Mar-15*,1195.0,AKSHO
82,Fx outflow,12  Mar-15*,973.0,AKSHO
83,Net fx,12  Mar-15*,223.0,AKSHO
84,From Operations,12  Mar-15*,292.0,AKSHO
85,From Investments,12  Mar-15*,-252.0,AKSHO
86,From Financial Activity,12  Mar-15*,-4.0,AKSHO
87,Net Cashflow,12  Mar-15*,36.0,AKSHO
88,Net Sales,12  Mar-16*,4488.0,AKSHO
89,Other income,12  Mar-16*,29.0,AKSHO
90,Total revenues,12  Mar-16*,4517.0,AKSHO
91,Gross profit,12  Mar-16*,659.0,AKSHO
92,Depreciation,12  Mar-16*,206.0,AKSHO
93,Interest,12  Mar-16*,116.0,AKSHO
94,Profit before tax,12  Mar-16*,366.0,AKSHO
95,Minority Interest,12  Mar-16*,0.0,AKSHO
96,Prior Period Items,12  Mar-16*,0.0,AKSHO
97,Extraordinary Inc (Exp),12  Mar-16*,-73.0,AKSHO
98,Tax,12  Mar-16*,37.0,AKSHO
99,Profit after tax,12  Mar-16*,256.0,AKSHO
100,Gross profit margin,12  Mar-16*,14.7,AKSHO
101,Effective tax rate,12  Mar-16*,10.1,AKSHO
102,Net profit margin,12  Mar-16*,5.7,AKSHO
103,Current assets,12  Mar-16*,4191.0,AKSHO
104,Current liabilities,12  Mar-16*,2064.0,AKSHO
105,Net working cap to sales,12  Mar-16*,47.4,AKSHO
106,Current ratio,12  Mar-16*,2.0,AKSHO
107,Inventory Days,12  Mar-16*,20.0,AKSHO
108,Debtors Days,12  Mar-16*,170.0,AKSHO
109,Net fixed assets,12  Mar-16*,2585.0,AKSHO
110,Share capital,12  Mar-16*,813.0,AKSHO
111,"""Free"" reserves",12  Mar-16*,3741.0,AKSHO
112,Net worth,12  Mar-16*,4554.0,AKSHO
113,Long term debt,12  Mar-16*,358.0,AKSHO
114,Total assets,12  Mar-16*,7059.0,AKSHO
115,Interest coverage,12  Mar-16*,4.2,AKSHO
116,Debt to equity ratio,12  Mar-16*,0.1,AKSHO
117,Sales to assets ratio,12  Mar-16*,0.6,AKSHO
118,Return on assets,12  Mar-16*,5.3,AKSHO
119,Return on equity,12  Mar-16*,5.6,AKSHO
120,Return on capital,12  Mar-16*,8.3,AKSHO
121,Exports to sales,12  Mar-16*,39.1,AKSHO
122,Imports to sales,12  Mar-16*,24.5,AKSHO
123,Exports (fob),12  Mar-16*,1754.0,AKSHO
