,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-16*,112759.0,TITN
1,Other income,12  Mar-16*,739.0,TITN
2,Total revenues,12  Mar-16*,113498.0,TITN
3,Gross profit,12  Mar-16*,9347.0,TITN
4,Depreciation,12  Mar-16*,982.0,TITN
5,Interest,12  Mar-16*,424.0,TITN
6,Profit before tax,12  Mar-16*,8681.0,TITN
7,Minority Interest,12  Mar-16*,-20.0,TITN
8,Prior Period Items,12  Mar-16*,0.0,TITN
9,Extraordinary Inc (Exp),12  Mar-16*,0.0,TITN
10,Tax,12  Mar-16*,1916.0,TITN
11,Profit after tax,12  Mar-16*,6745.0,TITN
12,Gross profit margin,12  Mar-16*,8.3,TITN
13,Effective tax rate,12  Mar-16*,22.1,TITN
14,Net profit margin,12  Mar-16*,6.0,TITN
15,Current assets,12  Mar-16*,51253.0,TITN
16,Current liabilities,12  Mar-16*,27136.0,TITN
17,Net working cap to sales,12  Mar-16*,21.4,TITN
18,Current ratio,12  Mar-16*,1.9,TITN
19,Inventory Days,12  Mar-16*,144.0,TITN
20,Debtors Days,12  Mar-16*,6.0,TITN
21,Net fixed assets,12  Mar-16*,8475.0,TITN
22,Share capital,12  Mar-16*,888.0,TITN
23,"""Free"" reserves",12  Mar-16*,34175.0,TITN
24,Net worth,12  Mar-16*,35063.0,TITN
25,Long term debt,12  Mar-16*,0.0,TITN
26,Total assets,12  Mar-16*,63452.0,TITN
27,Interest coverage,12  Mar-16*,21.5,TITN
28,Debt to equity ratio,12  Mar-16*,0.0,TITN
29,Sales to assets ratio,12  Mar-16*,1.8,TITN
30,Return on assets,12  Mar-16*,11.3,TITN
31,Return on equity,12  Mar-16*,19.2,TITN
32,Return on capital,12  Mar-16*,25.9,TITN
33,Exports to sales,12  Mar-16*,3.0,TITN
34,Imports to sales,12  Mar-16*,4.7,TITN
35,Exports (fob),12  Mar-16*,3347.0,TITN
36,Imports (cif),12  Mar-16*,5265.0,TITN
37,Fx inflow,12  Mar-16*,3374.0,TITN
38,Fx outflow,12  Mar-16*,5381.0,TITN
39,Net fx,12  Mar-16*,-2008.0,TITN
40,From Operations,12  Mar-16*,5761.0,TITN
41,From Investments,12  Mar-16*,-1588.0,TITN
42,From Financial Activity,12  Mar-16*,-5048.0,TITN
43,Net Cashflow,12  Mar-16*,-884.0,TITN
44,Net Sales,12  Mar-17*,132608.0,TITN
45,Other income,12  Mar-17*,705.0,TITN
46,Total revenues,12  Mar-17*,133313.0,TITN
47,Gross profit,12  Mar-17*,11537.0,TITN
48,Depreciation,12  Mar-17*,1105.0,TITN
49,Interest,12  Mar-17*,377.0,TITN
50,Profit before tax,12  Mar-17*,10759.0,TITN
51,Minority Interest,12  Mar-17*,0.0,TITN
