,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,31444.0,IPLB
1,Other income,12  Mar-15*,327.0,IPLB
2,Total revenues,12  Mar-15*,31771.0,IPLB
3,Gross profit,12  Mar-15*,5363.0,IPLB
4,Depreciation,12  Mar-15*,1796.0,IPLB
5,Interest,12  Mar-15*,284.0,IPLB
6,Profit before tax,12  Mar-15*,3611.0,IPLB
7,Minority Interest,12  Mar-15*,0.0,IPLB
8,Prior Period Items,12  Mar-15*,-49.0,IPLB
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,IPLB
10,Tax,12  Mar-15*,1019.0,IPLB
11,Profit after tax,12  Mar-15*,2542.0,IPLB
12,Gross profit margin,12  Mar-15*,17.1,IPLB
13,Effective tax rate,12  Mar-15*,28.2,IPLB
14,Net profit margin,12  Mar-15*,8.1,IPLB
15,Current assets,12  Mar-15*,19348.0,IPLB
16,Current liabilities,12  Mar-15*,12517.0,IPLB
17,Net working cap to sales,12  Mar-15*,21.7,IPLB
18,Current ratio,12  Mar-15*,1.5,IPLB
19,Inventory Days,12  Mar-15*,107.0,IPLB
20,Debtors Days,12  Mar-15*,73.0,IPLB
21,Net fixed assets,12  Mar-15*,20540.0,IPLB
22,Share capital,12  Mar-15*,252.0,IPLB
23,"""Free"" reserves",12  Mar-15*,21564.0,IPLB
24,Net worth,12  Mar-15*,21965.0,IPLB
25,Long term debt,12  Mar-15*,4987.0,IPLB
26,Total assets,12  Mar-15*,41248.0,IPLB
27,Interest coverage,12  Mar-15*,13.7,IPLB
28,Debt to equity ratio,12  Mar-15*,0.2,IPLB
29,Sales to assets ratio,12  Mar-15*,0.8,IPLB
30,Return on assets,12  Mar-15*,6.9,IPLB
31,Return on equity,12  Mar-15*,11.6,IPLB
32,Return on capital,12  Mar-15*,14.3,IPLB
33,Exports to sales,12  Mar-15*,52.9,IPLB
34,Imports to sales,12  Mar-15*,16.7,IPLB
35,Exports (fob),12  Mar-15*,16624.0,IPLB
36,Imports (cif),12  Mar-15*,5247.0,IPLB
37,Fx inflow,12  Mar-15*,16749.0,IPLB
38,Fx outflow,12  Mar-15*,6956.0,IPLB
39,Net fx,12  Mar-15*,9793.0,IPLB
40,From Operations,12  Mar-15*,4682.0,IPLB
41,From Investments,12  Mar-15*,-6893.0,IPLB
42,From Financial Activity,12  Mar-15*,2505.0,IPLB
43,Net Cashflow,12  Mar-15*,294.0,IPLB
44,Net Sales,12  Mar-16*,29065.0,IPLB
45,Other income,12  Mar-16*,222.0,IPLB
46,Total revenues,12  Mar-16*,29287.0,IPLB
47,Gross profit,12  Mar-16*,2896.0,IPLB
48,Depreciation,12  Mar-16*,1633.0,IPLB
49,Interest,12  Mar-16*,319.0,IPLB
50,Profit before tax,12  Mar-16*,1166.0,IPLB
51,Minority Interest,12  Mar-16*,0.0,IPLB
52,Prior Period Items,12  Mar-16*,0.0,IPLB
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,IPLB
54,Tax,12  Mar-16*,204.0,IPLB
55,Profit after tax,12  Mar-16*,962.0,IPLB
56,Gross profit margin,12  Mar-16*,10.0,IPLB
57,Effective tax rate,12  Mar-16*,17.5,IPLB
58,Net profit margin,12  Mar-16*,3.3,IPLB
59,Current assets,12  Mar-16*,16219.0,IPLB
60,Current liabilities,12  Mar-16*,9700.0,IPLB
61,Net working cap to sales,12  Mar-16*,22.4,IPLB
62,Current ratio,12  Mar-16*,1.7,IPLB
63,Inventory Days,12  Mar-16*,105.0,IPLB
64,Debtors Days,12  Mar-16*,56.0,IPLB
65,Net fixed assets,12  Mar-16*,21429.0,IPLB
66,Share capital,12  Mar-16*,252.0,IPLB
67,"""Free"" reserves",12  Mar-16*,22578.0,IPLB
68,Net worth,12  Mar-16*,22592.0,IPLB
69,Long term debt,12  Mar-16*,4843.0,IPLB
70,Total assets,12  Mar-16*,38917.0,IPLB
71,Interest coverage,12  Mar-16*,4.7,IPLB
72,Debt to equity ratio,12  Mar-16*,0.2,IPLB
73,Sales to assets ratio,12  Mar-16*,0.7,IPLB
74,Return on assets,12  Mar-16*,3.3,IPLB
75,Return on equity,12  Mar-16*,4.3,IPLB
76,Return on capital,12  Mar-16*,5.4,IPLB
77,Exports to sales,12  Mar-16*,49.2,IPLB
78,Imports to sales,12  Mar-16*,15.3,IPLB
79,Exports (fob),12  Mar-16*,14299.0,IPLB
80,Imports (cif),12  Mar-16*,4445.0,IPLB
81,Fx inflow,12  Mar-16*,14299.0,IPLB
82,Fx outflow,12  Mar-16*,5822.0,IPLB
83,Net fx,12  Mar-16*,8477.0,IPLB
84,From Operations,12  Mar-16*,7087.0,IPLB
85,From Investments,12  Mar-16*,-2183.0,IPLB
86,From Financial Activity,12  Mar-16*,-4615.0,IPLB
87,Net Cashflow,12  Mar-16*,288.0,IPLB
88,Net Sales,12  Mar-17*,32122.0,IPLB
89,Other income,12  Mar-17*,210.0,IPLB
90,Total revenues,12  Mar-17*,32332.0,IPLB
91,Gross profit,12  Mar-17*,4381.0,IPLB
92,Depreciation,12  Mar-17*,1730.0,IPLB
93,Interest,12  Mar-17*,241.0,IPLB
94,Profit before tax,12  Mar-17*,2621.0,IPLB
95,Minority Interest,12  Mar-17*,0.0,IPLB
96,Prior Period Items,12  Mar-17*,0.0,IPLB
97,Extraordinary Inc (Exp),12  Mar-17*,0.0,IPLB
98,Tax,12  Mar-17*,675.0,IPLB
99,Profit after tax,12  Mar-17*,1945.0,IPLB
100,Gross profit margin,12  Mar-17*,13.6,IPLB
101,Effective tax rate,12  Mar-17*,25.8,IPLB
102,Net profit margin,12  Mar-17*,6.1,IPLB
103,Current assets,12  Mar-17*,17418.0,IPLB
104,Current liabilities,12  Mar-17*,9559.0,IPLB
105,Net working cap to sales,12  Mar-17*,24.5,IPLB
106,Current ratio,12  Mar-17*,1.8,IPLB
107,Inventory Days,12  Mar-17*,100.0,IPLB
108,Debtors Days,12  Mar-17*,57.0,IPLB
109,Net fixed assets,12  Mar-17*,20779.0,IPLB
110,Share capital,12  Mar-17*,252.0,IPLB
111,"""Free"" reserves",12  Mar-17*,24300.0,IPLB
112,Net worth,12  Mar-17*,24553.0,IPLB
113,Long term debt,12  Mar-17*,3517.0,IPLB
114,Total assets,12  Mar-17*,39595.0,IPLB
115,Interest coverage,12  Mar-17*,11.9,IPLB
116,Debt to equity ratio,12  Mar-17*,0.1,IPLB
117,Sales to assets ratio,12  Mar-17*,0.8,IPLB
118,Return on assets,12  Mar-17*,5.5,IPLB
119,Return on equity,12  Mar-17*,7.9,IPLB
120,Return on capital,12  Mar-17*,10.2,IPLB
121,Exports to sales,12  Mar-17*,48.6,IPLB
122,Imports to sales,12  Mar-17*,14.2,IPLB
123,Exports (fob),12  Mar-17*,15617.0,IPLB
124,Imports (cif),12  Mar-17*,4571.0,IPLB
125,Fx inflow,12  Mar-17*,15617.0,IPLB
126,Fx outflow,12  Mar-17*,4571.0,IPLB
127,Net fx,12  Mar-17*,11046.0,IPLB
128,From Operations,12  Mar-17*,2819.0,IPLB
129,From Investments,12  Mar-17*,-1488.0,IPLB
130,From Financial Activity,12  Mar-17*,-1591.0,IPLB
131,Net Cashflow,12  Mar-17*,-260.0,IPLB
132,Net Sales,12  Mar-18*,32836.0,IPLB
133,Other income,12  Mar-18*,418.0,IPLB
134,Total revenues,12  Mar-18*,33254.0,IPLB
135,Gross profit,12  Mar-18*,4505.0,IPLB
136,Depreciation,12  Mar-18*,1777.0,IPLB
137,Interest,12  Mar-18*,240.0,IPLB
138,Profit before tax,12  Mar-18*,2905.0,IPLB
139,Minority Interest,12  Mar-18*,0.0,IPLB
140,Prior Period Items,12  Mar-18*,0.0,IPLB
141,Extraordinary Inc (Exp),12  Mar-18*,0.0,IPLB
142,Tax,12  Mar-18*,511.0,IPLB
143,Profit after tax,12  Mar-18*,2394.0,IPLB
144,Gross profit margin,12  Mar-18*,13.7,IPLB
145,Effective tax rate,12  Mar-18*,17.6,IPLB
146,Net profit margin,12  Mar-18*,7.3,IPLB
147,Current assets,12  Mar-18*,19455.0,IPLB
148,Current liabilities,12  Mar-18*,10076.0,IPLB
149,Net working cap to sales,12  Mar-18*,28.6,IPLB
150,Current ratio,12  Mar-18*,1.9,IPLB
151,Inventory Days,12  Mar-18*,98.0,IPLB
152,Debtors Days,12  Mar-18*,67.0,IPLB
153,Net fixed assets,12  Mar-18*,20435.0,IPLB
154,Share capital,12  Mar-18*,252.0,IPLB
155,"""Free"" reserves",12  Mar-18*,26633.0,IPLB
156,Net worth,12  Mar-18*,26886.0,IPLB
157,Long term debt,12  Mar-18*,2340.0,IPLB
158,Total assets,12  Mar-18*,41173.0,IPLB
159,Interest coverage,12  Mar-18*,13.1,IPLB
160,Debt to equity ratio,12  Mar-18*,0.1,IPLB
161,Sales to assets ratio,12  Mar-18*,0.8,IPLB
162,Return on assets,12  Mar-18*,6.4,IPLB
163,Return on equity,12  Mar-18*,8.9,IPLB
164,Return on capital,12  Mar-18*,10.8,IPLB
165,Exports to sales,12  Mar-18*,47.6,IPLB
166,Imports to sales,12  Mar-18*,14.9,IPLB
167,Exports (fob),12  Mar-18*,15642.0,IPLB
168,Imports (cif),12  Mar-18*,4884.0,IPLB
169,Fx inflow,12  Mar-18*,15642.0,IPLB
170,Fx outflow,12  Mar-18*,4884.0,IPLB
171,Net fx,12  Mar-18*,10759.0,IPLB
172,From Operations,12  Mar-18*,3411.0,IPLB
173,From Investments,12  Mar-18*,-1354.0,IPLB
174,From Financial Activity,12  Mar-18*,-1304.0,IPLB
175,Net Cashflow,12  Mar-18*,753.0,IPLB
176,Net Sales,12  Mar-19*,37732.0,IPLB
177,Other income,12  Mar-19*,577.0,IPLB
178,Total revenues,12  Mar-19*,38309.0,IPLB
179,Gross profit,12  Mar-19*,6901.0,IPLB
180,Depreciation,12  Mar-19*,1824.0,IPLB
181,Interest,12  Mar-19*,189.0,IPLB
182,Profit before tax,12  Mar-19*,5465.0,IPLB
183,Minority Interest,12  Mar-19*,0.0,IPLB
184,Prior Period Items,12  Mar-19*,0.0,IPLB
185,Extraordinary Inc (Exp),12  Mar-19*,0.0,IPLB
186,Tax,12  Mar-19*,1042.0,IPLB
187,Profit after tax,12  Mar-19*,4422.0,IPLB
188,Gross profit margin,12  Mar-19*,18.3,IPLB
189,Effective tax rate,12  Mar-19*,19.1,IPLB
190,Net profit margin,12  Mar-19*,11.7,IPLB
191,Current assets,12  Mar-19*,23778.0,IPLB
192,Current liabilities,12  Mar-19*,10975.0,IPLB
193,Net working cap to sales,12  Mar-19*,33.9,IPLB
194,Current ratio,12  Mar-19*,2.2,IPLB
195,Inventory Days,12  Mar-19*,104.0,IPLB
196,Debtors Days,12  Mar-19*,66.0,IPLB
197,Net fixed assets,12  Mar-19*,20368.0,IPLB
198,Share capital,12  Mar-19*,253.0,IPLB
199,"""Free"" reserves",12  Mar-19*,30971.0,IPLB
200,Net worth,12  Mar-19*,31224.0,IPLB
201,Long term debt,12  Mar-19*,1409.0,IPLB
202,Total assets,12  Mar-19*,45507.0,IPLB
203,Interest coverage,12  Mar-19*,30.0,IPLB
204,Debt to equity ratio,12  Mar-19*,0.0,IPLB
205,Sales to assets ratio,12  Mar-19*,0.8,IPLB
206,Return on assets,12  Mar-19*,10.1,IPLB
207,Return on equity,12  Mar-19*,14.2,IPLB
208,Return on capital,12  Mar-19*,17.3,IPLB
209,Exports to sales,12  Mar-19*,45.9,IPLB
210,Imports to sales,12  Mar-19*,16.6,IPLB
211,Exports (fob),12  Mar-19*,17308.0,IPLB
212,Imports (cif),12  Mar-19*,6266.0,IPLB
213,Fx inflow,12  Mar-19*,17308.0,IPLB
214,Fx outflow,12  Mar-19*,6266.0,IPLB
215,Net fx,12  Mar-19*,11042.0,IPLB
216,From Operations,12  Mar-19*,4923.0,IPLB
217,From Investments,12  Mar-19*,-1563.0,IPLB
218,From Financial Activity,12  Mar-19*,-1832.0,IPLB
219,Net Cashflow,12  Mar-19*,1528.0,IPLB
