,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,17698.0,JAGP
1,Other income,12  Mar-15*,321.0,JAGP
2,Total revenues,12  Mar-15*,18018.0,JAGP
3,Gross profit,12  Mar-15*,4465.0,JAGP
4,Depreciation,12  Mar-15*,1035.0,JAGP
5,Interest,12  Mar-15*,369.0,JAGP
6,Profit before tax,12  Mar-15*,3381.0,JAGP
7,Minority Interest,12  Mar-15*,-2.0,JAGP
8,Prior Period Items,12  Mar-15*,0.0,JAGP
9,Extraordinary Inc (Exp),12  Mar-15*,803.0,JAGP
10,Tax,12  Mar-15*,1102.0,JAGP
11,Profit after tax,12  Mar-15*,3080.0,JAGP
12,Gross profit margin,12  Mar-15*,25.2,JAGP
13,Effective tax rate,12  Mar-15*,32.6,JAGP
14,Net profit margin,12  Mar-15*,17.4,JAGP
15,Current assets,12  Mar-15*,10133.0,JAGP
16,Current liabilities,12  Mar-15*,6573.0,JAGP
17,Net working cap to sales,12  Mar-15*,20.1,JAGP
18,Current ratio,12  Mar-15*,1.5,JAGP
19,Inventory Days,12  Mar-15*,19.0,JAGP
20,Debtors Days,12  Mar-15*,70.0,JAGP
21,Net fixed assets,12  Mar-15*,8588.0,JAGP
22,Share capital,12  Mar-15*,635.0,JAGP
23,"""Free"" reserves",12  Mar-15*,12499.0,JAGP
24,Net worth,12  Mar-15*,13134.0,JAGP
25,Long term debt,12  Mar-15*,2092.0,JAGP
26,Total assets,12  Mar-15*,22770.0,JAGP
27,Interest coverage,12  Mar-15*,10.2,JAGP
28,Debt to equity ratio,12  Mar-15*,0.2,JAGP
29,Sales to assets ratio,12  Mar-15*,0.8,JAGP
30,Return on assets,12  Mar-15*,15.1,JAGP
31,Return on equity,12  Mar-15*,23.4,JAGP
32,Return on capital,12  Mar-15*,29.9,JAGP
33,Exports to sales,12  Mar-15*,0.0,JAGP
34,Imports to sales,12  Mar-15*,4.9,JAGP
35,Exports (fob),12  Mar-15*,0.0,JAGP
36,Imports (cif),12  Mar-15*,862.0,JAGP
37,Fx inflow,12  Mar-15*,0.0,JAGP
38,Fx outflow,12  Mar-15*,894.0,JAGP
39,Net fx,12  Mar-15*,-894.0,JAGP
40,From Operations,12  Mar-15*,3582.0,JAGP
41,From Investments,12  Mar-15*,-4408.0,JAGP
