,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,5169.0,VAMP
1,Other income,12  Mar-15,212.0,VAMP
2,Total revenues,12  Mar-15,5381.0,VAMP
3,Gross profit,12  Mar-15,198.0,VAMP
4,Depreciation,12  Mar-15,72.0,VAMP
5,Interest,12  Mar-15,3.0,VAMP
6,Profit before tax,12  Mar-15,334.0,VAMP
7,Minority Interest,12  Mar-15,0.0,VAMP
8,Prior Period Items,12  Mar-15,0.0,VAMP
9,Extraordinary Inc (Exp),12  Mar-15,0.0,VAMP
10,Tax,12  Mar-15,50.0,VAMP
11,Profit after tax,12  Mar-15,284.0,VAMP
12,Gross profit margin,12  Mar-15,3.8,VAMP
13,Effective tax rate,12  Mar-15,14.9,VAMP
14,Net profit margin,12  Mar-15,5.5,VAMP
15,Current assets,12  Mar-15,2556.0,VAMP
16,Current liabilities,12  Mar-15,515.0,VAMP
17,Net working cap to sales,12  Mar-15,39.5,VAMP
18,Current ratio,12  Mar-15,5.0,VAMP
19,Inventory Days,12  Mar-15,58.0,VAMP
20,Debtors Days,12  Mar-15,102.0,VAMP
21,Net fixed assets,12  Mar-15,425.0,VAMP
22,Share capital,12  Mar-15,101.0,VAMP
23,"""Free"" reserves",12  Mar-15,4307.0,VAMP
24,Net worth,12  Mar-15,4408.0,VAMP
25,Long term debt,12  Mar-15,0.0,VAMP
26,Total assets,12  Mar-15,4953.0,VAMP
27,Interest coverage,12  Mar-15,112.3,VAMP
28,Debt to equity ratio,12  Mar-15,0.0,VAMP
29,Sales to assets ratio,12  Mar-15,1.0,VAMP
30,Return on assets,12  Mar-15,5.8,VAMP
31,Return on equity,12  Mar-15,6.4,VAMP
32,Return on capital,12  Mar-15,7.6,VAMP
33,Exports to sales,12  Mar-15,0.0,VAMP
34,Imports to sales,12  Mar-15,0.0,VAMP
35,Exports (fob),12  Mar-15,0.0,VAMP
36,Imports (cif),12  Mar-15,0.0,VAMP
37,Fx inflow,12  Mar-15,44.0,VAMP
38,Fx outflow,12  Mar-15,9.0,VAMP
39,Net fx,12  Mar-15,35.0,VAMP
40,From Operations,12  Mar-15,-102.0,VAMP
41,From Investments,12  Mar-15,240.0,VAMP
