,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,33438.0,RELIG
1,Other income,12  Mar-14*,1279.0,RELIG
2,Total revenues,12  Mar-14*,34717.0,RELIG
3,Gross profit,12  Mar-14*,17485.0,RELIG
4,Depreciation,12  Mar-14*,341.0,RELIG
5,Interest,12  Mar-14*,15793.0,RELIG
6,Profit before tax,12  Mar-14*,2631.0,RELIG
7,Minority Interest,12  Mar-14*,-963.0,RELIG
8,Prior Period Items,12  Mar-14*,4.0,RELIG
9,Extraordinary Inc (Exp),12  Mar-14*,-806.0,RELIG
10,Tax,12  Mar-14*,1559.0,RELIG
11,Profit after tax,12  Mar-14*,-693.0,RELIG
12,Gross profit margin,12  Mar-14*,52.3,RELIG
13,Effective tax rate,12  Mar-14*,59.2,RELIG
14,Net profit margin,12  Mar-14*,-2.1,RELIG
15,Current assets,12  Mar-14*,91847.0,RELIG
16,Current liabilities,12  Mar-14*,88107.0,RELIG
17,Net working cap to sales,12  Mar-14*,11.2,RELIG
18,Current ratio,12  Mar-14*,1.0,RELIG
19,Inventory Days,12  Mar-14*,44.0,RELIG
20,Debtors Days,12  Mar-14*,53.0,RELIG
21,Net fixed assets,12  Mar-14*,19927.0,RELIG
22,Share capital,12  Mar-14*,1496.0,RELIG
23,"""Free"" reserves",12  Mar-14*,28489.0,RELIG
24,Net worth,12  Mar-14*,31316.0,RELIG
25,Long term debt,12  Mar-14*,66224.0,RELIG
26,Total assets,12  Mar-14*,211252.0,RELIG
27,Interest coverage,12  Mar-14*,1.2,RELIG
28,Debt to equity ratio,12  Mar-14*,2.1,RELIG
29,Sales to assets ratio,12  Mar-14*,0.2,RELIG
30,Return on assets,12  Mar-14*,7.1,RELIG
31,Return on equity,12  Mar-14*,-2.2,RELIG
32,Return on capital,12  Mar-14*,17.1,RELIG
33,Exports to sales,12  Mar-14*,0.0,RELIG
34,Imports to sales,12  Mar-14*,0.0,RELIG
35,Exports (fob),12  Mar-14*,0.0,RELIG
36,Imports (cif),12  Mar-14*,0.0,RELIG
37,Fx inflow,12  Mar-14*,0.0,RELIG
38,Fx outflow,12  Mar-14*,80.0,RELIG
39,Net fx,12  Mar-14*,-80.0,RELIG
40,From Operations,12  Mar-14*,16344.0,RELIG
41,From Investments,12  Mar-14*,-4082.0,RELIG
42,From Financial Activity,12  Mar-14*,-14003.0,RELIG
43,Net Cashflow,12  Mar-14*,-1741.0,RELIG
44,Net Sales,12  Mar-15*,41046.0,RELIG
45,Other income,12  Mar-15*,828.0,RELIG
46,Total revenues,12  Mar-15*,41874.0,RELIG
47,Gross profit,12  Mar-15*,20914.0,RELIG
