,No. of Mths  Year Ending,variable,value,name
0,Interest income,12  Mar-14*,40868.0,SFN
1,Other income,12  Mar-14*,382.0,SFN
2,Interest expense,12  Mar-14*,17243.0,SFN
3,Net interest income,12  Mar-14*,23625.0,SFN
4,Operating expense,12  Mar-14*,13049.0,SFN
5,Gross profit,12  Mar-14*,10576.0,SFN
6,Gross profit margin,12  Mar-14*,25.9,SFN
7,Provisions/contingencies,12  Mar-14*,2195.0,SFN
8,Profit before tax,12  Mar-14*,8763.0,SFN
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,SFN
10,Minority Interest,12  Mar-14*,-694.0,SFN
11,Prior Period Items,12  Mar-14*,700.0,SFN
12,Tax,12  Mar-14*,2958.0,SFN
13,Profit after tax,12  Mar-14*,5811.0,SFN
14,Net profit margin,12  Mar-14*,14.2,SFN
15,Advances,12  Mar-14*,191326,SFN
16,Deposits,12  Mar-14*,0,SFN
17,Credit/Deposit ratio,12  Mar-14*,NM,SFN
18,Yield on advances,12  Mar-14*,15.4,SFN
19,Cost of deposits,12  Mar-14*,N.A.,SFN
20,Net Interest Margin,12  Mar-14*,10.9,SFN
21,Net fixed assets,12  Mar-14*,5615,SFN
22,Share capital,12  Mar-14*,1111,SFN
23,Free reserves,12  Mar-14*,22366,SFN
24,Net worth,12  Mar-14*,30802,SFN
25,Borrowings,12  Mar-14*,90461,SFN
26,Investments,12  Mar-14*,24496,SFN
27,Total assets,12  Mar-14*,239140,SFN
28,Debt/equity ratio,12  Mar-14*,2.9,SFN
29,Return on assets,12  Mar-14*,2.4,SFN
30,Return on equity,12  Mar-14*,18.9,SFN
31,Capital adequacy ratio,12  Mar-14*,18.2,SFN
32,Net NPAs,12  Mar-14*,0.5,SFN
33,From Operations,12  Mar-14*,-5636,SFN
34,From Investments,12  Mar-14*,-2278,SFN
35,From Financial Activity,12  Mar-14*,10039,SFN
36,Net Cashflow,12  Mar-14*,2126,SFN
37,Interest income,12  Mar-15*,42381.0,SFN
38,Other income,12  Mar-15*,561.0,SFN
39,Interest expense,12  Mar-15*,17815.0,SFN
40,Net interest income,12  Mar-15*,24566.0,SFN
41,Operating expense,12  Mar-15*,14029.0,SFN
42,Gross profit,12  Mar-15*,10537.0,SFN
43,Gross profit margin,12  Mar-15*,24.9,SFN
44,Provisions/contingencies,12  Mar-15*,2496.0,SFN
45,Profit before tax,12  Mar-15*,8599.0,SFN
46,Extraordinary Inc (Exp),12  Mar-15*,0.0,SFN
47,Minority Interest,12  Mar-15*,-684.0,SFN
48,Prior Period Items,12  Mar-15*,713.0,SFN
49,Tax,12  Mar-15*,2869.0,SFN
50,Profit after tax,12  Mar-15*,5759.0,SFN
51,Net profit margin,12  Mar-15*,13.6,SFN
52,Advances,12  Mar-15*,209494,SFN
53,Deposits,12  Mar-15*,0,SFN
54,Credit/Deposit ratio,12  Mar-15*,NM,SFN
55,Yield on advances,12  Mar-15*,14.4,SFN
56,Cost of deposits,12  Mar-15*,N.A.,SFN
57,Net Interest Margin,12  Mar-15*,10.4,SFN
58,Net fixed assets,12  Mar-15*,5174,SFN
59,Share capital,12  Mar-15*,1111,SFN
60,Free reserves,12  Mar-15*,25409,SFN
61,Net worth,12  Mar-15*,37498,SFN
62,Borrowings,12  Mar-15*,112140,SFN
63,Investments,12  Mar-15*,27309,SFN
64,Total assets,12  Mar-15*,257855,SFN
65,Debt/equity ratio,12  Mar-15*,3.0,SFN
66,Return on assets,12  Mar-15*,2.2,SFN
67,Return on equity,12  Mar-15*,15.4,SFN
68,Capital adequacy ratio,12  Mar-15*,21.4,SFN
69,Net NPAs,12  Mar-15*,0.5,SFN
70,From Operations,12  Mar-15*,-14297,SFN
71,From Investments,12  Mar-15*,4458,SFN
72,From Financial Activity,12  Mar-15*,7568,SFN
73,Net Cashflow,12  Mar-15*,-2272,SFN
74,Interest income,12  Mar-16*,49592.0,SFN
75,Other income,12  Mar-16*,755.0,SFN
76,Interest expense,12  Mar-16*,18144.0,SFN
77,Net interest income,12  Mar-16*,31449.0,SFN
78,Operating expense,12  Mar-16*,21318.0,SFN
79,Gross profit,12  Mar-16*,10131.0,SFN
80,Gross profit margin,12  Mar-16*,20.4,SFN
81,Provisions/contingencies,12  Mar-16*,1959.0,SFN
82,Profit before tax,12  Mar-16*,8927.0,SFN
83,Extraordinary Inc (Exp),12  Mar-16*,0.0,SFN
84,Minority Interest,12  Mar-16*,-789.0,SFN
85,Prior Period Items,12  Mar-16*,772.0,SFN
86,Tax,12  Mar-16*,3078.0,SFN
87,Profit after tax,12  Mar-16*,5832.0,SFN
88,Net profit margin,12  Mar-16*,11.8,SFN
89,Advances,12  Mar-16*,216551,SFN
90,Deposits,12  Mar-16*,0,SFN
91,Credit/Deposit ratio,12  Mar-16*,NM,SFN
92,Yield on advances,12  Mar-16*,14.1,SFN
93,Cost of deposits,12  Mar-16*,N.A.,SFN
94,Net Interest Margin,12  Mar-16*,12.2,SFN
95,Net fixed assets,12  Mar-16*,8212,SFN
96,Share capital,12  Mar-16*,1111,SFN
97,Free reserves,12  Mar-16*,40835,SFN
98,Net worth,12  Mar-16*,41947,SFN
99,Borrowings,12  Mar-16*,87342,SFN
100,Investments,12  Mar-16*,40261,SFN
101,Total assets,12  Mar-16*,280268,SFN
102,Debt/equity ratio,12  Mar-16*,2.1,SFN
103,Return on assets,12  Mar-16*,2.1,SFN
104,Return on equity,12  Mar-16*,13.9,SFN
105,Capital adequacy ratio,12  Mar-16*,18.5,SFN
106,Net NPAs,12  Mar-16*,0.9,SFN
107,From Operations,12  Mar-16*,3103,SFN
108,From Investments,12  Mar-16*,-1033,SFN
109,From Financial Activity,12  Mar-16*,-2605,SFN
110,Net Cashflow,12  Mar-16*,-328,SFN
111,Interest income,12  Mar-17*,55547.0,SFN
112,Other income,12  Mar-17*,417.0,SFN
113,Interest expense,12  Mar-17*,17351.0,SFN
114,Net interest income,12  Mar-17*,38196.0,SFN
115,Operating expense,12  Mar-17*,27741.0,SFN
116,Gross profit,12  Mar-17*,10455.0,SFN
117,Gross profit margin,12  Mar-17*,18.8,SFN
118,Provisions/contingencies,12  Mar-17*,651.0,SFN
119,Profit before tax,12  Mar-17*,10222.0,SFN
120,Extraordinary Inc (Exp),12  Mar-17*,0.0,SFN
121,Minority Interest,12  Mar-17*,-848.0,SFN
122,Prior Period Items,12  Mar-17*,912.0,SFN
123,Tax,12  Mar-17*,3451.0,SFN
124,Profit after tax,12  Mar-17*,6835.0,SFN
125,Net profit margin,12  Mar-17*,12.3,SFN
126,Advances,12  Mar-17*,235403,SFN
127,Deposits,12  Mar-17*,0,SFN
128,Credit/Deposit ratio,12  Mar-17*,NM,SFN
129,Yield on advances,12  Mar-17*,9.3,SFN
130,Cost of deposits,12  Mar-17*,N.A.,SFN
131,Net Interest Margin,12  Mar-17*,13.5,SFN
132,Net fixed assets,12  Mar-17*,8155,SFN
133,Share capital,12  Mar-17*,1111,SFN
134,Free reserves,12  Mar-17*,46981,SFN
135,Net worth,12  Mar-17*,48092,SFN
136,Borrowings,12  Mar-17*,105919,SFN
137,Investments,12  Mar-17*,48149,SFN
138,Total assets,12  Mar-17*,307494,SFN
139,Debt/equity ratio,12  Mar-17*,2.2,SFN
140,Return on assets,12  Mar-17*,2.2,SFN
141,Return on equity,12  Mar-17*,14.2,SFN
142,Capital adequacy ratio,12  Mar-17*,17.9,SFN
143,Net NPAs,12  Mar-17*,0.5,SFN
144,From Operations,12  Mar-17*,-9647,SFN
145,From Investments,12  Mar-17*,-5535,SFN
146,From Financial Activity,12  Mar-17*,13943,SFN
147,Net Cashflow,12  Mar-17*,-1239,SFN
148,Interest income,12  Mar-18*,60367.0,SFN
149,Other income,12  Mar-18*,678.0,SFN
150,Interest expense,12  Mar-18*,18322.0,SFN
151,Net interest income,12  Mar-18*,42045.0,SFN
152,Operating expense,12  Mar-18*,29996.0,SFN
153,Gross profit,12  Mar-18*,12050.0,SFN
154,Gross profit margin,12  Mar-18*,20.0,SFN
155,Provisions/contingencies,12  Mar-18*,1094.0,SFN
156,Profit before tax,12  Mar-18*,11634.0,SFN
157,Extraordinary Inc (Exp),12  Mar-18*,0.0,SFN
158,Minority Interest,12  Mar-18*,-880.0,SFN
159,Prior Period Items,12  Mar-18*,329.0,SFN
160,Tax,12  Mar-18*,3968.0,SFN
161,Profit after tax,12  Mar-18*,7115.0,SFN
162,Net profit margin,12  Mar-18*,11.8,SFN
163,Advances,12  Mar-18*,281723,SFN
164,Deposits,12  Mar-18*,0,SFN
165,Credit/Deposit ratio,12  Mar-18*,NM,SFN
