,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,308478.0,BHEL
1,Other income,12  Mar-15*,12306.0,BHEL
2,Total revenues,12  Mar-15*,320783.0,BHEL
3,Gross profit,12  Mar-15*,21414.0,BHEL
4,Depreciation,12  Mar-15*,10820.0,BHEL
5,Interest,12  Mar-15*,924.0,BHEL
6,Profit before tax,12  Mar-15*,21976.0,BHEL
7,Minority Interest,12  Mar-15*,19.0,BHEL
8,Prior Period Items,12  Mar-15*,-103.0,BHEL
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,BHEL
10,Tax,12  Mar-15*,7369.0,BHEL
11,Profit after tax,12  Mar-15*,14524.0,BHEL
12,Gross profit margin,12  Mar-15*,6.9,BHEL
13,Effective tax rate,12  Mar-15*,33.5,BHEL
14,Net profit margin,12  Mar-15*,4.7,BHEL
15,Current assets,12  Mar-15*,469702.0,BHEL
16,Current liabilities,12  Mar-15*,219016.0,BHEL
17,Net working cap to sales,12  Mar-15*,81.3,BHEL
18,Current ratio,12  Mar-15*,2.1,BHEL
19,Inventory Days,12  Mar-15*,120.0,BHEL
20,Debtors Days,12  Mar-15*,284.0,BHEL
21,Net fixed assets,12  Mar-15*,46646.0,BHEL
22,Share capital,12  Mar-15*,4895.0,BHEL
23,"""Free"" reserves",12  Mar-15*,327878.0,BHEL
24,Net worth,12  Mar-15*,332773.0,BHEL
25,Long term debt,12  Mar-15*,610.0,BHEL
26,Total assets,12  Mar-15*,668718.0,BHEL
27,Interest coverage,12  Mar-15*,24.8,BHEL
28,Debt to equity ratio,12  Mar-15*,0.0,BHEL
29,Sales to assets ratio,12  Mar-15*,0.5,BHEL
30,Return on assets,12  Mar-15*,2.3,BHEL
31,Return on equity,12  Mar-15*,4.4,BHEL
32,Return on capital,12  Mar-15*,6.8,BHEL
33,Exports to sales,12  Mar-15*,2.4,BHEL
34,Imports to sales,12  Mar-15*,13.6,BHEL
35,Exports (fob),12  Mar-15*,7474.0,BHEL
36,Imports (cif),12  Mar-15*,41861.0,BHEL
37,Fx inflow,12  Mar-15*,10547.0,BHEL
38,Fx outflow,12  Mar-15*,46180.0,BHEL
39,Net fx,12  Mar-15*,-35632.0,BHEL
40,From Operations,12  Mar-15*,8212.0,BHEL
41,From Investments,12  Mar-15*,6504.0,BHEL
42,From Financial Activity,12  Mar-15*,-35427.0,BHEL
43,Net Cashflow,12  Mar-15*,-20711.0,BHEL
44,Net Sales,12  Mar-16*,266785.0,BHEL
45,Other income,12  Mar-16*,14764.0,BHEL
46,Total revenues,12  Mar-16*,281550.0,BHEL
47,Gross profit,12  Mar-16*,-13569.0,BHEL
48,Depreciation,12  Mar-16*,9367.0,BHEL
49,Interest,12  Mar-16*,3598.0,BHEL
50,Profit before tax,12  Mar-16*,-11770.0,BHEL
51,Minority Interest,12  Mar-16*,158.0,BHEL
52,Prior Period Items,12  Mar-16*,0.0,BHEL
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,BHEL
54,Tax,12  Mar-16*,-4556.0,BHEL
55,Profit after tax,12  Mar-16*,-7056.0,BHEL
56,Gross profit margin,12  Mar-16*,-5.1,BHEL
57,Effective tax rate,12  Mar-16*,38.7,BHEL
58,Net profit margin,12  Mar-16*,-2.6,BHEL
59,Current assets,12  Mar-16*,451399.0,BHEL
60,Current liabilities,12  Mar-16*,207407.0,BHEL
61,Net working cap to sales,12  Mar-16*,91.5,BHEL
62,Current ratio,12  Mar-16*,2.2,BHEL
63,Inventory Days,12  Mar-16*,131.0,BHEL
64,Debtors Days,12  Mar-16*,307.0,BHEL
65,Net fixed assets,12  Mar-16*,42866.0,BHEL
66,Share capital,12  Mar-16*,4895.0,BHEL
67,"""Free"" reserves",12  Mar-16*,318246.0,BHEL
68,Net worth,12  Mar-16*,323142.0,BHEL
69,Long term debt,12  Mar-16*,1263.0,BHEL
70,Total assets,12  Mar-16*,653205.0,BHEL
71,Interest coverage,12  Mar-16*,-2.3,BHEL
72,Debt to equity ratio,12  Mar-16*,0.0,BHEL
73,Sales to assets ratio,12  Mar-16*,0.4,BHEL
74,Return on assets,12  Mar-16*,-0.5,BHEL
75,Return on equity,12  Mar-16*,-2.2,BHEL
76,Return on capital,12  Mar-16*,-2.5,BHEL
77,Exports to sales,12  Mar-16*,1.1,BHEL
78,Imports to sales,12  Mar-16*,15.0,BHEL
79,Exports (fob),12  Mar-16*,2866.0,BHEL
80,Imports (cif),12  Mar-16*,40085.0,BHEL
81,Fx inflow,12  Mar-16*,3522.0,BHEL
82,Fx outflow,12  Mar-16*,42174.0,BHEL
83,Net fx,12  Mar-16*,-38652.0,BHEL
84,From Operations,12  Mar-16*,3744.0,BHEL
85,From Investments,12  Mar-16*,-231.0,BHEL
86,From Financial Activity,12  Mar-16*,1225.0,BHEL
87,Net Cashflow,12  Mar-16*,4738.0,BHEL
88,Net Sales,12  Mar-17*,284770.0,BHEL
89,Other income,12  Mar-17*,7532.0,BHEL
90,Total revenues,12  Mar-17*,292302.0,BHEL
91,Gross profit,12  Mar-17*,10570.0,BHEL
92,Depreciation,12  Mar-17*,8498.0,BHEL
93,Interest,12  Mar-17*,3513.0,BHEL
94,Profit before tax,12  Mar-17*,6091.0,BHEL
95,Minority Interest,12  Mar-17*,-236.0,BHEL
96,Prior Period Items,12  Mar-17*,0.0,BHEL
97,Extraordinary Inc (Exp),12  Mar-17*,0.0,BHEL
98,Tax,12  Mar-17*,1304.0,BHEL
99,Profit after tax,12  Mar-17*,4552.0,BHEL
100,Gross profit margin,12  Mar-17*,3.7,BHEL
101,Effective tax rate,12  Mar-17*,21.4,BHEL
102,Net profit margin,12  Mar-17*,1.6,BHEL
103,Current assets,12  Mar-17*,429040.0,BHEL
104,Current liabilities,12  Mar-17*,201426.0,BHEL
