,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,39819.0,COLG
1,Other income,12  Mar-15,332.0,COLG
2,Total revenues,12  Mar-15,40151.0,COLG
3,Gross profit,12  Mar-15,8222.0,COLG
4,Depreciation,12  Mar-15,750.0,COLG
5,Interest,12  Mar-15,0.0,COLG
6,Profit before tax,12  Mar-15,7804.0,COLG
7,Minority Interest,12  Mar-15,0.0,COLG
8,Prior Period Items,12  Mar-15,0.0,COLG
9,Extraordinary Inc (Exp),12  Mar-15,0.0,COLG
10,Tax,12  Mar-15,2214.0,COLG
11,Profit after tax,12  Mar-15,5590.0,COLG
12,Gross profit margin,12  Mar-15,20.6,COLG
13,Effective tax rate,12  Mar-15,28.4,COLG
14,Net profit margin,12  Mar-15,14.0,COLG
15,Current assets,12  Mar-15,6905,COLG
16,Current liabilities,12  Mar-15,9576,COLG
17,Net working cap to sales,12  Mar-15,-6.7,COLG
18,Current ratio,12  Mar-15,0.7,COLG
19,Inventory Days,12  Mar-15,23,COLG
20,Debtors Days,12  Mar-15,6,COLG
21,Net fixed assets,12  Mar-15,9228,COLG
22,Share capital,12  Mar-15,136,COLG
23,"""Free"" reserves",12  Mar-15,7666,COLG
24,Net worth,12  Mar-15,7802,COLG
25,Long term debt,12  Mar-15,0,COLG
26,Total assets,12  Mar-15,17378,COLG
27,Interest coverage,12  Mar-15,NM,COLG
28,Debt to equity ratio,12  Mar-15,0,COLG
29,Sales to assets ratio,12  Mar-15,2.3,COLG
30,Return on assets,12  Mar-15,32.2,COLG
31,Return on equity,12  Mar-15,71.6,COLG
32,Return on capital,12  Mar-15,100.0,COLG
33,Exports to sales,12  Mar-15,1.4,COLG
34,Imports to sales,12  Mar-15,5.6,COLG
35,Exports (fob),12  Mar-15,568,COLG
36,Imports (cif),12  Mar-15,2229,COLG
37,Fx inflow,12  Mar-15,816,COLG
38,Fx outflow,12  Mar-15,5374,COLG
39,Net fx,12  Mar-15,-4558,COLG
40,From Operations,12  Mar-15,6382,COLG
41,From Investments,12  Mar-15,-2716,COLG
42,From Financial Activity,12  Mar-15,-3848,COLG
43,Net Cashflow,12  Mar-15,-183,COLG
44,Net Sales,12  Mar-16,38682.0,COLG
45,Other income,12  Mar-16,395.0,COLG
46,Total revenues,12  Mar-16,39077.0,COLG
