,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,1814.0,KTWSC
1,Other income,12  Mar-15,1.0,KTWSC
2,Total revenues,12  Mar-15,1815.0,KTWSC
3,Gross profit,12  Mar-15,372.0,KTWSC
4,Depreciation,12  Mar-15,102.0,KTWSC
5,Interest,12  Mar-15,18.0,KTWSC
6,Profit before tax,12  Mar-15,254.0,KTWSC
7,Minority Interest,12  Mar-15,0.0,KTWSC
8,Prior Period Items,12  Mar-15,0.0,KTWSC
9,Extraordinary Inc (Exp),12  Mar-15,0.0,KTWSC
10,Tax,12  Mar-15,53.0,KTWSC
11,Profit after tax,12  Mar-15,200.0,KTWSC
12,Gross profit margin,12  Mar-15,20.5,KTWSC
13,Effective tax rate,12  Mar-15,21.0,KTWSC
14,Net profit margin,12  Mar-15,11.0,KTWSC
15,Current assets,12  Mar-15,484.0,KTWSC
16,Current liabilities,12  Mar-15,271.0,KTWSC
17,Net working cap to sales,12  Mar-15,11.7,KTWSC
18,Current ratio,12  Mar-15,1.8,KTWSC
19,Inventory Days,12  Mar-15,12.0,KTWSC
20,Debtors Days,12  Mar-15,28.0,KTWSC
21,Net fixed assets,12  Mar-15,806.0,KTWSC
22,Share capital,12  Mar-15,401.0,KTWSC
23,"""Free"" reserves",12  Mar-15,600.0,KTWSC
24,Net worth,12  Mar-15,1001.0,KTWSC
25,Long term debt,12  Mar-15,38.0,KTWSC
26,Total assets,12  Mar-15,1361.0,KTWSC
27,Interest coverage,12  Mar-15,15.1,KTWSC
28,Debt to equity ratio,12  Mar-15,0.0,KTWSC
29,Sales to assets ratio,12  Mar-15,1.3,KTWSC
30,Return on assets,12  Mar-15,16.1,KTWSC
31,Return on equity,12  Mar-15,20.0,KTWSC
32,Return on capital,12  Mar-15,26.2,KTWSC
33,Exports to sales,12  Mar-15,0.0,KTWSC
34,Imports to sales,12  Mar-15,0.0,KTWSC
35,Exports (fob),12  Mar-15,0.0,KTWSC
36,Imports (cif),12  Mar-15,0.0,KTWSC
37,Fx inflow,12  Mar-15,0.0,KTWSC
38,Fx outflow,12  Mar-15,0.0,KTWSC
39,Net fx,12  Mar-15,0.0,KTWSC
40,From Operations,12  Mar-15,164.0,KTWSC
41,From Investments,12  Mar-15,-87.0,KTWSC
42,From Financial Activity,12  Mar-15,-74.0,KTWSC
43,Net Cashflow,12  Mar-15,3.0,KTWSC
44,Net Sales,12  Mar-16,2315.0,KTWSC
45,Other income,12  Mar-16,1.0,KTWSC
46,Total revenues,12  Mar-16,2317.0,KTWSC
