,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,1873.0,TBVF
1,Other income,12  Mar-14*,11.0,TBVF
2,Total revenues,12  Mar-14*,1884.0,TBVF
3,Gross profit,12  Mar-14*,927.0,TBVF
4,Depreciation,12  Mar-14*,242.0,TBVF
5,Interest,12  Mar-14*,120.0,TBVF
6,Profit before tax,12  Mar-14*,577.0,TBVF
7,Minority Interest,12  Mar-14*,-32.0,TBVF
8,Prior Period Items,12  Mar-14*,0.0,TBVF
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,TBVF
10,Tax,12  Mar-14*,178.0,TBVF
11,Profit after tax,12  Mar-14*,366.0,TBVF
12,Gross profit margin,12  Mar-14*,49.5,TBVF
13,Effective tax rate,12  Mar-14*,30.9,TBVF
14,Net profit margin,12  Mar-14*,19.5,TBVF
15,Current assets,12  Mar-14*,421.0,TBVF
16,Current liabilities,12  Mar-14*,997.0,TBVF
17,Net working cap to sales,12  Mar-14*,-30.8,TBVF
18,Current ratio,12  Mar-14*,0.4,TBVF
19,Inventory Days,12  Mar-14*,0.0,TBVF
20,Debtors Days,12  Mar-14*,62.0,TBVF
21,Net fixed assets,12  Mar-14*,4505.0,TBVF
22,Share capital,12  Mar-14*,262.0,TBVF
23,"""Free"" reserves",12  Mar-14*,2046.0,TBVF
24,Net worth,12  Mar-14*,2405.0,TBVF
25,Long term debt,12  Mar-14*,1373.0,TBVF
26,Total assets,12  Mar-14*,5257.0,TBVF
27,Interest coverage,12  Mar-14*,5.8,TBVF
28,Debt to equity ratio,12  Mar-14*,0.6,TBVF
29,Sales to assets ratio,12  Mar-14*,0.4,TBVF
30,Return on assets,12  Mar-14*,9.2,TBVF
31,Return on equity,12  Mar-14*,15.2,TBVF
32,Return on capital,12  Mar-14*,17.6,TBVF
33,Exports to sales,12  Mar-14*,0.0,TBVF
34,Imports to sales,12  Mar-14*,3.4,TBVF
35,Exports (fob),12  Mar-14*,0.0,TBVF
36,Imports (cif),12  Mar-14*,63.0,TBVF
37,Fx inflow,12  Mar-14*,1.0,TBVF
38,Fx outflow,12  Mar-14*,64.0,TBVF
39,Net fx,12  Mar-14*,-63.0,TBVF
40,From Operations,12  Mar-14*,659.0,TBVF
41,From Investments,12  Mar-14*,-873.0,TBVF
42,From Financial Activity,12  Mar-14*,53.0,TBVF
43,Net Cashflow,12  Mar-14*,-162.0,TBVF
44,Net Sales,12  Mar-15*,2257.0,TBVF
45,Other income,12  Mar-15*,9.0,TBVF
46,Total revenues,12  Mar-15*,2265.0,TBVF
47,Gross profit,12  Mar-15*,1245.0,TBVF
48,Depreciation,12  Mar-15*,397.0,TBVF
49,Interest,12  Mar-15*,128.0,TBVF
50,Profit before tax,12  Mar-15*,729.0,TBVF
51,Minority Interest,12  Mar-15*,-23.0,TBVF
52,Prior Period Items,12  Mar-15*,0.0,TBVF
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,TBVF
54,Tax,12  Mar-15*,245.0,TBVF
55,Profit after tax,12  Mar-15*,461.0,TBVF
56,Gross profit margin,12  Mar-15*,55.2,TBVF
57,Effective tax rate,12  Mar-15*,33.6,TBVF
58,Net profit margin,12  Mar-15*,20.4,TBVF
59,Current assets,12  Mar-15*,1099.0,TBVF
60,Current liabilities,12  Mar-15*,716.0,TBVF
61,Net working cap to sales,12  Mar-15*,17.0,TBVF
62,Current ratio,12  Mar-15*,1.5,TBVF
63,Inventory Days,12  Mar-15*,0.0,TBVF
64,Debtors Days,12  Mar-15*,55.0,TBVF
65,Net fixed assets,12  Mar-15*,5213.0,TBVF
