,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,10861.0,GESCO
1,Other income,12  Mar-15*,615.0,GESCO
2,Total revenues,12  Mar-15*,11476.0,GESCO
3,Gross profit,12  Mar-15*,4242.0,GESCO
4,Depreciation,12  Mar-15*,132.0,GESCO
5,Interest,12  Mar-15*,514.0,GESCO
6,Profit before tax,12  Mar-15*,4210.0,GESCO
7,Minority Interest,12  Mar-15*,-171.0,GESCO
8,Prior Period Items,12  Mar-15*,0.0,GESCO
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,GESCO
10,Tax,12  Mar-15*,1378.0,GESCO
11,Profit after tax,12  Mar-15*,2662.0,GESCO
12,Gross profit margin,12  Mar-15*,39.1,GESCO
13,Effective tax rate,12  Mar-15*,32.7,GESCO
14,Net profit margin,12  Mar-15*,24.5,GESCO
15,Current assets,12  Mar-15*,16539.0,GESCO
16,Current liabilities,12  Mar-15*,4006.0,GESCO
17,Net working cap to sales,12  Mar-15*,115.4,GESCO
18,Current ratio,12  Mar-15*,4.1,GESCO
19,Inventory Days,12  Mar-15*,329.0,GESCO
20,Debtors Days,12  Mar-15*,10.0,GESCO
21,Net fixed assets,12  Mar-15*,1001.0,GESCO
22,Share capital,12  Mar-15*,410.0,GESCO
23,"""Free"" reserves",12  Mar-15*,14994.0,GESCO
24,Net worth,12  Mar-15*,15404.0,GESCO
25,Long term debt,12  Mar-15*,4989.0,GESCO
26,Total assets,12  Mar-15*,25641.0,GESCO
27,Interest coverage,12  Mar-15*,9.2,GESCO
28,Debt to equity ratio,12  Mar-15*,0.3,GESCO
29,Sales to assets ratio,12  Mar-15*,0.4,GESCO
30,Return on assets,12  Mar-15*,12.4,GESCO
31,Return on equity,12  Mar-15*,17.3,GESCO
32,Return on capital,12  Mar-15*,22.3,GESCO
33,Exports to sales,12  Mar-15*,0.0,GESCO
34,Imports to sales,12  Mar-15*,0.0,GESCO
35,Exports (fob),12  Mar-15*,0.0,GESCO
36,Imports (cif),12  Mar-15*,0.0,GESCO
37,Fx inflow,12  Mar-15*,1.0,GESCO
38,Fx outflow,12  Mar-15*,18.0,GESCO
39,Net fx,12  Mar-15*,-18.0,GESCO
40,From Operations,12  Mar-15*,2997.0,GESCO
41,From Investments,12  Mar-15*,425.0,GESCO
42,From Financial Activity,12  Mar-15*,-3361.0,GESCO
43,Net Cashflow,12  Mar-15*,60.0,GESCO
44,Net Sales,12  Mar-16*,5932.0,GESCO
45,Other income,12  Mar-16*,940.0,GESCO
46,Total revenues,12  Mar-16*,6872.0,GESCO
47,Gross profit,12  Mar-16*,856.0,GESCO
48,Depreciation,12  Mar-16*,42.0,GESCO
49,Interest,12  Mar-16*,357.0,GESCO
50,Profit before tax,12  Mar-16*,1398.0,GESCO
51,Minority Interest,12  Mar-16*,-22.0,GESCO
52,Prior Period Items,12  Mar-16*,0.0,GESCO
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,GESCO
54,Tax,12  Mar-16*,429.0,GESCO
55,Profit after tax,12  Mar-16*,946.0,GESCO
56,Gross profit margin,12  Mar-16*,14.4,GESCO
57,Effective tax rate,12  Mar-16*,30.7,GESCO
58,Net profit margin,12  Mar-16*,15.9,GESCO
59,Current assets,12  Mar-16*,22329.0,GESCO
60,Current liabilities,12  Mar-16*,7728.0,GESCO
61,Net working cap to sales,12  Mar-16*,246.2,GESCO
62,Current ratio,12  Mar-16*,2.9,GESCO
63,Inventory Days,12  Mar-16*,804.0,GESCO
64,Debtors Days,12  Mar-16*,39.0,GESCO
65,Net fixed assets,12  Mar-16*,1010.0,GESCO
66,Share capital,12  Mar-16*,410.0,GESCO
67,"""Free"" reserves",12  Mar-16*,15885.0,GESCO
68,Net worth,12  Mar-16*,16296.0,GESCO
69,Long term debt,12  Mar-16*,4493.0,GESCO
70,Total assets,12  Mar-16*,30097.0,GESCO
71,Interest coverage,12  Mar-16*,4.9,GESCO
72,Debt to equity ratio,12  Mar-16*,0.3,GESCO
73,Sales to assets ratio,12  Mar-16*,0.2,GESCO
74,Return on assets,12  Mar-16*,4.3,GESCO
75,Return on equity,12  Mar-16*,5.8,GESCO
76,Return on capital,12  Mar-16*,8.3,GESCO
77,Exports to sales,12  Mar-16*,0.0,GESCO
78,Imports to sales,12  Mar-16*,0.0,GESCO
79,Exports (fob),12  Mar-16*,0.0,GESCO
80,Imports (cif),12  Mar-16*,0.0,GESCO
81,Fx inflow,12  Mar-16*,0.0,GESCO
82,Fx outflow,12  Mar-16*,30.0,GESCO
83,Net fx,12  Mar-16*,-30.0,GESCO
84,From Operations,12  Mar-16*,-1735.0,GESCO
85,From Investments,12  Mar-16*,1062.0,GESCO
86,From Financial Activity,12  Mar-16*,1389.0,GESCO
87,Net Cashflow,12  Mar-16*,716.0,GESCO
88,Net Sales,12  Mar-17*,7622.0,GESCO
89,Other income,12  Mar-17*,689.0,GESCO
90,Total revenues,12  Mar-17*,8310.0,GESCO
91,Gross profit,12  Mar-17*,503.0,GESCO
92,Depreciation,12  Mar-17*,46.0,GESCO
93,Interest,12  Mar-17*,202.0,GESCO
94,Profit before tax,12  Mar-17*,944.0,GESCO
95,Minority Interest,12  Mar-17*,445.0,GESCO
96,Prior Period Items,12  Mar-17*,0.0,GESCO
97,Extraordinary Inc (Exp),12  Mar-17*,0.0,GESCO
98,Tax,12  Mar-17*,330.0,GESCO
99,Profit after tax,12  Mar-17*,1059.0,GESCO
100,Gross profit margin,12  Mar-17*,6.6,GESCO
101,Effective tax rate,12  Mar-17*,35.0,GESCO
102,Net profit margin,12  Mar-17*,13.9,GESCO
103,Current assets,12  Mar-17*,20752.0,GESCO
104,Current liabilities,12  Mar-17*,7734.0,GESCO
105,Net working cap to sales,12  Mar-17*,170.8,GESCO
106,Current ratio,12  Mar-17*,2.7,GESCO
107,Inventory Days,12  Mar-17*,561.0,GESCO
108,Debtors Days,12  Mar-17*,36.0,GESCO
109,Net fixed assets,12  Mar-17*,1080.0,GESCO
110,Share capital,12  Mar-17*,411.0,GESCO
111,"""Free"" reserves",12  Mar-17*,16585.0,GESCO
112,Net worth,12  Mar-17*,16996.0,GESCO
113,Long term debt,12  Mar-17*,2748.0,GESCO
114,Total assets,12  Mar-17*,28863.0,GESCO
115,Interest coverage,12  Mar-17*,5.7,GESCO
116,Debt to equity ratio,12  Mar-17*,0.2,GESCO
117,Sales to assets ratio,12  Mar-17*,0.3,GESCO
118,Return on assets,12  Mar-17*,4.4,GESCO
119,Return on equity,12  Mar-17*,6.2,GESCO
120,Return on capital,12  Mar-17*,8.1,GESCO
121,Exports to sales,12  Mar-17*,0.0,GESCO
122,Imports to sales,12  Mar-17*,0.0,GESCO
123,Exports (fob),12  Mar-17*,0.0,GESCO
124,Imports (cif),12  Mar-17*,0.0,GESCO
125,Fx inflow,12  Mar-17*,0.0,GESCO
126,Fx outflow,12  Mar-17*,11.0,GESCO
127,Net fx,12  Mar-17*,-11.0,GESCO
128,From Operations,12  Mar-17*,696.0,GESCO
129,From Investments,12  Mar-17*,1409.0,GESCO
130,From Financial Activity,12  Mar-17*,-2548.0,GESCO
131,Net Cashflow,12  Mar-17*,-444.0,GESCO
132,Net Sales,12  Mar-18*,5662.0,GESCO
133,Other income,12  Mar-18*,779.0,GESCO
134,Total revenues,12  Mar-18*,6441.0,GESCO
135,Gross profit,12  Mar-18*,574.0,GESCO
136,Depreciation,12  Mar-18*,43.0,GESCO
137,Interest,12  Mar-18*,413.0,GESCO
138,Profit before tax,12  Mar-18*,898.0,GESCO
139,Minority Interest,12  Mar-18*,447.0,GESCO
140,Prior Period Items,12  Mar-18*,0.0,GESCO
141,Extraordinary Inc (Exp),12  Mar-18*,0.0,GESCO
142,Tax,12  Mar-18*,312.0,GESCO
143,Profit after tax,12  Mar-18*,1034.0,GESCO
144,Gross profit margin,12  Mar-18*,10.1,GESCO
145,Effective tax rate,12  Mar-18*,34.7,GESCO
146,Net profit margin,12  Mar-18*,18.3,GESCO
147,Current assets,12  Mar-18*,21133.0,GESCO
148,Current liabilities,12  Mar-18*,7891.0,GESCO
149,Net working cap to sales,12  Mar-18*,233.9,GESCO
150,Current ratio,12  Mar-18*,2.7,GESCO
151,Inventory Days,12  Mar-18*,588.0,GESCO
152,Debtors Days,12  Mar-18*,94.0,GESCO
153,Net fixed assets,12  Mar-18*,1045.0,GESCO
154,Share capital,12  Mar-18*,513.0,GESCO
155,"""Free"" reserves",12  Mar-18*,20075.0,GESCO
156,Net worth,12  Mar-18*,20589.0,GESCO
