,No. of Mths  Year Ending,variable,value,name
0,Net Sales,18  Jun-13*,188057.0,VDFN
1,Other income,18  Jun-13*,8903.0,VDFN
2,Total revenues,18  Jun-13*,196960.0,VDFN
3,Gross profit,18  Jun-13*,2091.0,VDFN
4,Depreciation,18  Jun-13*,13256.0,VDFN
5,Interest,18  Jun-13*,40775.0,VDFN
6,Profit before tax,18  Jun-13*,-43037.0,VDFN
7,Minority Interest,18  Jun-13*,3808.0,VDFN
8,Prior Period Items,18  Jun-13*,-5.0,VDFN
9,Extraordinary Inc (Exp),18  Jun-13*,-1032.0,VDFN
10,Tax,18  Jun-13*,-12005.0,VDFN
11,Profit after tax,18  Jun-13*,-28261.0,VDFN
12,Gross profit margin,18  Jun-13*,1.1,VDFN
13,Effective tax rate,18  Jun-13*,27.9,VDFN
14,Net profit margin,18  Jun-13*,-15.0,VDFN
15,Current assets,18  Jun-13*,218805.0,VDFN
16,Current liabilities,18  Jun-13*,133187.0,VDFN
17,Net working cap to sales,18  Jun-13*,45.5,VDFN
18,Current ratio,18  Jun-13*,1.6,VDFN
19,Inventory Days,18  Jun-13*,42.0,VDFN
20,Debtors Days,18  Jun-13*,57.0,VDFN
21,Net fixed assets,18  Jun-13*,194195.0,VDFN
22,Share capital,18  Jun-13*,3188.0,VDFN
23,"""Free"" reserves",18  Jun-13*,38036.0,VDFN
24,Net worth,18  Jun-13*,46984.0,VDFN
25,Long term debt,18  Jun-13*,310787.0,VDFN
26,Total assets,18  Jun-13*,494690.0,VDFN
27,Interest coverage,18  Jun-13*,-0.1,VDFN
28,Debt to equity ratio,18  Jun-13*,6.6,VDFN
29,Sales to assets ratio,18  Jun-13*,0.4,VDFN
30,Return on assets,18  Jun-13*,2.5,VDFN
31,Return on equity,18  Jun-13*,-60.2,VDFN
32,Return on capital,18  Jun-13*,0.1,VDFN
33,Exports to sales,18  Jun-13*,3.4,VDFN
34,Imports to sales,18  Jun-13*,12.8,VDFN
35,Exports (fob),18  Jun-13*,6428.0,VDFN
36,Imports (cif),18  Jun-13*,24098.0,VDFN
37,Fx inflow,18  Jun-13*,9852.0,VDFN
38,Fx outflow,18  Jun-13*,26193.0,VDFN
39,Net fx,18  Jun-13*,-16341.0,VDFN
40,From Operations,18  Jun-13*,-22594.0,VDFN
41,From Investments,18  Jun-13*,-68088.0,VDFN
42,From Financial Activity,18  Jun-13*,86221.0,VDFN
43,Net Cashflow,18  Jun-13*,-4461.0,VDFN
44,Net Sales,18  Dec-14*,204622.0,VDFN
45,Other income,18  Dec-14*,141090.0,VDFN
46,Total revenues,18  Dec-14*,345712.0,VDFN
47,Gross profit,18  Dec-14*,-1127.0,VDFN
48,Depreciation,18  Dec-14*,15365.0,VDFN
49,Interest,18  Dec-14*,49718.0,VDFN
50,Profit before tax,18  Dec-14*,74881.0,VDFN
51,Minority Interest,18  Dec-14*,1534.0,VDFN
52,Prior Period Items,18  Dec-14*,6.0,VDFN
53,Extraordinary Inc (Exp),18  Dec-14*,-8.0,VDFN
54,Tax,18  Dec-14*,25216.0,VDFN
55,Profit after tax,18  Dec-14*,51196.0,VDFN
56,Gross profit margin,18  Dec-14*,-0.6,VDFN
57,Effective tax rate,18  Dec-14*,33.7,VDFN
58,Net profit margin,18  Dec-14*,25.0,VDFN
59,Current assets,18  Dec-14*,313075.0,VDFN
60,Current liabilities,18  Dec-14*,130998.0,VDFN
61,Net working cap to sales,18  Dec-14*,89.0,VDFN
62,Current ratio,18  Dec-14*,2.4,VDFN
63,Inventory Days,18  Dec-14*,43.0,VDFN
64,Debtors Days,18  Dec-14*,54.0,VDFN
65,Net fixed assets,18  Dec-14*,203162.0,VDFN
66,Share capital,18  Dec-14*,3345.0,VDFN
67,"""Free"" reserves",18  Dec-14*,98708.0,VDFN
68,Net worth,18  Dec-14*,102052.0,VDFN
69,Long term debt,18  Dec-14*,355043.0,VDFN
70,Total assets,18  Dec-14*,598152.0,VDFN
71,Interest coverage,18  Dec-14*,2.5,VDFN
72,Debt to equity ratio,18  Dec-14*,3.5,VDFN
73,Sales to assets ratio,18  Dec-14*,0.3,VDFN
74,Return on assets,18  Dec-14*,16.9,VDFN
75,Return on equity,18  Dec-14*,50.2,VDFN
76,Return on capital,18  Dec-14*,27.6,VDFN
77,Exports to sales,18  Dec-14*,15.2,VDFN
78,Imports to sales,18  Dec-14*,15.1,VDFN
79,Exports (fob),18  Dec-14*,31029.0,VDFN
80,Imports (cif),18  Dec-14*,30876.0,VDFN
81,Fx inflow,18  Dec-14*,31029.0,VDFN
82,Fx outflow,18  Dec-14*,33089.0,VDFN
83,Net fx,18  Dec-14*,-2059.0,VDFN
84,From Operations,18  Dec-14*,-52283.0,VDFN
85,From Investments,18  Dec-14*,50739.0,VDFN
86,From Financial Activity,18  Dec-14*,3860.0,VDFN
87,Net Cashflow,18  Dec-14*,2316.0,VDFN
88,Net Sales,12  Dec-15*,138036.0,VDFN
89,Other income,12  Dec-15*,5227.0,VDFN
90,Total revenues,12  Dec-15*,143263.0,VDFN
91,Gross profit,12  Dec-15*,14915.0,VDFN
92,Depreciation,12  Dec-15*,10412.0,VDFN
93,Interest,12  Dec-15*,31911.0,VDFN
94,Profit before tax,12  Dec-15*,-22181.0,VDFN
95,Minority Interest,12  Dec-15*,250.0,VDFN
96,Prior Period Items,12  Dec-15*,20.0,VDFN
97,Extraordinary Inc (Exp),12  Dec-15*,0.0,VDFN
98,Tax,12  Dec-15*,-49.0,VDFN
99,Profit after tax,12  Dec-15*,-21862.0,VDFN
100,Gross profit margin,12  Dec-15*,10.8,VDFN
101,Effective tax rate,12  Dec-15*,0.2,VDFN
102,Net profit margin,12  Dec-15*,-15.8,VDFN
103,Current assets,12  Dec-15*,313252.0,VDFN
104,Current liabilities,12  Dec-15*,179839.0,VDFN
105,Net working cap to sales,12  Dec-15*,96.7,VDFN
106,Current ratio,12  Dec-15*,1.7,VDFN
107,Inventory Days,12  Dec-15*,63.0,VDFN
108,Debtors Days,12  Dec-15*,81.0,VDFN
109,Net fixed assets,12  Dec-15*,203886.0,VDFN
110,Share capital,12  Dec-15*,3345.0,VDFN
111,"""Free"" reserves",12  Dec-15*,83558.0,VDFN
112,Net worth,12  Dec-15*,86903.0,VDFN
113,Long term debt,12  Dec-15*,325160.0,VDFN
