,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,116263.0,MAXL
1,Other income,12  Mar-14*,569.0,MAXL
2,Total revenues,12  Mar-14*,116833.0,MAXL
3,Gross profit,12  Mar-14*,4487.0,MAXL
4,Depreciation,12  Mar-14*,1379.0,MAXL
5,Interest,12  Mar-14*,932.0,MAXL
6,Profit before tax,12  Mar-14*,2745.0,MAXL
7,Minority Interest,12  Mar-14*,-700.0,MAXL
8,Prior Period Items,12  Mar-14*,0.0,MAXL
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,MAXL
10,Tax,12  Mar-14*,650.0,MAXL
11,Profit after tax,12  Mar-14*,1395.0,MAXL
12,Gross profit margin,12  Mar-14*,3.9,MAXL
13,Effective tax rate,12  Mar-14*,23.7,MAXL
14,Net profit margin,12  Mar-14*,1.2,MAXL
15,Current assets,12  Mar-14*,38400.0,MAXL
16,Current liabilities,12  Mar-14*,46001.0,MAXL
17,Net working cap to sales,12  Mar-14*,-6.5,MAXL
18,Current ratio,12  Mar-14*,0.8,MAXL
19,Inventory Days,12  Mar-14*,5.0,MAXL
20,Debtors Days,12  Mar-14*,21.0,MAXL
21,Net fixed assets,12  Mar-14*,13334.0,MAXL
22,Share capital,12  Mar-14*,533.0,MAXL
23,"""Free"" reserves",12  Mar-14*,29197.0,MAXL
24,Net worth,12  Mar-14*,29841.0,MAXL
25,Long term debt,12  Mar-14*,4354.0,MAXL
26,Total assets,12  Mar-14*,291174.0,MAXL
27,Interest coverage,12  Mar-14*,3.9,MAXL
28,Debt to equity ratio,12  Mar-14*,0.1,MAXL
29,Sales to assets ratio,12  Mar-14*,0.4,MAXL
30,Return on assets,12  Mar-14*,0.8,MAXL
31,Return on equity,12  Mar-14*,4.7,MAXL
32,Return on capital,12  Mar-14*,8.7,MAXL
33,Exports to sales,12  Mar-14*,2.2,MAXL
34,Imports to sales,12  Mar-14*,0.9,MAXL
35,Exports (fob),12  Mar-14*,2605.0,MAXL
36,Imports (cif),12  Mar-14*,1041.0,MAXL
37,Fx inflow,12  Mar-14*,2605.0,MAXL
38,Fx outflow,12  Mar-14*,1168.0,MAXL
39,Net fx,12  Mar-14*,1437.0,MAXL
40,From Operations,12  Mar-14*,21603.0,MAXL
41,From Investments,12  Mar-14*,-19084.0,MAXL
42,From Financial Activity,12  Mar-14*,-2132.0,MAXL
43,Net Cashflow,12  Mar-14*,386.0,MAXL
44,Net Sales,12  Mar-15*,148154.0,MAXL
45,Other income,12  Mar-15*,612.0,MAXL
46,Total revenues,12  Mar-15*,148766.0,MAXL
47,Gross profit,12  Mar-15*,7729.0,MAXL
48,Depreciation,12  Mar-15*,1538.0,MAXL
49,Interest,12  Mar-15*,826.0,MAXL
50,Profit before tax,12  Mar-15*,5978.0,MAXL
51,Minority Interest,12  Mar-15*,-853.0,MAXL
52,Prior Period Items,12  Mar-15*,0.0,MAXL
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,MAXL
