,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,108549.0,PUNL
1,Other income,12  Mar-14*,3195.0,PUNL
2,Total revenues,12  Mar-14*,111743.0,PUNL
3,Gross profit,12  Mar-14*,3188.0,PUNL
4,Depreciation,12  Mar-14*,3925.0,PUNL
5,Interest,12  Mar-14*,8820.0,PUNL
6,Profit before tax,12  Mar-14*,-6361.0,PUNL
7,Minority Interest,12  Mar-14*,884.0,PUNL
8,Prior Period Items,12  Mar-14*,73.0,PUNL
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,PUNL
10,Tax,12  Mar-14*,77.0,PUNL
11,Profit after tax,12  Mar-14*,-5482.0,PUNL
12,Gross profit margin,12  Mar-14*,2.9,PUNL
13,Effective tax rate,12  Mar-14*,-1.2,PUNL
14,Net profit margin,12  Mar-14*,-5.1,PUNL
15,Current assets,12  Mar-14*,112714.0,PUNL
16,Current liabilities,12  Mar-14*,110602.0,PUNL
17,Net working cap to sales,12  Mar-14*,1.9,PUNL
18,Current ratio,12  Mar-14*,1.0,PUNL
19,Inventory Days,12  Mar-14*,251.0,PUNL
20,Debtors Days,12  Mar-14*,81.0,PUNL
21,Net fixed assets,12  Mar-14*,34880.0,PUNL
22,Share capital,12  Mar-14*,664.0,PUNL
23,"""Free"" reserves",12  Mar-14*,20224.0,PUNL
24,Net worth,12  Mar-14*,22323.0,PUNL
25,Long term debt,12  Mar-14*,23414.0,PUNL
26,Total assets,12  Mar-14*,158043.0,PUNL
27,Interest coverage,12  Mar-14*,0.3,PUNL
28,Debt to equity ratio,12  Mar-14*,1.0,PUNL
29,Sales to assets ratio,12  Mar-14*,0.7,PUNL
30,Return on assets,12  Mar-14*,2.1,PUNL
31,Return on equity,12  Mar-14*,-24.6,PUNL
32,Return on capital,12  Mar-14*,7.5,PUNL
33,Exports to sales,12  Mar-14*,8.0,PUNL
34,Imports to sales,12  Mar-14*,9.6,PUNL
35,Exports (fob),12  Mar-14*,8726.0,PUNL
36,Imports (cif),12  Mar-14*,10375.0,PUNL
37,Fx inflow,12  Mar-14*,54266.0,PUNL
38,Fx outflow,12  Mar-14*,60260.0,PUNL
39,Net fx,12  Mar-14*,-5994.0,PUNL
40,From Operations,12  Mar-14*,4536.0,PUNL
41,From Investments,12  Mar-14*,-689.0,PUNL
42,From Financial Activity,12  Mar-14*,-6190.0,PUNL
43,Net Cashflow,12  Mar-14*,-2342.0,PUNL
44,Net Sales,12  Mar-15*,70903.0,PUNL
45,Other income,12  Mar-15*,7849.0,PUNL
46,Total revenues,12  Mar-15*,78752.0,PUNL
47,Gross profit,12  Mar-15*,-5336.0,PUNL
48,Depreciation,12  Mar-15*,4703.0,PUNL
49,Interest,12  Mar-15*,10022.0,PUNL
50,Profit before tax,12  Mar-15*,-12212.0,PUNL
51,Minority Interest,12  Mar-15*,98.0,PUNL
52,Prior Period Items,12  Mar-15*,32.0,PUNL
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,PUNL
54,Tax,12  Mar-15*,-670.0,PUNL
55,Profit after tax,12  Mar-15*,-11411.0,PUNL
56,Gross profit margin,12  Mar-15*,-7.5,PUNL
57,Effective tax rate,12  Mar-15*,5.5,PUNL
