,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14,708.0,PTAR
1,Other income,12  Mar-14,5.0,PTAR
2,Total revenues,12  Mar-14,713.0,PTAR
3,Gross profit,12  Mar-14,97.0,PTAR
4,Depreciation,12  Mar-14,17.0,PTAR
5,Interest,12  Mar-14,12.0,PTAR
6,Profit before tax,12  Mar-14,73.0,PTAR
7,Minority Interest,12  Mar-14,0.0,PTAR
8,Prior Period Items,12  Mar-14,0.0,PTAR
9,Extraordinary Inc (Exp),12  Mar-14,0.0,PTAR
10,Tax,12  Mar-14,26.0,PTAR
11,Profit after tax,12  Mar-14,47.0,PTAR
12,Gross profit margin,12  Mar-14,13.7,PTAR
13,Effective tax rate,12  Mar-14,35.3,PTAR
14,Net profit margin,12  Mar-14,6.6,PTAR
15,Current assets,12  Mar-14,559.0,PTAR
16,Current liabilities,12  Mar-14,323.0,PTAR
17,Net working cap to sales,12  Mar-14,33.3,PTAR
18,Current ratio,12  Mar-14,1.7,PTAR
19,Inventory Days,12  Mar-14,121.0,PTAR
20,Debtors Days,12  Mar-14,67.0,PTAR
21,Net fixed assets,12  Mar-14,224.0,PTAR
22,Share capital,12  Mar-14,51.0,PTAR
23,"""Free"" reserves",12  Mar-14,440.0,PTAR
24,Net worth,12  Mar-14,492.0,PTAR
25,Long term debt,12  Mar-14,0.0,PTAR
26,Total assets,12  Mar-14,846.0,PTAR
27,Interest coverage,12  Mar-14,7.1,PTAR
28,Debt to equity ratio,12  Mar-14,0.0,PTAR
29,Sales to assets ratio,12  Mar-14,0.8,PTAR
30,Return on assets,12  Mar-14,6.9,PTAR
31,Return on equity,12  Mar-14,9.5,PTAR
32,Return on capital,12  Mar-14,17.1,PTAR
33,Exports to sales,12  Mar-14,35.4,PTAR
34,Imports to sales,12  Mar-14,8.9,PTAR
35,Exports (fob),12  Mar-14,250.0,PTAR
36,Imports (cif),12  Mar-14,63.0,PTAR
37,Fx inflow,12  Mar-14,250.0,PTAR
38,Fx outflow,12  Mar-14,69.0,PTAR
39,Net fx,12  Mar-14,182.0,PTAR
40,From Operations,12  Mar-14,101.0,PTAR
41,From Investments,12  Mar-14,-41.0,PTAR
