,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,102558.0,TVS
1,Other income,12  Mar-15*,213.0,TVS
2,Total revenues,12  Mar-15*,102771.0,TVS
3,Gross profit,12  Mar-15*,6053.0,TVS
4,Depreciation,12  Mar-15*,1786.0,TVS
5,Interest,12  Mar-15*,621.0,TVS
6,Profit before tax,12  Mar-15*,3859.0,TVS
7,Minority Interest,12  Mar-15*,0.0,TVS
8,Prior Period Items,12  Mar-15*,80.0,TVS
9,Extraordinary Inc (Exp),12  Mar-15*,583.0,TVS
10,Tax,12  Mar-15*,1239.0,TVS
11,Profit after tax,12  Mar-15*,3283.0,TVS
12,Gross profit margin,12  Mar-15*,5.9,TVS
13,Effective tax rate,12  Mar-15*,32.1,TVS
14,Net profit margin,12  Mar-15*,3.2,TVS
15,Current assets,12  Mar-15*,21120.0,TVS
16,Current liabilities,12  Mar-15*,24272.0,TVS
17,Net working cap to sales,12  Mar-15*,-3.1,TVS
18,Current ratio,12  Mar-15*,0.9,TVS
19,Inventory Days,12  Mar-15*,33.0,TVS
20,Debtors Days,12  Mar-15*,15.0,TVS
21,Net fixed assets,12  Mar-15*,17960.0,TVS
22,Share capital,12  Mar-15*,475.0,TVS
23,"""Free"" reserves",12  Mar-15*,15597.0,TVS
24,Net worth,12  Mar-15*,16072.0,TVS
25,Long term debt,12  Mar-15*,5611.0,TVS
26,Total assets,12  Mar-15*,47802.0,TVS
27,Interest coverage,12  Mar-15*,7.2,TVS
28,Debt to equity ratio,12  Mar-15*,0.3,TVS
29,Sales to assets ratio,12  Mar-15*,2.1,TVS
30,Return on assets,12  Mar-15*,8.2,TVS
31,Return on equity,12  Mar-15*,20.4,TVS
32,Return on capital,12  Mar-15*,23.7,TVS
33,Exports to sales,12  Mar-15*,22.0,TVS
34,Imports to sales,12  Mar-15*,11.1,TVS
35,Exports (fob),12  Mar-15*,22548.0,TVS
36,Imports (cif),12  Mar-15*,11430.0,TVS
37,Fx inflow,12  Mar-15*,23161.0,TVS
38,Fx outflow,12  Mar-15*,13018.0,TVS
39,Net fx,12  Mar-15*,10143.0,TVS
40,From Operations,12  Mar-15*,828.0,TVS
41,From Investments,12  Mar-15*,-4149.0,TVS
42,From Financial Activity,12  Mar-15*,2610.0,TVS
43,Net Cashflow,12  Mar-15*,-711.0,TVS
44,Net Sales,12  Mar-16*,113771.0,TVS
45,Other income,12  Mar-16*,914.0,TVS
46,Total revenues,12  Mar-16*,114684.0,TVS
47,Gross profit,12  Mar-16*,8161.0,TVS
48,Depreciation,12  Mar-16*,2622.0,TVS
49,Interest,12  Mar-16*,700.0,TVS
50,Profit before tax,12  Mar-16*,5753.0,TVS
51,Minority Interest,12  Mar-16*,48.0,TVS
52,Prior Period Items,12  Mar-16*,0.0,TVS
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,TVS
54,Tax,12  Mar-16*,1515.0,TVS
55,Profit after tax,12  Mar-16*,4286.0,TVS
56,Gross profit margin,12  Mar-16*,7.2,TVS
57,Effective tax rate,12  Mar-16*,26.3,TVS
58,Net profit margin,12  Mar-16*,3.8,TVS
59,Current assets,12  Mar-16*,20520.0,TVS
60,Current liabilities,12  Mar-16*,26246.0,TVS
61,Net working cap to sales,12  Mar-16*,-5.0,TVS
62,Current ratio,12  Mar-16*,0.8,TVS
63,Inventory Days,12  Mar-16*,28.0,TVS
64,Debtors Days,12  Mar-16*,16.0,TVS
65,Net fixed assets,12  Mar-16*,20640.0,TVS
66,Share capital,12  Mar-16*,475.0,TVS
67,"""Free"" reserves",12  Mar-16*,17710.0,TVS
68,Net worth,12  Mar-16*,18185.0,TVS
69,Long term debt,12  Mar-16*,5087.0,TVS
70,Total assets,12  Mar-16*,51461.0,TVS
71,Interest coverage,12  Mar-16*,9.2,TVS
72,Debt to equity ratio,12  Mar-16*,0.3,TVS
73,Sales to assets ratio,12  Mar-16*,2.2,TVS
74,Return on assets,12  Mar-16*,9.7,TVS
75,Return on equity,12  Mar-16*,23.6,TVS
76,Return on capital,12  Mar-16*,27.9,TVS
77,Exports to sales,12  Mar-16*,21.9,TVS
78,Imports to sales,12  Mar-16*,10.9,TVS
79,Exports (fob),12  Mar-16*,24921.0,TVS
80,Imports (cif),12  Mar-16*,12394.0,TVS
81,Fx inflow,12  Mar-16*,25489.0,TVS
82,Fx outflow,12  Mar-16*,14216.0,TVS
83,Net fx,12  Mar-16*,11273.0,TVS
