,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,1725.0,LOVAL
1,Other income,12  Mar-15,63.0,LOVAL
2,Total revenues,12  Mar-15,1788.0,LOVAL
3,Gross profit,12  Mar-15,242.0,LOVAL
4,Depreciation,12  Mar-15,25.0,LOVAL
5,Interest,12  Mar-15,11.0,LOVAL
6,Profit before tax,12  Mar-15,269.0,LOVAL
7,Minority Interest,12  Mar-15,0.0,LOVAL
8,Prior Period Items,12  Mar-15,0.0,LOVAL
9,Extraordinary Inc (Exp),12  Mar-15,0.0,LOVAL
10,Tax,12  Mar-15,72.0,LOVAL
11,Profit after tax,12  Mar-15,197.0,LOVAL
12,Gross profit margin,12  Mar-15,14.0,LOVAL
13,Effective tax rate,12  Mar-15,26.8,LOVAL
14,Net profit margin,12  Mar-15,11.4,LOVAL
15,Current assets,12  Mar-15,1084.0,LOVAL
16,Current liabilities,12  Mar-15,308.0,LOVAL
17,Net working cap to sales,12  Mar-15,45.0,LOVAL
18,Current ratio,12  Mar-15,3.5,LOVAL
19,Inventory Days,12  Mar-15,141.0,LOVAL
20,Debtors Days,12  Mar-15,73.0,LOVAL
21,Net fixed assets,12  Mar-15,397.0,LOVAL
22,Share capital,12  Mar-15,168.0,LOVAL
23,"""Free"" reserves",12  Mar-15,1683.0,LOVAL
24,Net worth,12  Mar-15,1851.0,LOVAL
25,Long term debt,12  Mar-15,44.0,LOVAL
26,Total assets,12  Mar-15,2245.0,LOVAL
27,Interest coverage,12  Mar-15,25.3,LOVAL
28,Debt to equity ratio,12  Mar-15,0.0,LOVAL
29,Sales to assets ratio,12  Mar-15,0.8,LOVAL
30,Return on assets,12  Mar-15,9.3,LOVAL
31,Return on equity,12  Mar-15,10.7,LOVAL
32,Return on capital,12  Mar-15,14.8,LOVAL
33,Exports to sales,12  Mar-15,0.1,LOVAL
34,Imports to sales,12  Mar-15,0.8,LOVAL
35,Exports (fob),12  Mar-15,2.0,LOVAL
36,Imports (cif),12  Mar-15,13.0,LOVAL
37,Fx inflow,12  Mar-15,2.0,LOVAL
38,Fx outflow,12  Mar-15,16.0,LOVAL
39,Net fx,12  Mar-15,-14.0,LOVAL
40,From Operations,12  Mar-15,30.0,LOVAL
41,From Investments,12  Mar-15,310.0,LOVAL
42,From Financial Activity,12  Mar-15,-350.0,LOVAL
43,Net Cashflow,12  Mar-15,-10.0,LOVAL
44,Net Sales,12  Mar-16,1968.0,LOVAL
45,Other income,12  Mar-16,59.0,LOVAL
46,Total revenues,12  Mar-16,2027.0,LOVAL
47,Gross profit,12  Mar-16,306.0,LOVAL
48,Depreciation,12  Mar-16,28.0,LOVAL
49,Interest,12  Mar-16,14.0,LOVAL
50,Profit before tax,12  Mar-16,324.0,LOVAL
51,Minority Interest,12  Mar-16,0.0,LOVAL
52,Prior Period Items,12  Mar-16,0.0,LOVAL
53,Extraordinary Inc (Exp),12  Mar-16,0.0,LOVAL
54,Tax,12  Mar-16,92.0,LOVAL
55,Profit after tax,12  Mar-16,232.0,LOVAL
56,Gross profit margin,12  Mar-16,15.6,LOVAL
57,Effective tax rate,12  Mar-16,28.4,LOVAL
58,Net profit margin,12  Mar-16,11.8,LOVAL
59,Current assets,12  Mar-16,1137.0,LOVAL
60,Current liabilities,12  Mar-16,214.0,LOVAL
61,Net working cap to sales,12  Mar-16,46.9,LOVAL
62,Current ratio,12  Mar-16,5.3,LOVAL
63,Inventory Days,12  Mar-16,119.0,LOVAL
64,Debtors Days,12  Mar-16,78.0,LOVAL
65,Net fixed assets,12  Mar-16,477.0,LOVAL
66,Share capital,12  Mar-16,168.0,LOVAL
67,"""Free"" reserves",12  Mar-16,1944.0,LOVAL
68,Net worth,12  Mar-16,2112.0,LOVAL
69,Long term debt,12  Mar-16,21.0,LOVAL
70,Total assets,12  Mar-16,2430.0,LOVAL
71,Interest coverage,12  Mar-16,24.3,LOVAL
72,Debt to equity ratio,12  Mar-16,0.0,LOVAL
73,Sales to assets ratio,12  Mar-16,0.8,LOVAL
74,Return on assets,12  Mar-16,10.1,LOVAL
75,Return on equity,12  Mar-16,11.0,LOVAL
76,Return on capital,12  Mar-16,15.8,LOVAL
77,Exports to sales,12  Mar-16,0.0,LOVAL
78,Imports to sales,12  Mar-16,0.6,LOVAL
79,Exports (fob),12  Mar-16,0.0,LOVAL
80,Imports (cif),12  Mar-16,12.0,LOVAL
81,Fx inflow,12  Mar-16,0.0,LOVAL
82,Fx outflow,12  Mar-16,12.0,LOVAL
83,Net fx,12  Mar-16,-12.0,LOVAL
84,From Operations,12  Mar-16,81.0,LOVAL
85,From Investments,12  Mar-16,18.0,LOVAL
86,From Financial Activity,12  Mar-16,-81.0,LOVAL
87,Net Cashflow,12  Mar-16,18.0,LOVAL
88,Net Sales,12  Mar-17,1974.0,LOVAL
89,Other income,12  Mar-17,69.0,LOVAL
90,Total revenues,12  Mar-17,2043.0,LOVAL
91,Gross profit,12  Mar-17,188.0,LOVAL
92,Depreciation,12  Mar-17,34.0,LOVAL
93,Interest,12  Mar-17,9.0,LOVAL
94,Profit before tax,12  Mar-17,214.0,LOVAL
95,Minority Interest,12  Mar-17,0.0,LOVAL
96,Prior Period Items,12  Mar-17,0.0,LOVAL
97,Extraordinary Inc (Exp),12  Mar-17,-40.0,LOVAL
98,Tax,12  Mar-17,46.0,LOVAL
99,Profit after tax,12  Mar-17,129.0,LOVAL
100,Gross profit margin,12  Mar-17,9.5,LOVAL
101,Effective tax rate,12  Mar-17,21.4,LOVAL
102,Net profit margin,12  Mar-17,6.5,LOVAL
103,Current assets,12  Mar-17,1188.0,LOVAL
104,Current liabilities,12  Mar-17,323.0,LOVAL
105,Net working cap to sales,12  Mar-17,43.8,LOVAL
106,Current ratio,12  Mar-17,3.7,LOVAL
107,Inventory Days,12  Mar-17,137.0,LOVAL
108,Debtors Days,12  Mar-17,73.0,LOVAL
109,Net fixed assets,12  Mar-17,491.0,LOVAL
110,Share capital,12  Mar-17,168.0,LOVAL
111,"""Free"" reserves",12  Mar-17,2054.0,LOVAL
112,Net worth,12  Mar-17,2222.0,LOVAL
113,Long term debt,12  Mar-17,0.0,LOVAL
114,Total assets,12  Mar-17,2631.0,LOVAL
115,Interest coverage,12  Mar-17,24.3,LOVAL
116,Debt to equity ratio,12  Mar-17,0.0,LOVAL
117,Sales to assets ratio,12  Mar-17,0.8,LOVAL
118,Return on assets,12  Mar-17,5.2,LOVAL
119,Return on equity,12  Mar-17,5.8,LOVAL
120,Return on capital,12  Mar-17,8.3,LOVAL
121,Exports to sales,12  Mar-17,0.0,LOVAL
122,Imports to sales,12  Mar-17,0.2,LOVAL
123,Exports (fob),12  Mar-17,0.0,LOVAL
124,Imports (cif),12  Mar-17,5.0,LOVAL
